DB Object Symbol,GO ID,DB Object Type
PAK2,GO:0150105,protein
PAK2,GO:2001238,protein
PAK2,GO:2001271,protein
SLC13A2,GO:0015741,protein
SLC13A2,GO:0015742,protein
SLC13A2,GO:0071285,protein
SLC13A2,GO:0071422,protein
CBX3,GO:0006974,protein
CBX3,GO:0031507,protein
CBX3,GO:0045892,protein
STK3,GO:0032092,protein
STK3,GO:0050821,protein
STK3,GO:0051091,protein
STK3,GO:0006468,protein
STK3,GO:0006606,protein
STK3,GO:0035329,protein
STK3,GO:0035556,protein
STK3,GO:0071539,protein
STK3,GO:0090090,protein
STX5,GO:0034498,protein
STX5,GO:0042147,protein
STX5,GO:0045732,protein
STX5,GO:0090166,protein
STX5,GO:1903358,protein
MMRN1,GO:0033627,protein
MMRN1,GO:0061045,protein
MMRN1,GO:1901731,protein
TBX2,GO:0000122,protein
TBX2,GO:0003272,protein
TBX2,GO:0045892,protein
TBX2,GO:0090398,protein
TBX2,GO:1905072,protein
TBX2,GO:2000773,protein
ERCC8,GO:0006283,protein
ERCC8,GO:0000012,protein
ERCC8,GO:0000209,protein
ERCC8,GO:0006974,protein
ERCC8,GO:0006979,protein
ERCC8,GO:0009411,protein
ERCC8,GO:0043161,protein
ERCC8,GO:0051865,protein
ERCC8,GO:0090262,protein
ERCC8,GO:0097680,protein
DNAJC3,GO:0043066,protein
DNAJC3,GO:1903912,protein
GRIN2B,GO:0045471,protein
GRIN2B,GO:0097553,protein
GPS2,GO:0000122,protein
GPS2,GO:0010875,protein
GPS2,GO:0045944,protein
GPS2,GO:0046329,protein
CHIT1,GO:0006032,protein
NME3,GO:0006281,protein
NME3,GO:0008053,protein
NME3,GO:0009142,protein
PRKG2,GO:0006468,protein
PRKG2,GO:0007165,protein
KLRD1,GO:0001915,protein
KLRD1,GO:0002223,protein
KLRD1,GO:0002228,protein
KLRD1,GO:0045953,protein
KLRD1,GO:0045954,protein
SRSF9,GO:0048025,protein
SRSF6,GO:0000381,protein
SRSF6,GO:0060501,protein
SRSF6,GO:0000380,protein
SRSF6,GO:0006376,protein
SRSF6,GO:0010837,protein
SRSF6,GO:0045617,protein
SRSF6,GO:0048025,protein
SRSF6,GO:0061041,protein
NOG,GO:0009953,protein
NOG,GO:0021533,protein
NOG,GO:0021999,protein
NOG,GO:0030336,protein
NOG,GO:0030514,protein
NOG,GO:0035019,protein
NOG,GO:0038092,protein
NOG,GO:0040036,protein
NOG,GO:0042474,protein
NOG,GO:0042733,protein
NOG,GO:0045668,protein
NOG,GO:0048706,protein
NOG,GO:0060173,protein
NOG,GO:0060272,protein
NOG,GO:0060302,protein
NOG,GO:0060392,protein
NOG,GO:0090090,protein
GRM1,GO:0007186,protein
GRM1,GO:0007206,protein
MAD2L1,GO:0045930,protein
MAD2L1,GO:0000132,protein
MAD2L1,GO:0007094,protein
MAD2L1,GO:0042177,protein
MAD2L1,GO:0043066,protein
MAD2L1,GO:0051660,protein
MAD2L1,GO:0090267,protein
MAD2L1,GO:1904667,protein
IL15RA,GO:0035723,protein
IL15RA,GO:0050766,protein
TRIM28,GO:0006281,protein
TRIM28,GO:0016925,protein
TRIM28,GO:0042307,protein
TRIM28,GO:0044790,protein
TRIM28,GO:0045087,protein
TRIM28,GO:0045739,protein
TRIM28,GO:0045892,protein
TRIM28,GO:0090309,protein
DHRS2,GO:0009636,protein
DHRS2,GO:0022900,protein
DHRS2,GO:0034599,protein
DHRS2,GO:0043066,protein
SEMA3F,GO:0007411,protein
STX3,GO:0008284,protein
STX3,GO:0010468,protein
STX3,GO:0045785,protein
STX3,GO:0050921,protein
STX3,GO:0090174,protein
STX3,GO:1903078,protein
STX3,GO:2000010,protein
G3BP1,GO:0032481,protein
G3BP1,GO:0034063,protein
G3BP1,GO:0051607,protein
G3BP1,GO:0062029,protein
NR5A1,GO:0007530,protein
NR5A1,GO:0008584,protein
NR5A1,GO:0008585,protein
NR5A1,GO:0010628,protein
NR5A1,GO:0030238,protein
NR5A1,GO:0045944,protein
NR5A1,GO:2000020,protein
CLN3,GO:0006898,protein
CLN3,GO:0007042,protein
CLN3,GO:0010762,protein
CLN3,GO:0035752,protein
CLN3,GO:0042987,protein
CLN3,GO:0043066,protein
CLN3,GO:0046474,protein
CLN3,GO:0046836,protein
CLN3,GO:0047496,protein
CLN3,GO:0051493,protein
CLN3,GO:0070613,protein
CLN3,GO:0090160,protein
CLN3,GO:0106049,protein
CLN3,GO:1903826,protein
NMI,GO:0002281,protein
NMI,GO:0008285,protein
NMI,GO:0045824,protein
NMI,GO:1901223,protein
NMI,GO:1901224,protein
SLAMF1,GO:0002277,protein
SLAMF1,GO:0032695,protein
SLAMF1,GO:0032715,protein
SLAMF1,GO:0032720,protein
SLAMF1,GO:0046330,protein
SLAMF1,GO:0070374,protein
SLAMF1,GO:2000349,protein
KCNAB2,GO:1901379,protein
PTK7,GO:0010976,protein
PTK7,GO:0016477,protein
PTK7,GO:0030036,protein
PTK7,GO:0071300,protein
PTK7,GO:0090263,protein
SKP2,GO:0042981,protein
SKP2,GO:0043161,protein
SKP2,GO:0045087,protein
SKP2,GO:0051607,protein
SKP2,GO:0070534,protein
SKP2,GO:0070936,protein
SKP2,GO:1905168,protein
ATM,GO:0051972,protein
ATM,GO:0006974,protein
ATM,GO:0036289,protein
ATM,GO:0000077,protein
ATM,GO:0000425,protein
ATM,GO:0000724,protein
ATM,GO:0000729,protein
ATM,GO:0006302,protein
ATM,GO:0006468,protein
ATM,GO:0007094,protein
ATM,GO:0007095,protein
ATM,GO:0010212,protein
ATM,GO:0010506,protein
ATM,GO:0010628,protein
ATM,GO:0018105,protein
ATM,GO:0030335,protein
ATM,GO:0030889,protein
ATM,GO:0032210,protein
ATM,GO:0034614,protein
ATM,GO:0042770,protein
ATM,GO:0043065,protein
ATM,GO:0043517,protein
ATM,GO:0046777,protein
ATM,GO:0051726,protein
ATM,GO:0071044,protein
ATM,GO:0071480,protein
ATM,GO:0071481,protein
ATM,GO:0071500,protein
ATM,GO:0090399,protein
ATM,GO:0097694,protein
ATM,GO:0097695,protein
ATM,GO:1904262,protein
ATM,GO:1904354,protein
ATM,GO:1904358,protein
ATM,GO:1904884,protein
GRB10,GO:0030178,protein
GRB10,GO:0030949,protein
BIK,GO:0031334,protein
BIK,GO:0042981,protein
BIK,GO:0090200,protein
IFIT5,GO:0043123,protein
IFIT5,GO:0045071,protein
IFIT5,GO:0051607,protein
MTA1,GO:0006302,protein
MTA1,GO:0006338,protein
MTA1,GO:0010212,protein
MTA1,GO:0043161,protein
MTA1,GO:0045814,protein
MTA1,GO:1902499,protein
PTPRS,GO:0006470,protein
PTPRS,GO:0032687,protein
PTPRS,GO:0032688,protein
PTPRS,GO:0034164,protein
PTPRS,GO:0099560,protein
SLC14A1,GO:0071918,protein
EIF3I,GO:0006413,protein
ITGAD,GO:0034113,protein
KLF1,GO:0006355,protein
KLF1,GO:0030218,protein
KLF1,GO:0045893,protein
PPIL2,GO:0000209,protein
PPIL2,GO:0072659,protein
PPP2R5C,GO:0043161,protein
PPP2R5C,GO:0008285,protein
CTBP1,GO:0000122,protein
CTBP1,GO:0051726,protein
PDE3B,GO:0007162,protein
PDE3B,GO:0016525,protein
PDE3B,GO:0050995,protein
MAPK8IP2,GO:0046328,protein
MAPK8IP2,GO:2001234,protein
PLD1,GO:0031670,protein
PLD1,GO:0032534,protein
PLD1,GO:0045727,protein
PLD1,GO:0098693,protein
MAB21L1,GO:0001654,protein
MYO7A,GO:0007605,protein
MYO7A,GO:0007040,protein
MYO7A,GO:0007601,protein
MYO7A,GO:0030048,protein
MYO7A,GO:0050953,protein
MYO7A,GO:0050957,protein
UBE2V1,GO:0043123,protein
UBE2V1,GO:0051092,protein
UBE2V1,GO:0070534,protein
UBE2V1,GO:1902523,protein
UBE2V1,GO:1902533,protein
ORC1,GO:0006270,protein
ORC2,GO:0006270,protein
ILK,GO:0000902,protein
ILK,GO:0007229,protein
ILK,GO:0001934,protein
ILK,GO:0006468,protein
ILK,GO:0009967,protein
ILK,GO:0033209,protein
ILK,GO:0034446,protein
ILK,GO:0042327,protein
ILK,GO:0043123,protein
ILK,GO:0045893,protein
ILK,GO:0070527,protein
ILK,GO:0090263,protein
ILK,GO:1900026,protein
IKZF1,GO:0030098,protein
IKZF1,GO:0030218,protein
NNT,GO:0072593,protein
SNTA1,GO:0002027,protein
SNTA1,GO:0060307,protein
SNTA1,GO:0086005,protein
SNTA1,GO:1902083,protein
SNTA1,GO:1902305,protein
XRCC4,GO:0006302,protein
XRCC4,GO:0006303,protein
XRCC4,GO:0010165,protein
XRCC4,GO:0051103,protein
XRCC4,GO:0051351,protein
XRCC4,GO:1990166,protein
PPIG,GO:0000413,protein
TCOF1,GO:0006417,protein
TCOF1,GO:0014029,protein
TCOF1,GO:0014032,protein
UNC119,GO:0000281,protein
UNC119,GO:0042953,protein
UNC119,GO:0061098,protein
SLC39A6,GO:0001837,protein
SLC39A6,GO:0006882,protein
SLC39A6,GO:0046649,protein
SLC39A6,GO:0050852,protein
SLC39A6,GO:0071577,protein
SLC39A6,GO:0071578,protein
SF3B2,GO:0000398,protein
OS9,GO:0006511,protein
OS9,GO:0006621,protein
OS9,GO:0016567,protein
OS9,GO:0034976,protein
OS9,GO:0036503,protein
OS9,GO:1904153,protein
GOLGA4,GO:0043001,protein
GOLGA4,GO:0045773,protein
ADAM9,GO:0043406,protein
ADAM9,GO:0006509,protein
ADAM9,GO:0031293,protein
ADAM9,GO:0007155,protein
ADAM9,GO:0007160,protein
ADAM9,GO:0007179,protein
ADAM9,GO:0010042,protein
ADAM9,GO:0030335,protein
ADAM9,GO:0033627,protein
ADAM9,GO:0033630,protein
ADAM9,GO:0034241,protein
ADAM9,GO:0034612,protein
ADAM9,GO:0042117,protein
ADAM9,GO:0042542,protein
ADAM9,GO:0050714,protein
ADAM9,GO:0051549,protein
ADAM9,GO:0051592,protein
ADAM9,GO:0071222,protein
ADAM15,GO:0006915,protein
ADAM15,GO:0001953,protein
ADAM15,GO:0002418,protein
ADAM15,GO:0007229,protein
ADAM15,GO:0030308,protein
ADAM15,GO:0030336,protein
ADAM15,GO:0045087,protein
ADAM15,GO:1900121,protein
ADAM15,GO:1904628,protein
FKBP5,GO:0061077,protein
TUSC3,GO:0015693,protein
TUSC3,GO:0018279,protein
TUSC3,GO:0050890,protein
MYO9B,GO:0032011,protein
MYO9B,GO:0030048,protein
MYO9B,GO:0035023,protein
MYO9B,GO:0035385,protein
FOXE3,GO:0006366,protein
FOXE3,GO:0001654,protein
FOXE3,GO:0002088,protein
FOXE3,GO:0042789,protein
FOXE3,GO:0043066,protein
FOXE3,GO:0051726,protein
FOXE3,GO:2001111,protein
ROCK1,GO:0006468,protein
ROCK1,GO:0007159,protein
ROCK1,GO:0007249,protein
ROCK1,GO:0007266,protein
ROCK1,GO:0010508,protein
ROCK1,GO:0010613,protein
ROCK1,GO:0010628,protein
ROCK1,GO:0010922,protein
ROCK1,GO:0016525,protein
ROCK1,GO:0018105,protein
ROCK1,GO:0022614,protein
ROCK1,GO:0030334,protein
ROCK1,GO:0030866,protein
ROCK1,GO:0031175,protein
ROCK1,GO:0032091,protein
ROCK1,GO:0032956,protein
ROCK1,GO:0035306,protein
ROCK1,GO:0035509,protein
ROCK1,GO:0043410,protein
ROCK1,GO:0045616,protein
ROCK1,GO:0045664,protein
ROCK1,GO:0050900,protein
ROCK1,GO:0050901,protein
ROCK1,GO:0070507,protein
ROCK1,GO:0072659,protein
ROCK1,GO:0110061,protein
ROCK1,GO:0140058,protein
ROCK1,GO:1900223,protein
ROCK1,GO:1900242,protein
ROCK1,GO:1902430,protein
ROCK1,GO:1902992,protein
ROCK1,GO:1903140,protein
ROCK1,GO:1903347,protein
ROCK1,GO:1905205,protein
FZD5,GO:0000578,protein
FZD5,GO:0002726,protein
FZD5,GO:0008595,protein
FZD5,GO:0032729,protein
FZD5,GO:0045944,protein
FZD5,GO:0060061,protein
FZD5,GO:0060070,protein
FZD5,GO:0071219,protein
FZD5,GO:1901524,protein
FZD5,GO:1903955,protein
NFATC2,GO:0045893,protein
NFATC2,GO:0006974,protein
NFATC2,GO:0009410,protein
NFATC2,GO:0016477,protein
NFATC2,GO:0030890,protein
NFATC2,GO:0050853,protein
NFATC2,GO:0051216,protein
NFATC2,GO:1905064,protein
TNK1,GO:0046777,protein
TOP3A,GO:0000724,protein
TOP3A,GO:0006265,protein
TOP3A,GO:0032042,protein
TOP3A,GO:0051304,protein
TOP3A,GO:0071139,protein
MADCAM1,GO:0007160,protein
MADCAM1,GO:0007229,protein
MADCAM1,GO:0034113,protein
MADCAM1,GO:0043113,protein
MADCAM1,GO:0050901,protein
IL18R1,GO:0032729,protein
IL18R1,GO:0035655,protein
IL18R1,GO:0051092,protein
IL18R1,GO:2000556,protein
GAB1,GO:0001525,protein
GAB1,GO:0035767,protein
GAB1,GO:0038084,protein
GAB1,GO:0045766,protein
SMAD4,GO:0090090,protein
SMAD4,GO:0001666,protein
SMAD4,GO:0001837,protein
SMAD4,GO:0006351,protein
SMAD4,GO:0007179,protein
SMAD4,GO:0010628,protein
SMAD4,GO:0010631,protein
SMAD4,GO:0030308,protein
SMAD4,GO:0030509,protein
SMAD4,GO:0030511,protein
SMAD4,GO:0032909,protein
SMAD4,GO:0035556,protein
SMAD4,GO:0045892,protein
SMAD4,GO:0045893,protein
SMAD4,GO:0045944,protein
SMAD4,GO:0048665,protein
SMAD4,GO:0060395,protein
SMAD4,GO:0071559,protein
SMAD4,GO:0071560,protein
SMAD4,GO:0097191,protein
SMAD4,GO:1901203,protein
BIRC3,GO:0031398,protein
BIRC3,GO:0042981,protein
BIRC3,GO:0060544,protein
BIRC2,GO:0000209,protein
BIRC2,GO:0042981,protein
BIRC2,GO:0043066,protein
BIRC2,GO:0043161,protein
BIRC2,GO:0051726,protein
BIRC2,GO:0060544,protein
BIRC2,GO:1902523,protein
BIRC2,GO:1902524,protein
BIRC2,GO:1902527,protein
GPM6B,GO:0030501,protein
GPM6B,GO:0032956,protein
GPM6B,GO:0051893,protein
GPM6B,GO:0085029,protein
PICALM,GO:0006879,protein
PICALM,GO:0006897,protein
PICALM,GO:0006898,protein
PICALM,GO:0006900,protein
PICALM,GO:0010629,protein
PICALM,GO:0016197,protein
PICALM,GO:0030100,protein
PICALM,GO:0031623,protein
PICALM,GO:0032880,protein
PICALM,GO:0035459,protein
PICALM,GO:0045893,protein
PICALM,GO:0046579,protein
PICALM,GO:0048261,protein
PICALM,GO:0048268,protein
PICALM,GO:0060586,protein
PICALM,GO:0072583,protein
PICALM,GO:0097494,protein
PICALM,GO:0097753,protein
PICALM,GO:0150093,protein
PICALM,GO:1902004,protein
PICALM,GO:1902991,protein
PICALM,GO:1903077,protein
PICALM,GO:2000009,protein
MTM1,GO:0006470,protein
MTM1,GO:0007005,protein
MTM1,GO:0008333,protein
MTM1,GO:0044088,protein
MTM1,GO:0045109,protein
MTM1,GO:0046856,protein
MTM1,GO:0048311,protein
SQSTM1,GO:0000423,protein
SQSTM1,GO:0000425,protein
SQSTM1,GO:0006914,protein
SQSTM1,GO:0007032,protein
SQSTM1,GO:0010508,protein
SQSTM1,GO:0016236,protein
SQSTM1,GO:0030163,protein
SQSTM1,GO:0031397,protein
SQSTM1,GO:0034144,protein
SQSTM1,GO:0035973,protein
SQSTM1,GO:0043122,protein
SQSTM1,GO:0061635,protein
SQSTM1,GO:0071211,protein
SQSTM1,GO:0098780,protein
SQSTM1,GO:0110076,protein
SQSTM1,GO:0140694,protein
SQSTM1,GO:1905719,protein
MED21,GO:0045944,protein
TRPC3,GO:0010524,protein
TRPC3,GO:0033198,protein
TRPC3,GO:0051592,protein
TRPC3,GO:0070588,protein
TRPC3,GO:1903244,protein
TUBB3,GO:0000226,protein
TUBB3,GO:0007411,protein
TUBB3,GO:1990791,protein
ASAH1,GO:0030216,protein
ASAH1,GO:0046512,protein
ASAH1,GO:0046513,protein
ASAH1,GO:0046514,protein
ASAH1,GO:0050810,protein
AQP6,GO:0003097,protein
PIN1,GO:0046785,protein
PIN1,GO:0001934,protein
PIN1,GO:0032465,protein
PIN1,GO:0000413,protein
PIN1,GO:0001666,protein
PIN1,GO:0001932,protein
PIN1,GO:0010468,protein
PIN1,GO:0030512,protein
PIN1,GO:0031647,protein
PIN1,GO:0032091,protein
PIN1,GO:0032092,protein
PIN1,GO:0042177,protein
PIN1,GO:0043547,protein
PIN1,GO:0045944,protein
PIN1,GO:0050821,protein
PIN1,GO:0060392,protein
PIN1,GO:0070373,protein
PIN1,GO:0090263,protein
PIN1,GO:1900180,protein
PIN1,GO:1902430,protein
PIN1,GO:2000146,protein
SERINC3,GO:0009597,protein
SERINC3,GO:0045087,protein
SERINC3,GO:0051607,protein
ATR,GO:0051081,protein
ATR,GO:0000077,protein
ATR,GO:0006302,protein
ATR,GO:0006974,protein
ATR,GO:0008156,protein
ATR,GO:0009612,protein
ATR,GO:0018105,protein
ATR,GO:0034644,protein
ATR,GO:0043517,protein
ATR,GO:0044818,protein
ATR,GO:0046777,protein
ATR,GO:0070198,protein
ATR,GO:0071480,protein
ATR,GO:0090399,protein
ATR,GO:0097694,protein
ATR,GO:1904884,protein
EIF4EBP1,GO:0000082,protein
EIF4EBP1,GO:0017148,protein
EIF4EBP1,GO:0031929,protein
EIF4EBP1,GO:0045931,protein
EIF4EBP1,GO:0045947,protein
EIF4EBP2,GO:0045947,protein
RIPK1,GO:1903800,protein
RIPK1,GO:0001934,protein
RIPK1,GO:0006915,protein
RIPK1,GO:0006979,protein
RIPK1,GO:0010628,protein
RIPK1,GO:0030163,protein
RIPK1,GO:0032757,protein
RIPK1,GO:0032760,protein
RIPK1,GO:0034612,protein
RIPK1,GO:0035556,protein
RIPK1,GO:0036289,protein
RIPK1,GO:0043065,protein
RIPK1,GO:0043068,protein
RIPK1,GO:0043123,protein
RIPK1,GO:0043124,protein
RIPK1,GO:0045651,protein
RIPK1,GO:0045944,protein
RIPK1,GO:0046330,protein
RIPK1,GO:0046777,protein
RIPK1,GO:0050729,protein
RIPK1,GO:0051092,protein
RIPK1,GO:0060545,protein
RIPK1,GO:0062100,protein
RIPK1,GO:0070105,protein
RIPK1,GO:0070266,protein
RIPK1,GO:0070926,protein
RIPK1,GO:0071356,protein
RIPK1,GO:0097191,protein
RIPK1,GO:0097343,protein
RIPK1,GO:0097527,protein
RIPK1,GO:1990000,protein
RIPK1,GO:2001237,protein
RIPK1,GO:2001238,protein
HDAC1,GO:0010832,protein
HDAC1,GO:2000273,protein
HDAC1,GO:0000122,protein
HDAC1,GO:0006338,protein
HDAC1,GO:0006346,protein
HDAC1,GO:0006357,protein
HDAC1,GO:0006476,protein
HDAC1,GO:0008284,protein
HDAC1,GO:0010629,protein
HDAC1,GO:0043922,protein
HDAC1,GO:0045814,protein
HDAC1,GO:0045892,protein
HDAC1,GO:0045893,protein
HDAC1,GO:0045944,protein
HDAC1,GO:0060766,protein
HDAC1,GO:0090090,protein
CAMK2B,GO:0046777,protein
CAMK2B,GO:2001222,protein
CAMK2G,GO:0010975,protein
CAMK2D,GO:0003254,protein
CAMK2D,GO:0006468,protein
CAMK2D,GO:0010613,protein
CAMK2D,GO:0018105,protein
CAMK2D,GO:0018107,protein
CAMK2D,GO:0046777,protein
CAMK2D,GO:0060341,protein
CAMK2D,GO:1901897,protein
CAMK2D,GO:1902306,protein
CAMK2D,GO:2000650,protein
DCTN2,GO:0071539,protein
DCTN2,GO:0007052,protein
DCTN2,GO:0007080,protein
NEUROD1,GO:0030073,protein
NEUROD1,GO:0009749,protein
NEUROD1,GO:0045944,protein
NEUROD1,GO:0051091,protein
NEUROD1,GO:2000679,protein
PKD2,GO:2000134,protein
PKD2,GO:0044782,protein
PKD2,GO:0001947,protein
PKD2,GO:0006816,protein
PKD2,GO:0007166,protein
PKD2,GO:0031587,protein
PKD2,GO:0035725,protein
PKD2,GO:0042127,protein
PKD2,GO:0045429,protein
PKD2,GO:0045944,protein
PKD2,GO:0051209,protein
PKD2,GO:0051262,protein
PKD2,GO:0051289,protein
PKD2,GO:0051290,protein
PKD2,GO:0070588,protein
PKD2,GO:0071320,protein
PKD2,GO:0071464,protein
PKD2,GO:0071470,protein
PKD2,GO:0071498,protein
PKD2,GO:0071805,protein
PKD2,GO:0071910,protein
PKD2,GO:0090279,protein
PKD2,GO:0098662,protein
NAE1,GO:0033314,protein
NAE1,GO:0042981,protein
NAE1,GO:0043523,protein
NAE1,GO:0045116,protein
NAE1,GO:0051402,protein
IRF5,GO:0002720,protein
IRF5,GO:0019221,protein
IRF5,GO:0032481,protein
IRF5,GO:0032494,protein
IRF5,GO:0032495,protein
IRF5,GO:0043065,protein
IRF5,GO:0045944,protein
IRF5,GO:0098586,protein
TDG,GO:0006284,protein
LAPTM5,GO:0002357,protein
LAPTM5,GO:0006919,protein
LAPTM5,GO:0012502,protein
LAPTM5,GO:0097214,protein
LAPTM5,GO:1904093,protein
ITPK1,GO:0070266,protein
SNW1,GO:0045892,protein
SNW1,GO:0000122,protein
SNW1,GO:0000398,protein
SNW1,GO:0030511,protein
SNW1,GO:0042771,protein
SNW1,GO:0043923,protein
SNW1,GO:0045944,protein
SNW1,GO:0048026,protein
SNW1,GO:0048384,protein
SNW1,GO:0048385,protein
SNW1,GO:0070562,protein
SNW1,GO:0070564,protein
SNW1,GO:0071300,protein
DGKZ,GO:0006654,protein
DGKZ,GO:0046339,protein
DGKZ,GO:0046486,protein
DGKZ,GO:0046834,protein
IQGAP2,GO:0032956,protein
IQGAP2,GO:0034314,protein
IQGAP2,GO:0070493,protein
STIM1,GO:0002115,protein
STIM1,GO:0005513,protein
STIM1,GO:0032237,protein
STIM1,GO:0045762,protein
STIM1,GO:0045766,protein
STIM1,GO:0051924,protein
STIM1,GO:0070166,protein
STIM1,GO:2001256,protein
GRAP,GO:0007605,protein
TRA2A,GO:0000398,protein
SNX1,GO:0006886,protein
SNX1,GO:0031623,protein
SNX1,GO:0034498,protein
SNX1,GO:0042147,protein
SNX1,GO:0072673,protein
KRR1,GO:0042274,protein
PEX6,GO:0006625,protein
PEX6,GO:0007031,protein
PEX6,GO:0016561,protein
PEX6,GO:0016562,protein
PEX6,GO:0043335,protein
PEX6,GO:0050821,protein
DNASE1L3,GO:0006309,protein
PWP1,GO:1901838,protein
MTMR1,GO:0046856,protein
MTMR1,GO:0060304,protein
MTMR2,GO:0046856,protein
MTMR2,GO:0060304,protein
MTMR3,GO:0006470,protein
MTMR3,GO:0042149,protein
MTMR3,GO:0046856,protein
MTMR3,GO:0060304,protein
MTMR3,GO:1904562,protein
MTMR3,GO:2000785,protein
CUL1,GO:0016567,protein
CUL1,GO:0031146,protein
CUL1,GO:0043123,protein
CUL1,GO:0043161,protein
CUL1,GO:0070936,protein
CUL2,GO:0140627,protein
CUL3,GO:0006511,protein
CUL3,GO:0031145,protein
CUL3,GO:0000209,protein
CUL3,GO:0006513,protein
CUL3,GO:0006888,protein
CUL3,GO:0007080,protein
CUL3,GO:0016477,protein
CUL3,GO:0016567,protein
CUL3,GO:0031398,protein
CUL3,GO:0031648,protein
CUL3,GO:0032467,protein
CUL3,GO:0032480,protein
CUL3,GO:0035024,protein
CUL3,GO:0043149,protein
CUL3,GO:0043161,protein
CUL3,GO:0045842,protein
CUL3,GO:0048208,protein
CUL3,GO:0051865,protein
CUL3,GO:0070936,protein
CUL3,GO:0071230,protein
CUL3,GO:0071630,protein
CUL3,GO:1900076,protein
CUL3,GO:1901992,protein
CUL3,GO:1904263,protein
CUL4A,GO:0006974,protein
CUL4A,GO:0007283,protein
CUL4A,GO:0016567,protein
CUL4A,GO:0034644,protein
CUL4A,GO:0042110,protein
CUL4A,GO:0042254,protein
CUL4A,GO:0043161,protein
CUL4A,GO:0045732,protein
CUL4A,GO:0140627,protein
CUL4B,GO:0010498,protein
CUL4B,GO:0016567,protein
CUL4B,GO:0042254,protein
CUL4B,GO:0070914,protein
SLC12A1,GO:0006884,protein
TP53BP2,GO:0072332,protein
TP53BP2,GO:1900119,protein
DYRK1A,GO:0018108,protein
DYRK1A,GO:0018105,protein
DYRK1A,GO:0033120,protein
DYRK1A,GO:0034205,protein
DYRK1A,GO:0038083,protein
DYRK1A,GO:0090310,protein
GFUS,GO:0010595,protein
GFUS,GO:0019673,protein
GFUS,GO:0042351,protein
GFUS,GO:1904906,protein
PTCH1,GO:0000122,protein
PTCH1,GO:0010875,protein
PTCH1,GO:0021532,protein
PTCH1,GO:0035108,protein
PTCH1,GO:0043433,protein
PTCH1,GO:0045668,protein
PTCH1,GO:0060037,protein
PTCH1,GO:0061053,protein
PTCH1,GO:0071397,protein
PTCH1,GO:0072659,protein
RAB31,GO:0031623,protein
RAB31,GO:0032869,protein
RAB31,GO:0043001,protein
RAB31,GO:0045055,protein
RAB31,GO:0090382,protein
RAB32,GO:0007005,protein
RAB32,GO:0019882,protein
RAB32,GO:0035646,protein
RAB32,GO:0072657,protein
RAB32,GO:0090382,protein
RAB32,GO:1903232,protein
HTR4,GO:0120056,protein
FHL1,GO:0003254,protein
FHL1,GO:0010972,protein
FHL1,GO:0030308,protein
FHL1,GO:0043268,protein
FHL1,GO:1901016,protein
FHL1,GO:2000134,protein
IL10RA,GO:0010507,protein
IL10RA,GO:0046427,protein
IL10RA,GO:0050728,protein
IL10RA,GO:0060729,protein
IL10RA,GO:0070086,protein
IL10RA,GO:0140105,protein
ITGA7,GO:0034113,protein
ALKBH1,GO:0002101,protein
ALKBH1,GO:0006281,protein
ALKBH1,GO:0006446,protein
ALKBH1,GO:0006448,protein
ALKBH1,GO:0035513,protein
ALKBH1,GO:0070129,protein
ALKBH1,GO:0141137,protein
ALKBH1,GO:1990983,protein
CACNA1S,GO:0006816,protein
CACNA1S,GO:0006936,protein
CACNA1S,GO:0051209,protein
RAPSN,GO:0007271,protein
ACVR2B,GO:0000122,protein
ACVR2B,GO:0006355,protein
ACVR2B,GO:0007165,protein
ACVR2B,GO:0009952,protein
ACVR2B,GO:0030501,protein
ACVR2B,GO:0030509,protein
ACVR2B,GO:0032924,protein
ACVR2B,GO:0032927,protein
ACVR2B,GO:0045669,protein
ATP1A4,GO:0030317,protein
ATP1A4,GO:0030641,protein
ATP1A4,GO:0035725,protein
ATP1A4,GO:0071805,protein
ALCAM,GO:0007157,protein
LAMC2,GO:0008284,protein
LAMC2,GO:0030335,protein
RUNX3,GO:0006468,protein
RUNX3,GO:0045893,protein
RUNX3,GO:0071559,protein
NACA,GO:1905551,protein
THOC5,GO:0006406,protein
THOC5,GO:0030224,protein
NCOA4,GO:0006622,protein
PMAIP1,GO:0006915,protein
PMAIP1,GO:0010498,protein
PMAIP1,GO:0010907,protein
PMAIP1,GO:0042149,protein
PMAIP1,GO:0043065,protein
PMAIP1,GO:0043280,protein
PMAIP1,GO:0043331,protein
PMAIP1,GO:0043517,protein
PMAIP1,GO:0046902,protein
PMAIP1,GO:0051607,protein
PMAIP1,GO:0072332,protein
PMAIP1,GO:0072593,protein
PMAIP1,GO:0090200,protein
PMAIP1,GO:0097193,protein
PMAIP1,GO:1902043,protein
PMAIP1,GO:2001244,protein
ARFRP1,GO:0034067,protein
ARFRP1,GO:0042147,protein
ARFRP1,GO:0043001,protein
SHROOM2,GO:0000902,protein
ITGA9,GO:0007155,protein
ITGA9,GO:0045906,protein
ENPP2,GO:0009395,protein
ENPP2,GO:0010634,protein
ENPP2,GO:0030149,protein
ENPP2,GO:0030334,protein
ENPP2,GO:0034638,protein
ENPP2,GO:0050731,protein
ENPP2,GO:2000394,protein
TNFAIP1,GO:0016477,protein
TNFAIP1,GO:0016567,protein
TNFAIP1,GO:0035024,protein
TNFAIP1,GO:0043149,protein
TNFAIP1,GO:0043161,protein
