node,type
BIN1,gene
BIN2,gene
BIN3,gene
BIRC2,gene
BIRC3,gene
BIRC5,gene
BIRC6,gene
BIRC7,gene
BIRC8,gene
BIVM,gene
BLACAT1,gene
BLCAP,gene
BLID,gene
BLK,gene
BLM,gene
BLMH,gene
BLNK,gene
BLOC1S1,gene
BLOC1S2,gene
BLOC1S3,gene
BLOC1S4,gene
BLOC1S5,gene
BLOC1S6,gene
BLVRA,gene
BLVRB,gene
BLZF1,gene
BMERB1,gene
BMF,gene
BMI1,gene
BMP1,gene
BMP10,gene
BMP15,gene
BMP2,gene
BMP2K,gene
BMP3,gene
BMP4,gene
BMP5,gene
BMP6,gene
BMP7,gene
BMP8A,gene
BMP8B,gene
BMPER,gene
BMPR1A,gene
BMPR1B,gene
BMPR2,gene
BMS1,gene
BMT2,gene
BMX,gene
BNC1,gene
BNC2,gene
BNIP1,gene
BNIP2,gene
BNIP3,gene
BNIP3L,gene
BNIP5,gene
BNIPL,gene
BOC,gene
BOD1,gene
BOD1L1,gene
BOD1L2,gene
BOK,gene
BOLA1,gene
BOLA2,gene
BOLA2B,gene
BOLA3,gene
BOLL,gene
BOP1,gene
BORA,gene
BORCS5,gene
BORCS6,gene
BORCS7,gene
BORCS8,gene
BPGM,gene
BPHL,gene
BPI,gene
BPIFA1,gene
BPIFA2,gene
BPIFA3,gene
BPIFB1,gene
BPIFB2,gene
BPIFB3,gene
BPIFB4,gene
BPIFC,gene
BPNT1,gene
BPNT2,gene
BPTF,gene
BPY2,gene
BPY2B,gene
BPY2C,gene
BRAF,gene
BRAP,gene
BRAT1,gene
BRCA1,gene
BRCA2,gene
BRCC3,gene
BRD1,gene
BRD2,gene
BRD3,gene
BRD3OS,gene
BRD4,gene
BRD7,gene
BRD8,gene
BRD9,gene
BRDT,gene
BRF1,gene
BRF2,gene
BRI3,gene
BRI3BP,gene
BRICD5,gene
BRINP1,gene
BRINP2,gene
BRINP3,gene
BRIP1,gene
BRIX1,gene
BRK1,gene
BRME1,gene
BRMS1,gene
BRMS1L,gene
BROX,gene
BRPF1,gene
BRPF3,gene
BRS3,gene
BRSK1,gene
BRSK2,gene
BRWD1,gene
BRWD3,gene
BSCL2,gene
BSDC1,gene
BSG,gene
BSN,gene
BSND,gene
BSPRY,gene
BST1,gene
BST2,gene
BSX,gene
BTAF1,gene
BTBD1,gene
BTBD10,gene
BTBD16,gene
BTBD17,gene
BTBD18,gene
BTBD19,gene
BTBD2,gene
BTBD3,gene
BTBD6,gene
BTBD7,gene
BTBD8,gene
BTBD9,gene
BTC,gene
BTD,gene
BTF3,gene
BTF3L4,gene
BTG1,gene
BTG2,gene
BTG3,gene
BTG4,gene
BTK,gene
BTLA,gene
BTN1A1,gene
BTN2A1,gene
BTN2A2,gene
BTN3A1,gene
BTN3A2,gene
BTN3A3,gene
BTNL2,gene
BTNL3,gene
BTNL8,gene
BTNL9,gene
BTRC,gene
BUB1,gene
BUB1B,gene
BUB3,gene
BUD13,gene
BUD23,gene
BUD31,gene
BVES,gene
BYSL,gene
BZW1,gene
BZW2,gene
C1D,gene
C1GALT1,gene
C1GALT1C1,gene
C1QA,gene
C1QB,gene
C1QBP,gene
C1QC,gene
C1QL1,gene
C1QL2,gene
C1QL3,gene
C1QL4,gene
C1QTNF1,gene
C1QTNF2,gene
C1QTNF3,gene
C1QTNF4,gene
C1QTNF5,gene
C1QTNF6,gene
C1QTNF7,gene
C1QTNF8,gene
C1QTNF9,gene
C1QTNF9B,gene
C1R,gene
C1RL,gene
C1S,gene
C2,gene
C2CD2,gene
C2CD2L,gene
C2CD3,gene
C2CD4A,gene
C2CD4B,gene
C2CD4C,gene
C2CD4D,gene
C2CD5,gene
C2CD6,gene
C3,gene
C3AR1,gene
C4A,gene
C4B,gene
C4BPA,gene
C4BPB,gene
C5,gene
C5AR1,gene
C5AR2,gene
C6,gene
C7,gene
C8A,gene
C8B,gene
C8G,gene
C9,gene
CA1,gene
CA10,gene
CA11,gene
CA12,gene
CA13,gene
CA14,gene
CA2,gene
CA3,gene
CA4,gene
CA5A,gene
CA5B,gene
CA6,gene
CA7,gene
CA8,gene
CA9,gene
CAAP1,gene
CAB39,gene
CAB39L,gene
CABCOCO1,gene
CABIN1,gene
CABLES1,gene
CABLES2,gene
CABP1,gene
CABP2,gene
CABP4,gene
CABP5,gene
CABP7,gene
CABS1,gene
CABYR,gene
CACFD1,gene
CACHD1,gene
CACNA1A,gene
CACNA1B,gene
CACNA1C,gene
CACNA1D,gene
CACNA1E,gene
CACNA1F,gene
CACNA1G,gene
CACNA1H,gene
CACNA1I,gene
CACNA1S,gene
CACNA2D1,gene
CACNA2D2,gene
CACNA2D3,gene
CACNA2D4,gene
CACNB1,gene
CACNB2,gene
CACNB3,gene
CACNB4,gene
CACNG1,gene
CACNG2,gene
CACNG3,gene
CACNG4,gene
CACNG5,gene
CACNG6,gene
CACNG7,gene
CACNG8,gene
CACTIN,gene
CACUL1,gene
CACYBP,gene
CAD,gene
CADM1,gene
CADM2,gene
CADM3,gene
CADM4,gene
CADPS,gene
CADPS2,gene
CAGE1,gene
CALB1,gene
CALB2,gene
CALCA,gene
CALCB,gene
CALCOCO1,gene
CALCOCO2,gene
CALCR,gene
CALCRL,gene
CALD1,gene
CALHM1,gene
CALHM2,gene
CALHM3,gene
CALHM4,gene
CALHM5,gene
CALHM6,gene
CALM1,gene
CALM2,gene
CALM3,gene
CALML3,gene
CALML5,gene
CALML6,gene
CALN1,gene
CALR,gene
CALR3,gene
CALU,gene
CALY,gene
CAMK1,gene
CAMK1D,gene
CAMK1G,gene
CAMK2A,gene
CAMK2B,gene
CAMK2D,gene
CAMK2G,gene
CAMK2N1,gene
CAMK2N2,gene
CAMK4,gene
CAMKK1,gene
CAMKK2,gene
CAMKMT,gene
CAMKV,gene
CAMLG,gene
CAMP,gene
CAMSAP1,gene
CAMSAP2,gene
CAMSAP3,gene
CAMTA1,gene
CAMTA2,gene
CAND1,gene
CAND2,gene
CANT1,gene
CANX,gene
CAP1,gene
CAP2,gene
CAPG,gene
CAPN1,gene
CAPN10,gene
CAPN11,gene
CAPN12,gene
CAPN13,gene
CAPN15,gene
CAPN2,gene
CAPN3,gene
CAPN5,gene
CAPN6,gene
CAPN7,gene
CAPN8,gene
CAPN9,gene
CAPNS1,gene
CAPNS2,gene
CAPRIN1,gene
CAPRIN2,gene
CAPS,gene
CAPS2,gene
CAPSL,gene
CAPZA1,gene
CAPZA2,gene
CAPZB,gene
CARD10,gene
CARD11,gene
CARD14,gene
CARD16,gene
CARD17,gene
CARD18,gene
CARD19,gene
CARD6,gene
CARD8,gene
CARD9,gene
CARF,gene
CARHSP1,gene
CARM1,gene
CARMIL1,gene
CARMIL2,gene
CARMIL3,gene
CARNMT1,gene
CARNS1,gene
CARS1,gene
CARS2,gene
CARTPT,gene
CASC3,gene
CASD1,gene
CASK,gene
CASKIN1,gene
CASKIN2,gene
CASP1,gene
CASP10,gene
CASP12,gene
CASP14,gene
CASP2,gene
CASP3,gene
CASP4,gene
CASP5,gene
CASP6,gene
CASP7,gene
CASP8,gene
CASP8AP2,gene
CASP9,gene
CASQ1,gene
CASQ2,gene
CASR,gene
CASS4,gene
CAST,gene
CASTOR1,gene
CASTOR2,gene
CASTOR3,gene
CASZ1,gene
CAT,gene
CATIP,gene
CATSPER1,gene
CATSPER2,gene
CATSPER3,gene
CATSPER4,gene
CATSPERD,gene
CATSPERE,gene
CATSPERG,gene
CATSPERZ,gene
CAV1,gene
CAV2,gene
CAV3,gene
CAVIN1,gene
CAVIN2,gene
CAVIN3,gene
CAVIN4,gene
CBARP,gene
CBFA2T2,gene
CBFA2T3,gene
CBFB,gene
CBL,gene
CBLB,gene
CBLC,gene
CBLIF,gene
CBLL1,gene
CBLL2,gene
CBLN1,gene
CBLN2,gene
CBLN3,gene
CBLN4,gene
CBR1,gene
CBR3,gene
CBR4,gene
CBS,gene
CBWD1,gene
CBWD2,gene
CBWD3,gene
CBWD5,gene
CBWD6,gene
CBX1,gene
CBX2,gene
CBX3,gene
CBX4,gene
CBX5,gene
CBX6,gene
CBX7,gene
CBX8,gene
CBY1,gene
CBY2,gene
CBY3,gene
CC2D1A,gene
CC2D1B,gene
CC2D2A,gene
CC2D2B,gene
CCAR1,gene
CCAR2,gene
CCBE1,gene
CCDC102A,gene
CCDC102B,gene
CCDC103,gene
CCDC105,gene
CCDC106,gene
CCDC107,gene
CCDC110,gene
CCDC112,gene
CCDC113,gene
CCDC115,gene
CCDC116,gene
CCDC117,gene
CCDC12,gene
CCDC120,gene
CCDC121,gene
CCDC122,gene
CCDC124,gene
CCDC125,gene
CCDC126,gene
CCDC127,gene
CCDC13,gene
CCDC134,gene
CCDC136,gene
CCDC137,gene
CCDC138,gene
CCDC14,gene
CCDC141,gene
CCDC142,gene
CCDC144A,gene
CCDC146,gene
CCDC148,gene
CCDC149,gene
CCDC15,gene
CCDC150,gene
CCDC152,gene
CCDC153,gene
CCDC154,gene
CCDC157,gene
CCDC158,gene
CCDC159,gene
CCDC160,gene
CCDC163,gene
CCDC166,gene
CCDC167,gene
CCDC168,gene
CCDC169,gene
CCDC17,gene
CCDC170,gene
CCDC171,gene
CCDC172,gene
CCDC174,gene
CCDC175,gene
CCDC177,gene
CCDC178,gene
CCDC179,gene
CCDC18,gene
CCDC180,gene
CCDC181,gene
CCDC183,gene
CCDC184,gene
CCDC185,gene
CCDC186,gene
CCDC187,gene
CCDC190,gene
CCDC191,gene
CCDC196,gene
CCDC197,gene
CCDC198,gene
CCDC200,gene
CCDC22,gene
CCDC24,gene
CCDC25,gene
CCDC27,gene
CCDC28A,gene
CCDC28B,gene
CCDC30,gene
CCDC32,gene
CCDC33,gene
CCDC34,gene
CCDC38,gene
CCDC39,gene
CCDC40,gene
CCDC42,gene
CCDC43,gene
CCDC47,gene
CCDC50,gene
CCDC51,gene
CCDC54,gene
CCDC57,gene
CCDC59,gene
CCDC6,gene
CCDC60,gene
CCDC61,gene
CCDC62,gene
CCDC63,gene
CCDC65,gene
CCDC66,gene
CCDC68,gene
CCDC69,gene
CCDC7,gene
CCDC70,gene
CCDC71,gene
CCDC71L,gene
CCDC73,gene
CCDC74A,gene
CCDC74B,gene
CCDC77,gene
CCDC78,gene
CCDC8,gene
CCDC80,gene
CCDC81,gene
CCDC82,gene
CCDC83,gene
CCDC85A,gene
CCDC85B,gene
CCDC85C,gene
CCDC86,gene
CCDC87,gene
CCDC88A,gene
CCDC88B,gene
CCDC88C,gene
CCDC89,gene
CCDC9,gene
CCDC90B,gene
CCDC91,gene
CCDC92,gene
CCDC93,gene
CCDC96,gene
CCDC97,gene
CCDC9B,gene
CCER1,gene
CCHCR1,gene
CCIN,gene
CCK,gene
CCKAR,gene
CCKBR,gene
CCL1,gene
CCL11,gene
CCL13,gene
CCL14,gene
CCL15,gene
CCL16,gene
CCL17,gene
CCL18,gene
CCL19,gene
CCL2,gene
CCL20,gene
CCL21,gene
CCL22,gene
CCL23,gene
CCL24,gene
CCL25,gene
CCL26,gene
CCL27,gene
CCL28,gene
CCL3,gene
CCL3L3,gene
CCL4,gene
CCL4L2,gene
CCL5,gene
CCL7,gene
CCL8,gene
CCM2,gene
CCM2L,gene
CCN1,gene
CCN2,gene
CCN3,gene
CCN4,gene
CCN5,gene
CCN6,gene
CCNA1,gene
CCNA2,gene
CCNB1,gene
CCNB1IP1,gene
CCNB2,gene
CCNB3,gene
CCNC,gene
CCND1,gene
CCND2,gene
CCND3,gene
CCNDBP1,gene
CCNE1,gene
CCNE2,gene
CCNF,gene
CCNG1,gene
CCNG2,gene
CCNH,gene
CCNI,gene
CCNI2,gene
CCNJ,gene
CCNJL,gene
CCNK,gene
CCNL1,gene
CCNL2,gene
CCNO,gene
CCNP,gene
CCNQ,gene
CCNT1,gene
CCNT2,gene
CCNY,gene
CCNYL1,gene
CCP110,gene
CCPG1,gene
CCR1,gene
CCR10,gene
CCR2,gene
CCR3,gene
CCR4,gene
CCR5,gene
CCR6,gene
CCR7,gene
CCR8,gene
CCR9,gene
CCRL2,gene
CCS,gene
CCSAP,gene
CCSER1,gene
CCSER2,gene
CCT2,gene
CCT3,gene
CCT4,gene
CCT5,gene
CCT6A,gene
CCT6B,gene
CCT7,gene
CCT8,gene
CCT8L2,gene
CCZ1,gene
CCZ1B,gene
CD101,gene
CD109,gene
CD14,gene
CD151,gene
CD160,gene
CD163,gene
CD163L1,gene
CD164,gene
CD164L2,gene
CD177,gene
CD180,gene
CD19,gene
CD1A,gene
CD1B,gene
CD1C,gene
CD1D,gene
CD1E,gene
CD2,gene
CD200,gene
CD200R1,gene
CD200R1L,gene
CD207,gene
CD209,gene
CD22,gene
CD226,gene
CD24,gene
CD244,gene
CD247,gene
CD248,gene
CD27,gene
CD274,gene
CD276,gene
CD28,gene
CD2AP,gene
CD2BP2,gene
CD300A,gene
CD300C,gene
CD300E,gene
CD300LB,gene
CD300LD,gene
CD300LF,gene
CD300LG,gene
CD302,gene
CD320,gene
CD33,gene
CD34,gene
CD36,gene
CD37,gene
CD38,gene
CD3D,gene
CD3E,gene
CD3G,gene
CD4,gene
CD40,gene
CD40LG,gene
CD44,gene
CD46,gene
CD47,gene
CD48,gene
CD5,gene
CD52,gene
CD53,gene
CD55,gene
CD58,gene
CD59,gene
CD5L,gene
CD6,gene
CD63,gene
CD68,gene
CD69,gene
CD7,gene
CD70,gene
CD72,gene
CD74,gene
CD79A,gene
CD79B,gene
CD80,gene
CD81,gene
CD82,gene
CD83,gene
CD84,gene
CD86,gene
CD8A,gene
CD8B,gene
CD9,gene
CD93,gene
CD96,gene
CD99,gene
CD99L2,gene
CDA,gene
CDADC1,gene
CDAN1,gene
CDC123,gene
CDC14A,gene
CDC14B,gene
CDC16,gene
CDC20,gene
CDC20B,gene
CDC23,gene
CDC25A,gene
CDC25B,gene
CDC25C,gene
CDC26,gene
CDC27,gene
CDC34,gene
CDC37,gene
CDC37L1,gene
CDC40,gene
CDC42,gene
CDC42BPA,gene
CDC42BPB,gene
CDC42BPG,gene
CDC42EP1,gene
CDC42EP2,gene
CDC42EP3,gene
CDC42EP4,gene
CDC42EP5,gene
CDC42SE1,gene
CDC42SE2,gene
CDC45,gene
CDC5L,gene
CDC6,gene
CDC7,gene
CDC73,gene
CDCA2,gene
CDCA3,gene
CDCA4,gene
CDCA5,gene
CDCA7,gene
CDCA7L,gene
CDCA8,gene
CDCP1,gene
CDCP2,gene
CDH1,gene
CDH10,gene
CDH11,gene
CDH12,gene
CDH13,gene
CDH15,gene
CDH16,gene
CDH17,gene
CDH18,gene
CDH19,gene
CDH2,gene
CDH20,gene
CDH22,gene
CDH23,gene
CDH24,gene
CDH26,gene
CDH3,gene
CDH4,gene
CDH5,gene
CDH6,gene
CDH7,gene
CDH8,gene
CDH9,gene
CDHR1,gene
CDHR2,gene
CDHR3,gene
CDHR4,gene
CDHR5,gene
CDIN1,gene
CDIP1,gene
CDIPT,gene
CDK1,gene
CDK10,gene
CDK11A,gene
CDK11B,gene
CDK12,gene
CDK13,gene
CDK14,gene
CDK15,gene
CDK16,gene
CDK17,gene
CDK18,gene
CDK19,gene
CDK2,gene
CDK20,gene
CDK2AP1,gene
CDK2AP2,gene
CDK3,gene
CDK4,gene
CDK5,gene
CDK5R1,gene
CDK5R2,gene
CDK5RAP1,gene
CDK5RAP2,gene
CDK5RAP3,gene
CDK6,gene
CDK7,gene
CDK8,gene
CDK9,gene
CDKAL1,gene
CDKL1,gene
CDKL2,gene
CDKL3,gene
CDKL4,gene
CDKL5,gene
CDKN1A,gene
CDKN1B,gene
CDKN1C,gene
CDKN2A,gene
CDKN2AIP,gene
CDKN2AIPNL,gene
CDKN2B,gene
CDKN2C,gene
CDKN2D,gene
CDKN3,gene
CDNF,gene
CDO1,gene
CDON,gene
CDPF1,gene
CDR2,gene
CDR2L,gene
CDRT15,gene
CDRT4,gene
CDS1,gene
CDS2,gene
CDSN,gene
CDT1,gene
CDV3,gene
CDX1,gene
CDX2,gene
CDX4,gene
CDY1,gene
CDY1B,gene
CDY2A,gene
CDY2B,gene
CDYL,gene
CDYL2,gene
CEACAM1,gene
CEACAM16,gene
CEACAM18,gene
CEACAM19,gene
CEACAM21,gene
CEACAM3,gene
CEACAM5,gene
CEACAM6,gene
CEACAM7,gene
CEACAM8,gene
CEBPA,gene
CEBPB,gene
CEBPD,gene
CEBPE,gene
CEBPG,gene
CEBPZ,gene
CEBPZOS,gene
CECR2,gene
CEL,gene
CELA1,gene
CELA2A,gene
CELA2B,gene
CELA3A,gene
CELA3B,gene
CELF1,gene
CELF2,gene
CELF3,gene
CELF4,gene
CELF5,gene
CELF6,gene
CELSR1,gene
CELSR2,gene
CELSR3,gene
CEMIP,gene
CEMIP2,gene
CEMP1,gene
CENATAC,gene
CEND1,gene
CENPA,gene
CENPB,gene
CENPC,gene
CENPE,gene
CENPF,gene
CENPH,gene
CENPI,gene
CENPJ,gene
CENPK,gene
CENPL,gene
CENPM,gene
CENPN,gene
CENPO,gene
CENPP,gene
CENPQ,gene
CENPS,gene
CENPT,gene
CENPU,gene
CENPV,gene
CENPW,gene
CENPX,gene
CEP104,gene
CEP112,gene
CEP120,gene
CEP126,gene
CEP128,gene
CEP131,gene
CEP135,gene
CEP152,gene
CEP162,gene
CEP164,gene
CEP170,gene
CEP170B,gene
CEP19,gene
CEP192,gene
CEP20,gene
CEP250,gene
CEP290,gene
CEP295,gene
CEP295NL,gene
CEP350,gene
CEP41,gene
CEP43,gene
CEP44,gene
CEP55,gene
CEP57,gene
CEP57L1,gene
CEP63,gene
CEP68,gene
CEP70,gene
CEP72,gene
CEP76,gene
CEP78,gene
CEP83,gene
CEP85,gene
CEP85L,gene
CEP89,gene
CEP95,gene
CEP97,gene
CEPT1,gene
CER1,gene
CERCAM,gene
CERK,gene
CERKL,gene
CERS1,gene
CERS2,gene
CERS3,gene
CERS4,gene
CERS5,gene
CERS6,gene
CERT1,gene
CES1,gene
CES2,gene
CES3,gene
CES4A,gene
CETN1,gene
CETN2,gene
CETN3,gene
CETP,gene
CFAP100,gene
CFAP107,gene
CFAP119,gene
CFAP126,gene
CFAP141,gene
CFAP157,gene
CFAP161,gene
CFAP20,gene
CFAP206,gene
CFAP20DC,gene
CFAP210,gene
CFAP221,gene
CFAP251,gene
CFAP276,gene
CFAP298,gene
CFAP299,gene
CFAP300,gene
CFAP36,gene
CFAP410,gene
CFAP418,gene
CFAP43,gene
CFAP44,gene
CFAP45,gene
CFAP46,gene
CFAP47,gene
CFAP52,gene
CFAP53,gene
CFAP54,gene
CFAP57,gene
CFAP58,gene
CFAP61,gene
CFAP65,gene
CFAP69,gene
CFAP70,gene
CFAP73,gene
CFAP74,gene
CFAP77,gene
CFAP91,gene
CFAP92,gene
CFAP95,gene
CFAP97,gene
CFAP97D1,gene
CFAP99,gene
CFB,gene
CFC1,gene
CFD,gene
CFDP1,gene
CFH,gene
CFHR1,gene
CFHR2,gene
CFHR3,gene
CFHR4,gene
CFHR5,gene
CFI,gene
CFL1,gene
CFL2,gene
CFLAR,gene
CFP,gene
CFTR,gene
CGA,gene
CGAS,gene
CGB1,gene
CGB2,gene
CGB3,gene
CGB5,gene
CGB8,gene
CGGBP1,gene
CGN,gene
CGNL1,gene
CGREF1,gene
CGRRF1,gene
CH25H,gene
CHAC1,gene
CHAC2,gene
CHAD,gene
CHAF1A,gene
CHAF1B,gene
CHAMP1,gene
CHAT,gene
CHCHD1,gene
CHCHD10,gene
CHCHD2,gene
CHCHD3,gene
CHCHD4,gene
CHCHD5,gene
CHCHD6,gene
CHCHD7,gene
CHD1,gene
CHD1L,gene
CHD2,gene
CHD3,gene
CHD4,gene
CHD5,gene
CHD6,gene
CHD7,gene
CHD8,gene
CHD9,gene
CHDH,gene
CHEK1,gene
CHEK2,gene
CHERP,gene
CHFR,gene
CHGA,gene
CHGB,gene
CHI3L1,gene
CHI3L2,gene
CHIA,gene
CHIC1,gene
CHIC2,gene
CHID1,gene
CHIT1,gene
CHKA,gene
CHKB,gene
CHL1,gene
CHM,gene
CHML,gene
CHMP1A,gene
CHMP1B,gene
CHMP2A,gene
CHMP2B,gene
CHMP3,gene
CHMP4A,gene
CHMP4B,gene
CHMP4C,gene
CHMP5,gene
CHMP6,gene
CHMP7,gene
CHN1,gene
CHN2,gene
CHODL,gene
CHORDC1,gene
CHP1,gene
CHP2,gene
CHPF,gene
CHPF2,gene
CHPT1,gene
CHRAC1,gene
CHRD,gene
CHRDL1,gene
CHRDL2,gene
CHRFAM7A,gene
CHRM1,gene
CHRM2,gene
CHRM3,gene
CHRM4,gene
CHRM5,gene
CHRNA1,gene
CHRNA10,gene
CHRNA2,gene
CHRNA3,gene
CHRNA4,gene
CHRNA5,gene
CHRNA6,gene
CHRNA7,gene
CHRNA9,gene
CHRNB1,gene
CHRNB2,gene
CHRNB3,gene
CHRNB4,gene
CHRND,gene
CHRNE,gene
CHRNG,gene
CHST1,gene
CHST10,gene
CHST11,gene
CHST12,gene
CHST13,gene
CHST14,gene
CHST15,gene
CHST2,gene
CHST3,gene
CHST4,gene
CHST5,gene
CHST6,gene
CHST7,gene
CHST8,gene
CHST9,gene
CHSY1,gene
CHSY3,gene
CHTF18,gene
CHTF8,gene
CHTOP,gene
CHUK,gene
CHURC1,gene
CIAO1,gene
CIAO2A,gene
CIAO2B,gene
CIAO3,gene
CIAPIN1,gene
CIART,gene
CIB1,gene
CIB2,gene
CIB3,gene
CIB4,gene
CIBAR1,gene
CIBAR2,gene
CIC,gene
CIDEA,gene
CIDEB,gene
CIDEC,gene
CIITA,gene
CILK1,gene
CILP,gene
CILP2,gene
CINP,gene
CIP2A,gene
CIPC,gene
CIR1,gene
CIRBP,gene
CISD1,gene
CISD2,gene
CISD3,gene
CISH,gene
CIT,gene
CITED1,gene
CITED2,gene
CITED4,gene
CIZ1,gene
CKAP2,gene
CKAP2L,gene
CKAP4,gene
CKAP5,gene
CKB,gene
CKLF,gene
CKM,gene
CKMT1A,gene
CKMT1B,gene
CKMT2,gene
CKS1B,gene
CKS2,gene
CLASP1,gene
CLASP2,gene
CLASRP,gene
CLBA1,gene
CLC,gene
CLCA1,gene
CLCA2,gene
CLCA4,gene
CLCC1,gene
CLCF1,gene
CLCN1,gene
CLCN2,gene
CLCN3,gene
CLCN4,gene
CLCN5,gene
CLCN6,gene
CLCN7,gene
CLCNKA,gene
CLCNKB,gene
CLDN1,gene
CLDN10,gene
CLDN11,gene
CLDN12,gene
CLDN14,gene
CLDN15,gene
CLDN16,gene
CLDN17,gene
CLDN18,gene
CLDN19,gene
CLDN2,gene
CLDN20,gene
CLDN22,gene
CLDN23,gene
CLDN3,gene
CLDN4,gene
CLDN5,gene
CLDN6,gene
CLDN7,gene
CLDN8,gene
CLDN9,gene
CLDND1,gene
CLDND2,gene
CLEC10A,gene
CLEC11A,gene
CLEC12A,gene
CLEC12B,gene
CLEC14A,gene
CLEC16A,gene
CLEC17A,gene
CLEC18A,gene
CLEC18C,gene
CLEC19A,gene
CLEC1A,gene
CLEC1B,gene
CLEC2A,gene
CLEC2B,gene
CLEC2D,gene
CLEC2L,gene
CLEC3A,gene
CLEC3B,gene
CLEC4A,gene
CLEC4C,gene
CLEC4D,gene
CLEC4E,gene
CLEC4F,gene
CLEC4G,gene
CLEC4M,gene
CLEC5A,gene
CLEC6A,gene
CLEC7A,gene
CLEC9A,gene
CLECL1,gene
CLGN,gene
CLHC1,gene
CLIC1,gene
CLIC2,gene
CLIC3,gene
CLIC4,gene
CLIC5,gene
CLIC6,gene
CLINT1,gene
CLIP1,gene
CLIP2,gene
CLIP3,gene
CLIP4,gene
CLK1,gene
CLK2,gene
CLK3,gene
CLK4,gene
CLMN,gene
CLMP,gene
CLN3,gene
CLN5,gene
CLN6,gene
CLN8,gene
CLNK,gene
CLNS1A,gene
CLOCK,gene
CLP1,gene
CLPB,gene
CLPP,gene
CLPS,gene
CLPSL1,gene
CLPSL2,gene
CLPTM1,gene
CLPTM1L,gene
CLPX,gene
CLRN1,gene
CLRN2,gene
CLRN3,gene
CLSPN,gene
CLSTN1,gene
CLSTN2,gene
CLSTN3,gene
CLTA,gene
CLTB,gene
CLTC,gene
CLTCL1,gene
CLTRN,gene
CLU,gene
CLUAP1,gene
CLUH,gene
CLUL1,gene
CLVS1,gene
CLVS2,gene
CLXN,gene
CLYBL,gene
CMA1,gene
CMAS,gene
CMBL,gene
CMC1,gene
CMC2,gene
CMC4,gene
CMIP,gene
CMKLR1,gene
CMKLR2,gene
CMPK1,gene
CMPK2,gene
CMSS1,gene
CMTM2,gene
CMTM3,gene
CMTM4,gene
CMTM5,gene
CMTM6,gene
CMTM7,gene
CMTM8,gene
CMTR1,gene
CMTR2,gene
CMYA5,gene
CNBD1,gene
CNBP,gene
CNDP1,gene
CNDP2,gene
CNEP1R1,gene
CNFN,gene
CNGA1,gene
CNGA2,gene
CNGA3,gene
CNGA4,gene
CNGB1,gene
CNGB3,gene
CNIH1,gene
CNIH2,gene
CNIH3,gene
CNIH4,gene
CNKSR1,gene
CNKSR2,gene
CNKSR3,gene
CNMD,gene
CNN1,gene
CNN2,gene
CNN3,gene
CNNM1,gene
CNNM2,gene
CNNM3,gene
CNNM4,gene
CNOT1,gene
CNOT10,gene
CNOT11,gene
CNOT2,gene
CNOT3,gene
CNOT4,gene
CNOT6,gene
CNOT6L,gene
CNOT7,gene
CNOT8,gene
CNOT9,gene
CNP,gene
CNPPD1,gene
CNPY1,gene
CNPY2,gene
CNPY3,gene
CNPY4,gene
CNR1,gene
CNR2,gene
CNRIP1,gene
CNST,gene
CNTD1,gene
CNTF,gene
CNTFR,gene
CNTLN,gene
CNTN1,gene
CNTN2,gene
CNTN3,gene
CNTN4,gene
CNTN5,gene
CNTN6,gene
CNTNAP1,gene
CNTNAP2,gene
CNTNAP3,gene
CNTNAP3B,gene
CNTNAP4,gene
CNTNAP5,gene
CNTRL,gene
CNTROB,gene
COA1,gene
COA3,gene
COA4,gene
COA5,gene
COA6,gene
COA7,gene
COA8,gene
COASY,gene
COBL,gene
COBLL1,gene
COCH,gene
COG1,gene
COG2,gene
COG3,gene
COG4,gene
COG5,gene
COG6,gene
COG7,gene
COG8,gene
COIL,gene
COL10A1,gene
COL11A1,gene
COL11A2,gene
COL12A1,gene
COL13A1,gene
COL14A1,gene
COL15A1,gene
COL16A1,gene
COL17A1,gene
COL18A1,gene
COL19A1,gene
COL1A1,gene
COL1A2,gene
COL20A1,gene
COL21A1,gene
COL22A1,gene
COL23A1,gene
COL24A1,gene
COL25A1,gene
COL26A1,gene
COL27A1,gene
COL28A1,gene
COL2A1,gene
COL3A1,gene
COL4A1,gene
COL4A2,gene
COL4A3,gene
COL4A4,gene
COL4A5,gene
COL4A6,gene
COL5A1,gene
COL5A2,gene
COL5A3,gene
COL6A1,gene
COL6A2,gene
COL6A3,gene
COL6A5,gene
COL6A6,gene
COL7A1,gene
COL8A1,gene
COL8A2,gene
COL9A1,gene
COL9A2,gene
COL9A3,gene
COLEC10,gene
COLEC11,gene
COLEC12,gene
COLGALT1,gene
COLGALT2,gene
COLQ,gene
COMMD1,gene
COMMD10,gene
COMMD2,gene
COMMD3,gene
COMMD3-BMI1,gene
COMMD4,gene
COMMD5,gene
COMMD6,gene
COMMD7,gene
COMMD8,gene
COMMD9,gene
COMP,gene
COMT,gene
COMTD1,gene
COP1,gene
COPA,gene
COPB1,gene
COPB2,gene
COPE,gene
COPG1,gene
COPG2,gene
COPRS,gene
COPS2,gene
COPS3,gene
COPS4,gene
COPS5,gene
COPS6,gene
COPS7A,gene
COPS7B,gene
COPS8,gene
COPS9,gene
COPZ1,gene
COPZ2,gene
COQ10A,gene
COQ10B,gene
COQ2,gene
COQ3,gene
COQ4,gene
