Symptom,EntrezID,Symbol
C0271215,762,CA4
C0271215,26160,IFT172
C0271215,6100,RP9
C0271215,8322,FZD4
C0271215,2218,FKTN
C0271215,4719,NDUFS1
C0271215,2200,FBN1
C0271215,4724,NDUFS4
C0271215,1280,COL2A1
C0271215,8600,TNFSF11
C0271215,24,ABCA4
C0271215,24148,PRPF6
C0271215,60,ACTB
C0271215,2778,GNAS
C0271215,8481,OFD1
C0271215,4041,LRP5
C0271215,8842,PROM1
C0271215,10461,MERTK
C0271215,10312,TCIRG1
C0271215,7401,CLRN1
C0271215,2760,GM2A
C0271215,6017,RLBP1
C0271215,23020,SNRNP200
C0271215,215,ABCD1
C0271215,1261,CNGA3
C0271215,9129,PRPF3
C0271215,6323,SCN1A
C0271215,2979,GUCA1B
C0271215,25794,FSCN2
C0271215,5148,PDE6G
C0271215,3420,IDH3B
C0271215,5961,PRPH2
C0271215,4726,NDUFS6
C0271215,1201,CLN3
C0271215,5351,PLOD1
C0271215,4901,NRL
C0271215,55572,FOXRED1
C0271215,29954,POMT2
C0271215,726,CAPN5
C0271215,4508,ATP6
C0271215,51259,TMEM216
C0028754,85378,TUBGCP6
C0028754,27316,RBMX
C0028754,779,CACNA1S
C0028754,2752,GLUL
C0028754,1232,CCR3
C0028754,71,ACTG1
C0028754,2147,F2
C0028754,3620,IDO1
C0028754,714,C1QC
C0028754,6926,TBX3
C0028754,196,AHR
C0028754,253832,ZDHHC20
C0028754,7021,TFAP2B
C0028754,56952,PRTFDC1
C0028754,1431,CS
C0028754,153,ADRB1
C0028754,56243,KIAA1217
C0028754,6295,SAG
C0028754,6910,TBX5
C0028754,5954,RCN1
C0028754,1259,CNGA1
C0028754,54361,WNT4
C0028754,390,RND3
C0028754,1489,CTF1
C0028754,63940,GPSM3
C0028754,3818,KLKB1
C0028754,79657,RPAP3
C0028754,440730,TRIM67
C0028754,94103,ORMDL3
C0028754,9308,CD83
C0028754,57404,CYP20A1
C0028754,6638,SNRPN
C0028754,7385,UQCRC2
C0028754,23096,IQSEC2
C0028754,1435,CSF1
C0028754,6533,SLC6A6
C0028754,7436,VLDLR
C0028754,5743,PTGS2
C0028754,7037,TFRC
C0028754,10743,RAI1
C0028754,8038,ADAM12
C0028754,783,CACNB2
C0028754,1649,DDIT3
C0028754,4673,NAP1L1
C0028754,4329,ALDH6A1
C0028754,3162,HMOX1
C0028754,89866,SEC16B
C0028754,23274,CLEC16A
C0028754,23281,MTUS2
C0028754,11020,IFT27
C0028754,7350,UCP1
C0028754,8522,GAS7
C0028754,2780,GNAT2
C0028754,10894,LYVE1
C0028754,60598,KCNK15
C0028754,55553,SOX6
C0028754,9759,HDAC4
C0028754,79042,TSEN34
C0028754,2110,ETFDH
C0028754,6580,SLC22A1
C0028754,142,PARP1
C0028754,1588,CYP19A1
C0028754,375612,LHFPL3
C0028754,30851,TAX1BP3
C0028754,23040,MYT1L
C0028754,57332,CBX8
C0028754,3215,HOXB5
C0028754,157680,VPS13B
C0028754,91283,MSANTD3
C0028754,116984,ARAP2
C0028754,28959,TMEM176B
C0028754,202333,CMYA5
C0028754,392636,AGMO
C0028754,10971,YWHAQ
C0028754,9227,LRAT
C0028754,11098,PRSS23
C0028754,123920,CMTM3
C0028754,23418,CRB1
C0028754,1906,EDN1
C0028754,3710,ITPR3
C0028754,1002,CDH4
C0028754,26121,PRPF31
C0028754,115,ADCY9
C0028754,1278,COL1A2
C0028754,169522,KCNV2
C0028754,3614,IMPDH1
C0028754,2006,ELN
C0028754,55315,SLC29A3
C0028754,4094,MAF
C0028754,51164,DCTN4
C0028754,9569,GTF2IRD1
C0028754,92196,DAPL1
C0028754,8856,NR1I2
C0028754,24,ABCA4
C0028754,8644,AKR1C3
C0028754,85461,TANC1
C0028754,51741,WWOX
C0028754,56920,SEMA3G
C0028754,26053,AUTS2
C0028754,6337,SCNN1A
C0028754,53942,CNTN5
C0028754,253559,CADM2
C0028754,4544,MTNR1B
C0028754,29103,DNAJC15
C0028754,7401,CLRN1
C0028754,8204,NRIP1
C0028754,6017,RLBP1
C0028754,5982,RFC2
C0028754,23020,SNRNP200
C0028754,3309,HSPA5
C0028754,3398,ID2
C0028754,1892,ECHS1
C0028754,207,AKT1
C0028754,3516,RBPJ
C0028754,673,BRAF
C0028754,7351,UCP2
C0028754,3667,IRS1
C0028754,5352,PLOD2
C0028754,3174,HNF4G
C0028754,1268,CNR1
C0028754,79625,NDNF
C0028754,5148,PDE6G
C0028754,3481,IGF2
C0028754,114902,C1QTNF5
C0028754,51129,ANGPTL4
C0028754,2014,EMP3
C0028754,181,AGRP
C0028754,4502,MT2A
C0028754,1374,CPT1A
C0028754,56623,INPP5E
C0028754,55129,ANO10
C0028754,220,ALDH1A3
C0028754,154,ADRB2
C0028754,4901,NRL
C0028754,10840,ALDH1L1
C0028754,51086,TNNI3K
C0028754,25903,OLFML2B
C0028754,2512,FTL
C0028754,3553,IL1B
C0028754,6521,SLC4A1
C0028754,3382,ICA1
C0028754,6720,SREBF1
C0028754,253260,RICTOR
C0028754,9370,ADIPOQ
C0028754,9970,NR1I3
C0028754,345778,MTX3
C0028754,10667,FARS2
C0028754,55624,POMGNT1
C0028754,6101,RP1
C0028754,7275,TUB
C0028754,3929,LBP
C0028754,10806,SDCCAG8
C0028754,583,BBS2
C0028754,761,CA3
C0028754,3485,IGFBP2
C0028754,400954,EML6
C0028754,10439,OLFM1
C0028754,84318,CCDC77
C0028754,3044,HBBP1
C0028754,79874,RABEP2
C0028754,144233,BCDIN3D
C0028754,4117,MAK
C0028754,23164,MPRIP
C0028754,84795,PYROXD2
C0028754,9859,CEP170
C0028754,3356,HTR2A
C0028754,4751,NEK2
C0028754,8564,KMO
C0028754,145264,SERPINA12
C0028754,80833,APOL3
C0028754,33,ACADL
C0028754,730211,HSP90AA5P
C0028754,2119,ETV5
C0028754,55212,BBS7
C0028754,10455,ECI2
C0028754,8660,IRS2
C0028754,9742,IFT140
C0028754,4149,MAX
C0028754,4159,MC3R
C0028754,114294,LACTB
C0028754,2673,GFPT1
C0028754,51085,MLXIPL
C0028754,54551,MAGEL2
C0028754,5734,PTGER4
C0028754,129787,TMEM18
C0028754,133522,PPARGC1B
C0028754,7337,UBE3A
C0028754,6899,TBX1
C0028754,116443,GRIN3A
C0028754,54988,ACSM5
C0028754,7287,TULP1
C0028754,4855,NOTCH4
C0028754,389792,IER5L
C0028754,815,CAMK2A
C0028754,4482,MSRA
C0028754,2556,GABRA3
C0028754,4340,MOG
C0028754,23411,SIRT1
C0028754,6094,ROM1
C0028754,3778,KCNMA1
C0028754,3148,HMGB2
C0028754,83657,DYNLRB2
C0028754,5105,PCK1
C0028754,585,BBS4
C0028754,7439,BEST1
C0028754,10135,NAMPT
C0028754,4145,MATK
C0028754,51738,GHRL
C0028754,3033,HADH
C0028754,5654,HTRA1
C0028754,5791,PTPRE
C0028754,22941,SHANK2
C0028754,134359,POC5
C0028754,140850,DEFB127
C0028754,4864,NPC1
C0028754,94240,EPSTI1
C0028754,10814,CPLX2
C0028754,57795,BRINP2
C0028754,34,ACADM
C0028754,51057,WDPCP
C0028754,2641,GCG
C0028754,7076,TIMP1
C0028754,9128,PRPF4
C0028754,56924,PAK6
C0028754,56204,FAM214A
C0028754,54585,LZTFL1
C0028754,1136,CHRNA3
C0028754,6470,SHMT1
C0028754,6648,SOD2
C0028754,63027,SLC22A23
C0028754,6100,RP9
C0028754,85379,KIAA1671
C0028754,10908,PNPLA6
C0028754,128553,TSHZ2
C0028754,84152,PPP1R1B
C0028754,23753,SDF2L1
C0028754,140739,UBE2F
C0028754,64838,FNDC4
C0028754,91947,ARRDC4
C0028754,24148,PRPF6
C0028754,2033,EP300
C0028754,2977,GUCY1A2
C0028754,6035,RNASE1
C0028754,23410,SIRT3
C0028754,121256,TMEM132D
C0028754,781,CACNA2D1
C0028754,650,BMP2
C0028754,3949,LDLR
C0028754,7124,TNF
C0028754,64756,ATPAF1
C0028754,1363,CPE
C0028754,168455,CCDC71L
C0028754,132789,GNPDA2
C0028754,10461,MERTK
C0028754,2194,FASN
C0028754,51296,SLC15A3
C0028754,9031,BAZ1B
C0028754,7170,TPM3
C0028754,55734,ZFP64
C0028754,10357,HMGB1P1
C0028754,89766,UMODL1
C0028754,9129,PRPF3
C0028754,3569,IL6
C0028754,51277,DNAJC27
C0028754,5144,PDE4D
C0028754,5367,PMCH
C0028754,245939,DEFB128
C0028754,7045,TGFBI
C0028754,3952,LEP
C0028754,51181,DCXR
C0028754,3420,IDH3B
C0028754,5961,PRPH2
C0028754,27125,AFF4
C0028754,161145,TMEM229B
C0028754,590,BCHE
C0028754,640,BLK
C0028754,140738,TMEM37
C0028754,653,BMP5
C0028754,257194,NEGR1
C0028754,151887,CCDC80
C0028754,3358,HTR2C
C0028754,10253,SPRY2
C0028754,2590,GALNT2
C0028754,348,APOE
C0028754,348094,ANKDD1A
C0028754,4915,NTRK2
C0028754,1806,DPYD
C0028754,2314,FLII
C0028754,2736,GLI2
C0028754,3290,HSD11B1
C0028754,80114,BICC1
C0028754,5443,POMC
C0028754,3099,HK2
C0028754,59277,NTN4
C0028754,27241,BBS9
C0028754,23194,FBXL7
C0028754,7399,USH2A
C0028754,5140,PDE3B
C0028754,8803,SUCLA2
C0028754,10655,DMRT2
C0028754,389,RHOC
C0028754,1947,EFNB1
C0028754,10210,TOPORS
C0028754,55690,PACS1
C0028754,5209,PFKFB3
C0028754,3383,ICAM1
C0028754,5122,PCSK1
C0028754,9672,SDC3
C0028754,23568,ARL2BP
C0028754,4889,NPY5R
C0028754,2166,FAAH
C0028754,5126,PCSK2
C0028754,57538,ALPK3
C0028754,383,ARG1
C0028754,627,BDNF
C0028754,10082,GPC6
C0028754,7422,VEGFA
C0028754,47,ACLY
C0028754,26011,TENM4
C0028754,1012,CDH13
C0028754,28815,IGLV2-14
C0028754,51554,ACKR4
C0028754,7108,TM7SF2
C0028754,1149,CIDEA
C0028754,5995,RGR
C0028754,285282,RABL3
C0028754,5054,SERPINE1
C0028754,5101,PCDH9
C0028754,1608,DGKG
C0028754,338773,TMEM119
C0028754,2784,GNB3
C0028754,4660,PPP1R12B
C0028754,1528,CYB5A
C0028754,351,APP
C0028754,5577,PRKAR2B
C0028754,8195,MKKS
C0028754,4199,ME1
C0028754,6121,RPE65
C0028754,5583,PRKCH
C0028754,412,STS
C0028754,5607,MAP2K5
C0028754,54205,CYCS
C0028754,3428,IFI16
C0028754,7018,TF
C0028754,5949,RBP3
C0028754,25911,DPCD
C0028754,1258,CNGB1
C0028754,1520,CTSS
C0028754,8801,SUCLG2
C0028754,282991,BLOC1S2
C0028754,64236,PDLIM2
C0028754,2831,NPBWR1
C0028754,3274,HRH2
C0028754,6492,SIM1
C0028754,762,CA4
C0028754,83442,SH3BGRL3
C0028754,100423062,IGLL5
C0028754,26160,IFT172
C0028754,2876,GPX1
C0028754,479,ATP12A
C0028754,23590,PDSS1
C0028754,5346,PLIN1
C0028754,79068,FTO
C0028754,1401,CRP
C0028754,54511,HMGCLL1
C0028754,1601,DAB2
C0028754,6696,SPP1
C0028754,140690,CTCFL
C0028754,375061,FAM89A
C0028754,55117,SLC6A15
C0028754,25970,SH2B1
C0028754,4814,NINJ1
C0028754,1734,DIO2
C0028754,1291,COL6A1
C0028754,112609,MRAP2
C0028754,7352,UCP3
C0028754,1066,CES1
C0028754,26291,FGF21
C0028754,9317,PTER
C0028754,6546,SLC8A1
C0028754,9369,NRXN3
C0028754,26009,ZZZ3
C0028754,4160,MC4R
C0028754,79574,EPS8L3
C0028754,5619,PRM1
C0028754,8754,ADAM9
C0028754,364,AQP7
C0028754,1361,CPB2
C0028754,389203,SMIM20
C0028754,4000,LMNA
C0028754,9194,SLC16A7
C0028754,57124,CD248
C0028754,490,ATP2B1
C0028754,22954,TRIM32
C0028754,5770,PTPN1
C0028754,54938,SARS2
C0028754,10297,APC2
C0028754,9448,MAP4K4
C0028754,7461,CLIP2
C0028754,6905,TBCE
C0028754,2120,ETV6
C0028754,834,CASP1
C0028754,2261,FGFR3
C0028754,1646,AKR1C2
C0028754,79661,NEIL1
C0028754,10200,MPHOSPH6
C0028754,9903,KLHL21
C0028754,9019,MPZL1
C0028754,2696,GIPR
C0028754,50650,ARHGEF3
C0028754,51366,UBR5
C0028754,89853,MVB12B
C0028754,5467,PPARD
C0028754,2304,FOXE1
C0028754,51715,RAB23
C0028754,25957,PNISR
C0028754,6010,RHO
C0028754,1499,CTNNB1
C0028754,10226,PLIN3
C0028754,1728,NQO1
C0028754,29995,LMCD1
C0028754,4638,MYLK
C0028754,10991,SLC38A3
C0028754,6647,SOD1
C0028754,84295,PHF6
C0028754,389690,MROH5
C0028754,6102,RP2
C0028754,79047,KCTD15
C0028754,80216,ALPK1
C0028754,5167,ENPP1
C0028754,10594,PRPF8
C0028754,1290,COL5A2
C0028754,3953,LEPR
C0028754,158038,LINGO2
C0028754,8165,AKAP1
C0028754,3708,ITPR1
C0028754,1282,COL4A1
C0028754,57624,NYAP2
C0028754,5145,PDE6A
C0028754,115207,KCTD12
C0028754,7442,TRPV1
C0028754,5158,PDE6B
C0028754,4886,NPY1R
C0028754,8893,EIF2B5
C0028754,119587,CPXM2
C0028754,313,AOAH
C0028754,54510,PCDH18
C0028754,9563,H6PD
C0028754,54497,HEATR5B
C0028754,1406,CRX
C0028754,8542,APOL1
C0028754,1571,CYP2E1
C0028754,6039,RNASE6
C0028754,32,ACACB
C0028754,28,ABO
C0028754,2688,GH1
C0028754,219972,MPEG1
C0028754,9821,RB1CC1
C0028754,151742,PPM1L
C0028754,7291,TWIST1
C0028754,57452,GALNT16
C0028754,1630,DCC
C0028754,54443,ANLN
C0028754,51704,GPRC5B
C0028754,137872,ADHFE1
C0028754,2309,FOXO3
C0028754,79949,PLEKHS1
C0028754,130013,ACMSD
C0028754,109,ADCY3
C0028754,80760,ITIH5
C0028754,26608,TBL2
C0028754,55722,CEP72
C0028754,1350,COX7C
C0028754,54454,ATAD2B
C0028754,5697,PYY
C0028754,7133,TNFRSF1B
C0028754,2788,GNG7
C0028754,1780,DYNC1I1
C0028754,497258,BDNF-AS
C0028754,9824,ARHGAP11A
C0028754,5728,PTEN
C0028754,6892,TAPBP
C0028754,8450,CUL4B
C0028754,10002,NR2E3
C0028754,6103,RPGR
C0028754,2969,GTF2I
C0028754,54,ACP5
C0028754,9180,OSMR
C0028754,2262,GPC5
C0028754,4692,NDN
C0028754,3625,INHBB
C0028754,203111,ERICH5
C0028754,23216,TBC1D1
C0028754,6473,SHOX
C0028754,3630,INS
C0028754,1622,DBI
C0028754,80125,CCDC33
C0028754,55663,ZNF446
C0028754,712,C1QA
C0028754,23788,MTCH2
C0028754,7305,TYROBP
C0028754,4023,LPL
C0028754,2099,ESR1
C0028754,137868,SGCZ
C0028754,57088,PLSCR4
C0028754,5573,PRKAR1A
C0028754,26037,SIPA1L1
C0028754,157927,C9orf62
C0028754,64131,XYLT1
C0028754,2331,FMOD
C0028754,2778,GNAS
C0028754,8407,TAGLN2
C0028754,4685,NCAM2
C0028754,8481,OFD1
C0028754,7681,MKRN3
C0028754,8842,PROM1
C0028754,5549,PRELP
C0028754,30813,VSX1
C0028754,3494,IGHA2
C0028754,4867,NPHP1
C0028754,9607,CARTPT
C0028754,2643,GCH1
C0028754,29072,SETD2
C0028754,7364,UGT2B7
C0028754,4522,MTHFD1
C0028754,582,BBS1
C0028754,2878,GPX3
C0028754,8924,HERC2
C0028754,3984,LIMK1
C0028754,2979,GUCA1B
C0028754,25794,FSCN2
C0028754,1581,CYP7A1
C0028754,2180,ACSL1
C0028754,25942,SIN3A
C0028754,220213,OTUD1
C0028754,155,ADRB3
C0028754,80727,TTYH3
C0028754,29851,ICOS
C0028754,4318,MMP9
C0028754,4808,NHLH2
C0028754,1954,MEGF8
C0028754,57018,CCNL1
C0028754,57521,RPTOR
C0028754,23511,NUP188
C0028754,22918,CD93
C0028754,8431,NR0B2
C0028754,84706,GPT2
C0028754,23331,TTC28
C0028754,54903,MKS1
C0028754,2065,ERBB3
C0028754,6303,SAT1
C0028754,5465,PPARA
C0028754,5468,PPARG
C0028754,23394,ADNP
C0028754,125,ADH1B
C0028756,9370,ADIPOQ
C0028756,885,CCK
C0028756,2641,GCG
C0028756,4160,MC4R
C0028756,2169,FABP2
C0028756,5468,PPARG
C0028756,3630,INS
C0028756,6492,SIM1
C0028756,84984,CEP19
C0028756,3953,LEPR
C0028756,155,ADRB3
C0028756,3060,HCRT
C0028756,3952,LEP
C0028756,4023,LPL
C0028756,5697,PYY
C0028756,79068,FTO
C0028756,1401,CRP
C0028756,3778,KCNMA1
C0028756,56729,RETN
C0028756,4159,MC3R
C0028756,51738,GHRL
C0028756,627,BDNF
C0028756,7352,UCP3
C3203358,4692,NDN
C3203358,23203,PMPCA
C3203358,5979,RET
C3203358,7054,TH
C3203358,2128,EVX1
C3203358,8924,HERC2
C3203358,55870,ASH1L
C3203358,3196,TLX2
C3203358,401,PHOX2A
C3203358,2668,GDNF
C3203358,81559,TRIM11
C3203358,7841,MOGS
C3203358,8645,KCNK5
C3203358,30012,TLX3
C3203358,8929,PHOX2B
C3203358,1910,EDNRB
C3203358,4140,MARK3
C3203358,1908,EDN3
C3203358,7681,MKRN3
C3203358,429,ASCL1
C3203358,54551,MAGEL2
C3203358,120237,DBX1
C3203358,6638,SNRPN
C3203358,627,BDNF
C3203358,1756,DMD
C3203358,7753,ZNF202
C3203358,1639,DCTN1
C3203358,283446,MYO1H
C0031154,3684,ITGAM
C0031154,94025,MUC16
C0031154,3929,LBP
C0031154,358,AQP1
C0031154,2147,F2
C0031154,7097,TLR2
C0031154,3569,IL6
C0031154,213,ALB
C0031154,567,B2M
C0031154,2920,CXCL2
C0031154,4210,MEFV
C0031154,100,ADA
C0031154,1401,CRP
C0031154,3383,ICAM1
C0031154,3553,IL1B
C0031154,3576,CXCL8
C0031154,3586,IL10
C0031154,91147,TMEM67
C0031154,7124,TNF
C0031154,6347,CCL2
C0031154,4353,MPO
C0000737,5290,PIK3CA
C0000737,3592,IL12A
C0000737,4512,COX1
C0000737,26873,OPLAH
C0000737,1499,CTNNB1
C0000737,6391,SDHC
C0000737,4292,MLH1
C0000737,2767,GNA11
C0000737,6663,SOX10
C0000737,2717,GLA
C0000737,1230,CCR1
C0000737,4210,MEFV
C0000737,2956,MSH6
C0000737,7249,TSC2
C0000737,355,FAS
C0000737,4513,COX2
C0000737,5378,PMS1
C0000737,3717,JAK2
C0000737,30061,SLC40A1
C0000737,846,CASR
C0000737,51604,PIGT
C0000737,710,SERPING1
C0000737,7099,TLR4
C0000737,4830,NME1
C0000737,3115,HLA-DPB1
C0000737,3845,KRAS
C0000737,26608,TBL2
C0000737,6390,SDHB
C0000737,8302,KLRC4
C0000737,5498,PPOX
C0000737,10686,CLDN16
C0000737,5395,PMS2
C0000737,1776,DNASE1L3
C0000737,1493,CTLA4
C0000737,6775,STAT4
C0000737,23417,MLYCD
C0000737,3106,HLA-B
C0000737,3586,IL10
C0000737,2969,GTF2I
C0000737,5978,REST
C0000737,4902,NRTN
C0000737,7248,TSC1
C0000737,22909,FAN1
C0000737,210,ALAD
C0000737,7048,TGFBR2
C0000737,2006,ELN
C0000737,54790,TET2
C0000737,5428,POLG
C0000737,4436,MSH2
C0000737,9569,GTF2IRD1
C0000737,4535,ND1
C0000737,6690,SPINK1
C0000737,1056,CEL
C0000737,4072,EPCAM
C0000737,1890,TYMP
C0000737,3440,IFNA2
C0000737,27030,MLH3
C0000737,3145,HMBS
C0000737,1910,EDNRB
C0000737,720,C4A
C0000737,51752,ERAP1
C0000737,229,ALDOB
C0000737,10512,SEMA3C
C0000737,26191,PTPN22
C0000737,950,SCARB2
C0000737,4541,ND6
C0000737,2153,F5
C0000737,672,BRCA1
C0000737,4598,MVK
C0000737,5657,PRTN3
C0000737,9031,BAZ1B
C0000737,6392,SDHD
C0000737,19,ABCA1
C0000737,5982,RFC2
C0000737,1889,ECE1
C0000737,2057,EPOR
C0000737,5979,RET
C0000737,5644,PRSS1
C0000737,7490,WT1
C0000737,3984,LIMK1
C0000737,4514,COX3
C0000737,2130,EWSR1
C0000737,11281,POU6F2
C0000737,3257,HPS1
C0000737,4352,MPL
C0000737,6794,STK11
C0000737,2693,GHSR
C0000737,4089,SMAD4
C0000737,1908,EDN3
C0000737,7461,CLIP2
C0000737,2492,FSHR
C0000737,2629,GBA
C0000737,324,APC
C0000737,1371,CPOX
C0000737,4538,ND4
C0000737,4540,ND5
C0000737,7132,TNFRSF1A
C0000737,657,BMPR1A
C0000737,2668,GDNF
C0086565,9370,ADIPOQ
C0086565,1571,CYP2E1
C0086565,80339,PNPLA3
C0086565,5589,PRKCSH
C0086565,2678,GGT1
C0086565,51280,GOLM1
C0086565,3082,HGF
C0086565,7018,TF
C0086565,10165,SLC25A13
C0086565,1649,DDIT3
C0086565,5265,SERPINA1
C0086565,51091,SEPSECS
C0086565,2147,F2
C0086565,11231,SEC63
C0086565,213,ALB
C0086565,8647,ABCB11
C0086565,3875,KRT18
C0086565,3630,INS
C0086565,23193,GANAB
C0086565,55384,MEG3
C0086565,3077,HFE
C0086565,2184,FAH
C0086565,5244,ABCB4
C0086565,1356,CP
C0086565,26503,SLC17A5
C0086565,80270,HSD3B7
C0086565,79602,ADIPOR2
C0086565,9971,NR1H4
C0086565,3952,LEP
C0086565,1576,CYP3A4
C0086565,3439,IFNA1
C0086565,2875,GPT
C0086565,2152,F3
C0086565,1737,DLAT
C0086565,5205,ATP8B1
C0086565,355,FAS
C0086565,22,ABCB7
C0086565,3856,KRT8
C0086565,3030,HADHA
C0086565,2235,FECH
C0086565,7124,TNF
C0086565,174,AFP
C0086565,5465,PPARA
C0019214,10535,RNASEH2A
C0019214,6813,STXBP2
C0019214,19,ABCA1
C0019214,11277,TREX1
C0019214,1441,CSF3R
C0019214,5828,PEX2
C0019214,55315,SLC29A3
C0019214,6772,STAT1
C0019214,6888,TALDO1
C0019214,760,CA2
C0019214,5660,PSAP
C0019214,4023,LPL
C0019214,3559,IL2RA
C0019214,3988,LIPA
C0019214,1186,CLCN7
C0019214,8600,TNFSF11
C0019214,3930,LBR
C0019214,3074,HEXB
C0019214,857,CAV1
C0019214,3425,IDUA
C0019214,22796,COG2
C0019214,2632,GBE1
C0235153,1893,ECM1
C0235153,1512,CTSH
C0235153,410,ARSA
C0235153,594,BCKDHB
C0235153,4512,COX1
C0235153,617,BCS1L
C0235153,54902,TTC19
C0235153,5621,PRNP
C0235153,4514,COX3
C0235153,3119,HLA-DQB1
C0235153,3123,HLA-DRB1
C0235153,1593,CYP27A1
C0235153,3060,HCRT
C0235153,4535,ND1
C0235153,593,BCKDHA
C0235153,4340,MOG
C0235153,22891,ZNF365
C0235153,6908,TBP
C0235153,1629,DBT
C0235153,4693,NDP
C0235153,3028,HSD17B10
C0235153,6622,SNCA
C0235153,2896,GRN
C0235153,5032,P2RY11
C0235153,4541,ND6
C0235153,4513,COX2
C0235153,7292,TNFSF4
C0235153,27184,DISC2
C0235153,23400,ATP13A2
C0235153,1371,CPOX
C0235153,4538,ND4
C0235153,4540,ND5
C0235153,7915,ALDH5A1
C0235153,5538,PPT1
C0018784,9132,KCNQ4
C0018784,5077,PAX3
C0018784,2299,FOXI1
C0018784,8772,FADD
C0018784,1302,COL11A2
C0018784,51103,NDUFAF1
C0018784,1285,COL4A3
C0018784,4512,COX1
C0018784,3479,IGF1
C0018784,7299,TYR
C0018784,4722,NDUFS3
C0018784,7275,TUB
C0018784,6101,RP1
C0018784,23347,SMCHD1
C0018784,55624,POMGNT1
C0018784,583,BBS2
C0018784,51715,RAB23
C0018784,6010,RHO
C0018784,4695,NDUFA2
C0018784,4723,NDUFV1
C0018784,6102,RP2
C0018784,7399,USH2A
C0018784,5781,PTPN11
C0018784,64072,CDH23
C0018784,10594,PRPF8
C0018784,8803,SUCLA2
C0018784,51,ACOX1
C0018784,2248,FGF3
C0018784,23438,HARS2
C0018784,9409,PEX16
C0018784,6197,RPS6KA3
C0018784,1947,EFNB1
C0018784,6663,SOX10
C0018784,1729,DIAPH1
C0018784,5167,ENPP1
C0018784,4038,LRP4
C0018784,10210,TOPORS
C0018784,5424,POLD1
C0018784,6389,SDHA
C0018784,5264,PHYH
C0018784,7841,MOGS
C0018784,10413,YAP1
C0018784,4117,MAK
C0018784,3766,KCNJ10
C0018784,8192,CLPP
C0018784,4758,NEU1
C0018784,4751,NEK2
C0018784,5145,PDE6A
C0018784,6295,SAG
C0018784,4729,NDUFV2
C0018784,23568,ARL2BP
C0018784,4693,NDP
C0018784,4359,MPZ
C0018784,1259,CNGA1
C0018784,1123,CHN1
C0018784,9968,MED12
C0018784,1428,CRYM
C0018784,5631,PRPS1
C0018784,2067,ERCC1
C0018784,5158,PDE6B
C0018784,2074,ERCC6
C0018784,4709,NDUFB3
C0018784,50945,TBX22
C0018784,9742,IFT140
C0018784,90,ACVR1
C0018784,355,FAS
C0018784,8799,PEX11B
C0018784,4513,COX2
C0018784,4715,NDUFB9
C0018784,1749,DLX5
C0018784,51085,MLXIPL
C0018784,5193,PEX12
C0018784,7466,WFS1
C0018784,4646,MYO6
C0018784,2072,ERCC4
C0018784,55699,IARS2
C0018784,51473,DCDC2
C0018784,6134,RPL10
C0018784,1406,CRX
C0018784,8022,LHX3
C0018784,4694,NDUFA1
C0018784,10083,USH1C
C0018784,5611,DNAJC3
C0018784,5116,PCNT
C0018784,2671,GFER
C0018784,10265,IRX5
C0018784,2483,FRG1
C0018784,5828,PEX2
C0018784,8085,KMT2D
C0018784,7287,TULP1
C0018784,5995,RGR
C0018784,5906,RAP1A
C0018784,5189,PEX1
C0018784,2073,ERCC5
C0018784,53405,CLIC5
C0018784,3207,HOXA11
C0018784,55670,PEX26
C0018784,29078,NDUFAF4
C0018784,4627,MYH9
C0018784,5076,PAX2
C0018784,84131,CEP78
C0018784,1786,DNMT1
C0018784,5456,POU3F4
C0018784,25915,NDUFAF3
C0018784,23562,CLDN14
C0018784,8243,SMC1A
C0018784,3198,HOXA1
C0018784,10134,BCAP31
C0018784,6834,SURF1
C0018784,26608,TBL2
C0018784,525,ATP6V1B1
C0018784,8504,PEX3
C0018784,2260,FGFR1
C0018784,6885,MAP3K7
C0018784,4254,KITLG
C0018784,1187,CLCNKA
C0018784,5830,PEX5
C0018784,6094,ROM1
C0018784,1355,COX15
C0018784,7809,BSND
C0018784,4704,NDUFA9
C0018784,9791,PTDSS1
C0018784,54880,BCOR
C0018784,7068,THRB
C0018784,478,ATP1A3
C0018784,546,ATRX
C0018784,1161,ERCC8
C0018784,5376,PMP22
C0018784,1690,COCH
C0018784,7439,BEST1
C0018784,54084,TSPEAR
C0018784,5194,PEX13
C0018784,396,ARHGDIA
C0018784,27235,COQ2
C0018784,7403,KDM6A
C0018784,2625,GATA3
C0018784,1297,COL9A1
C0018784,5885,RAD21
C0018784,1352,COX10
C0018784,2706,GJB2
C0018784,5190,PEX6
C0018784,117531,TMC1
C0018784,1287,COL4A5
C0018784,3753,KCNE1
C0018784,5192,PEX10
C0018784,6121,RPE65
C0018784,10002,NR2E3
C0018784,3000,GUCY2D
C0018784,4990,SIX6
C0018784,2969,GTF2I
C0018784,4125,MAN2B1
C0018784,51168,MYO15A
C0018784,9935,MAFB
C0018784,6591,SNAI2
C0018784,4705,NDUFA10
C0018784,6103,RPGR
C0018784,2070,EYA4
C0018784,4222,MEOX1
C0018784,9227,LRAT
C0018784,5269,SERPINB6
C0018784,4010,LMX1B
C0018784,51651,PTRH2
C0018784,4720,NDUFS2
C0018784,6495,SIX1
C0018784,23418,CRB1
C0018784,8200,GDF5
C0018784,5949,RBP3
C0018784,5195,PEX14
C0018784,9342,SNAP29
