Symptom,EntrezID,Symbol
C0022541,6392,SDHD
C0022541,56997,COQ8A
C0022541,55605,KIF21A
C0022541,644096,SDHAF1
C0022541,10381,TUBB3
C0022541,291,SLC25A4
C0022541,401,PHOX2A
C0022541,4509,ATP8
C0022541,10939,AFG3L2
C0022541,5428,POLG
C0022541,6389,SDHA
C0022541,4099,MAG
C0022541,1890,TYMP
C0022541,3552,IL1A
C0022541,4885,NPTX2
C0022541,50484,RRM2B
C0022541,3553,IL1B
C0022541,6314,ATXN7
C0022541,56652,TWNK
C0022541,26278,SACS
C0022541,9377,COX5A
C0023530,7454,WAS
C0023530,1806,DPYD
C0023530,1440,CSF3
C0023530,79650,USB1
C0023530,2214,FCGR3A
C0023530,6901,TAZ
C0023530,7066,THPO
C0023530,1441,CSF3R
C0023530,1437,CSF2
C0023530,84522,JAGN1
C0023530,11311,VPS45
C0023530,92579,G6PC3
C0023530,2215,FCGR3B
C0023530,2056,EPO
C0023530,7852,CXCR4
C0023530,10456,HAX1
C0023530,4254,KITLG
C0023530,7150,TOP1
C0023530,81570,CLPB
C0023530,54658,UGT1A1
C0023530,356,FASLG
C0023530,2542,SLC37A4
C0023530,1991,ELANE
C0023530,57126,CD177
C0023530,157680,VPS13B
C0023530,2672,GFI1
C0023530,3562,IL3
C0002103,3269,HRH1
C0002103,3567,IL5
C0002103,3497,IGHE
C0002103,240,ALOX5
C0002103,3596,IL13
C0002103,6037,RNASE3
C0002103,55153,SDAD1
C0002103,26762,HAVCR1
C0002103,3565,IL4
C0002103,7432,VIP
C0002103,8288,EPX
C0002103,3383,ICAM1
C0002103,3458,IFNG
C0002103,2206,MS4A2
C0002103,7412,VCAM1
C0002103,4803,NGF
C0002103,3827,KNG1
C0002103,3606,IL18
C0002103,6356,CCL11
C0002103,3566,IL4R
C0002103,2302,FOXJ1
C0002103,3576,CXCL8
C0002103,3586,IL10
C0002103,4353,MPO
C0035455,3269,HRH1
C0035455,4852,NPY
C0035455,3567,IL5
C0035455,3497,IGHE
C0035455,2908,NR3C1
C0035455,7356,SCGB1A1
C0035455,3596,IL13
C0035455,6037,RNASE3
C0035455,54106,TLR9
C0035455,5443,POMC
C0035455,55153,SDAD1
C0035455,3565,IL4
C0035455,7432,VIP
C0035455,6352,CCL5
C0035455,8288,EPX
C0035455,3383,ICAM1
C0035455,7442,TRPV1
C0035455,7412,VCAM1
C0035455,4803,NGF
C0035455,3827,KNG1
C0035455,10800,CYSLTR1
C0035455,6356,CCL11
C0035455,3566,IL4R
C0035455,2302,FOXJ1
C0035455,3576,CXCL8
C0009806,1650,DDOST
C0009806,5290,PIK3CA
C0009806,2314,FLII
C0009806,2313,FLI1
C0009806,259232,NALCN
C0009806,779,CACNA1S
C0009806,360,AQP3
C0009806,5443,POMC
C0009806,5621,PRNP
C0009806,6391,SDHC
C0009806,10892,MALT1
C0009806,4292,MLH1
C0009806,27086,FOXP1
C0009806,1482,NKX2-5
C0009806,3190,HNRNPK
C0009806,7432,VIP
C0009806,6531,SLC6A3
C0009806,6663,SOX10
C0009806,4210,MEFV
C0009806,6340,SCNN1G
C0009806,6792,CDKL5
C0009806,6389,SDHA
C0009806,2956,MSH6
C0009806,9968,MED12
C0009806,330,BIRC3
C0009806,9632,SEC24C
C0009806,3492,IGH
C0009806,51085,MLXIPL
C0009806,54551,MAGEL2
C0009806,5378,PMS1
C0009806,627,BDNF
C0009806,50506,DUOX2
C0009806,6557,SLC12A1
C0009806,6863,TAC1
C0009806,846,CASR
C0009806,5449,POU1F1
C0009806,8022,LHX3
C0009806,7337,UBE3A
C0009806,885,CCK
C0009806,6899,TBX1
C0009806,1294,COL7A1
C0009806,4988,OPRM1
C0009806,10743,RAI1
C0009806,796,CALCA
C0009806,3815,KIT
C0009806,8514,KCNAB2
C0009806,6925,TCF4
C0009806,6336,SCN10A
C0009806,2556,GABRA3
C0009806,6299,SALL1
C0009806,3845,KRAS
C0009806,26608,TBL2
C0009806,3508,IGHMBP2
C0009806,6390,SDHB
C0009806,6750,SST
C0009806,1131,CHRM3
C0009806,5697,PYY
C0009806,5498,PPOX
C0009806,5395,PMS2
C0009806,8929,PHOX2B
C0009806,7068,THRB
C0009806,6609,SMPD1
C0009806,546,ATRX
C0009806,6869,TACR1
C0009806,3359,HTR3A
C0009806,6335,SCN9A
C0009806,7201,TRHR
C0009806,554,AVPR2
C0009806,429,ASCL1
C0009806,3758,KCNJ1
C0009806,6496,SIX3
C0009806,4001,LMNB1
C0009806,2969,GTF2I
C0009806,2290,FOXG1
C0009806,4902,NRTN
C0009806,6239,RREB1
C0009806,2862,MLNR
C0009806,2641,GCG
C0009806,10847,SRCAP
C0009806,22909,FAN1
C0009806,4922,NTS
C0009806,210,ALAD
C0009806,4295,MLN
C0009806,7048,TGFBR2
C0009806,359,AQP2
C0009806,2006,ELN
C0009806,7148,TNXB
C0009806,2520,GAST
C0009806,5626,PROP1
C0009806,6338,SCNN1B
C0009806,4436,MSH2
C0009806,5428,POLG
C0009806,9569,GTF2IRD1
C0009806,4312,MMP1
C0009806,4072,EPCAM
C0009806,1717,DHCR7
C0009806,1890,TYMP
C0009806,6535,SLC6A8
C0009806,4929,NR4A2
C0009806,1644,DDC
C0009806,9965,FGF19
C0009806,5444,PON1
C0009806,27030,MLH3
C0009806,7038,TG
C0009806,3145,HMBS
C0009806,1910,EDNRB
C0009806,7276,TTR
C0009806,7252,TSHB
C0009806,4204,MECP2
C0009806,10512,SEMA3C
C0009806,2033,EP300
C0009806,9860,LRIG2
C0009806,5156,PDGFRA
C0009806,4952,OCRL
C0009806,8915,BCL10
C0009806,672,BRCA1
C0009806,421,ARVCF
C0009806,7200,TRH
C0009806,7849,PAX8
C0009806,3360,HTR4
C0009806,5095,PCCA
C0009806,9378,NRXN1
C0009806,4852,NPY
C0009806,7067,THRA
C0009806,7290,HIRA
C0009806,5096,PCCB
C0009806,9031,BAZ1B
C0009806,2812,GP1BB
C0009806,5982,RFC2
C0009806,1889,ECE1
C0009806,1674,DES
C0009806,5979,RET
C0009806,2132,EXT2
C0009806,3984,LIMK1
C0009806,673,BRAF
C0009806,2316,FLNA
C0009806,11280,SCN11A
C0009806,1312,COMT
C0009806,473,RERE
C0009806,1497,CTNS
C0009806,6497,SKI
C0009806,6528,SLC5A5
C0009806,8820,HESX1
C0009806,2563,GABRD
C0009806,1103,CHAT
C0009806,1387,CREBBP
C0009806,1908,EDN3
C0009806,6532,SLC6A4
C0009806,7461,CLIP2
C0009806,9627,SNCAIP
C0009806,249,ALPL
C0009806,7253,TSHR
C0009806,1181,CLCN2
C0009806,7132,TNFRSF1A
C0009806,1371,CPOX
C0009806,2668,GDNF
C0011991,641,BLM
C0011991,3543,IGLL1
C0011991,26873,OPLAH
C0011991,1030,CDKN2B
C0011991,1811,SLC26A3
C0011991,1174,AP1S1
C0011991,6948,TCN2
C0011991,4683,NBN
C0011991,50943,FOXP3
C0011991,1593,CYP27A1
C0011991,929,CD14
C0011991,2717,GLA
C0011991,4210,MEFV
C0011991,100,ADA
C0011991,6340,SCNN1G
C0011991,3552,IL1A
C0011991,1031,CDKN2C
C0011991,5122,PCSK1
C0011991,5788,PTPRC
C0011991,6499,SKIV2L
C0011991,6833,ABCC8
C0011991,4175,MCM6
C0011991,3718,JAK3
C0011991,6557,SLC12A1
C0011991,175,AGA
C0011991,1027,CDKN1B
C0011991,4221,MEN1
C0011991,51604,PIGT
C0011991,1440,CSF3
C0011991,50674,NEUROG3
C0011991,9401,RECQL4
C0011991,5897,RAG2
C0011991,710,SERPING1
C0011991,10320,IKZF1
C0011991,10195,ALG3
C0011991,4645,MYO5B
C0011991,5257,PHKB
C0011991,326,AIRE
C0011991,8694,DGAT1
C0011991,4830,NME1
C0011991,11181,TREH
C0011991,6772,STAT1
C0011991,4669,NAGLU
C0011991,1026,CDKN1A
C0011991,4057,LTF
C0011991,2984,GUCY2C
C0011991,5373,PMM2
C0011991,5697,PYY
C0011991,3988,LIPA
C0011991,3938,LCT
C0011991,6929,TCF3
C0011991,4358,MPV17
C0011991,6718,AKR1D1
C0011991,973,CD79A
C0011991,1493,CTLA4
C0011991,930,CD19
C0011991,204,AK2
C0011991,959,CD40LG
C0011991,6335,SCN9A
C0011991,9652,TTC37
C0011991,23417,MLYCD
C0011991,3758,KCNJ1
C0011991,3106,HLA-B
C0011991,9420,CYP7B1
C0011991,51128,SAR1B
C0011991,4689,NCF4
C0011991,55630,SLC39A4
C0011991,6550,SLC9A3
C0011991,4306,NR3C2
C0011991,915,CD3D
C0011991,10560,SLC19A2
C0011991,210,ALAD
C0011991,3507,IGHM
C0011991,6476,SI
C0011991,3767,KCNJ11
C0011991,5244,ABCB4
C0011991,6338,SCNN1B
C0011991,1380,CR2
C0011991,7535,ZAP70
C0011991,1789,DNMT3B
C0011991,6927,HNF1A
C0011991,9056,SLC7A7
C0011991,1644,DDC
C0011991,3440,IFNA2
C0011991,3575,IL7R
C0011991,6448,SGSH
C0011991,3145,HMBS
C0011991,7276,TTR
C0011991,3423,IDS
C0011991,4598,MVK
C0011991,6337,SCNN1A
C0011991,3172,HNF4A
C0011991,5896,RAG1
C0011991,5295,PIK3R1
C0011991,686,BTD
C0011991,2799,GNS
C0011991,2592,GALT
C0011991,3557,IL1RN
C0011991,1674,DES
C0011991,5979,RET
C0011991,551,AVP
C0011991,8647,ABCB11
C0011991,4351,MPI
C0011991,7351,UCP2
C0011991,3932,LCK
C0011991,23495,TNFRSF13B
C0011991,11280,SCN11A
C0011991,29851,ICOS
C0011991,1374,CPT1A
C0011991,5205,ATP8B1
C0011991,695,BTK
C0011991,7253,TSHR
C0011991,1371,CPOX
C0011991,7132,TNFRSF1A
C0011991,29760,BLNK
C0011991,5651,TMPRSS15
C0011991,974,CD79B
C0021359,7044,LEFTY2
C0021359,283417,DPY19L2
C0021359,2516,NR5A1
C0021359,3973,LHCGR
C0021359,8653,DDX3Y
C0021359,1617,DAZ1
C0021359,117144,CATSPER1
C0021359,2796,GNRH1
C0021359,122042,RXFP2
C0021359,57119,EPPIN
C0021359,6795,AURKC
C0021359,3623,INHA
C0021359,2488,FSHB
C0021359,5618,PRLR
C0021359,25981,DNAH1
C0021359,6674,SPAG1
C0021359,5241,PGR
C0021359,5619,PRM1
C0021359,117155,CATSPER2
C0021359,1618,DAZL
C0021359,8287,USP9Y
C0021359,347688,TUBB8
C0021359,2100,ESR2
C0021359,3972,LHB
C0021359,89869,PLCZ1
C0021359,5620,PRM2
C0021359,57135,DAZ4
C0021359,5617,PRL
C0021359,7784,ZP3
C0021359,1588,CYP19A1
C0021359,2492,FSHR
C0021359,3640,INSL3
C0021359,7783,ZP2
C0021359,283120,H19
C0021359,261734,NPHP4
C0021359,83844,USP26
C0014335,3676,ITGA4
C0014335,3595,IL12RB2
C0014335,9966,TNFSF15
C0014335,4680,CEACAM6
C0014335,51079,NDUFA13
C0014335,144811,LACC1
C0014335,54106,TLR9
C0014335,3588,IL10RB
C0014335,7099,TLR4
C0014335,8807,IL18RAP
C0014335,3569,IL6
C0014335,55765,INAVA
C0014335,6584,SLC22A5
C0014335,3663,IRF5
C0014335,3587,IL10RA
C0014335,149233,IL23R
C0014335,9354,UBE4A
C0014335,345611,IRGM
C0014335,1401,CRP
C0014335,4583,MUC2
C0014335,7133,TNFRSF1B
C0014335,5243,ABCB1
C0014335,6556,SLC11A1
C0014335,55054,ATG16L1
C0014335,64127,NOD2
C0014335,3240,HP
C0014335,3553,IL1B
C0014335,10068,IL18BP
C0014335,3586,IL10
C0014335,7124,TNF
C0014335,50506,DUOX2
C0014335,6583,SLC22A4
C0014335,6868,ADAM17
C0014335,11262,SP140
C0014335,9231,DLG5
C0003113,23435,TARDBP
C0003113,2521,FUS
C0003113,7415,VCP
C0003113,2737,GLI3
C0003113,25978,CHMP2B
C0003113,5663,PSEN1
C0003113,23583,SMUG1
C0003113,203228,C9orf72
C0003113,353116,RILPL1
C0003113,29110,TBK1
C0003113,8557,TCAP
C0003113,6382,SDC1
C0003113,5155,PDGFB
C0003113,3347,HTN3
C0003113,28954,REM1
C0003113,279,AMY2A
C0003113,2896,GRN
C0003113,43,ACHE
C0003113,4137,MAPT
C0003113,875,CBS
C0026821,5216,PFN1
C0026821,5446,PON3
C0026821,4744,NEFH
C0026821,23435,TARDBP
C0026821,2043,EPHA4
C0026821,3315,HSPB1
C0026821,2521,FUS
C0026821,7415,VCP
C0026821,779,CACNA1S
C0026821,6311,ATXN2
C0026821,9782,MATR3
C0026821,1376,CPT2
C0026821,487,ATP2A1
C0026821,859,CAV3
C0026821,23479,ISCU
C0026821,25978,CHMP2B
C0026821,3178,HNRNPA1
C0026821,6647,SOD1
C0026821,54209,TREM2
C0026821,5445,PON2
C0026821,29110,TBK1
C0026821,23025,UNC13A
C0026821,2556,GABRA3
C0026821,844,CASQ1
C0026821,2717,GLA
C0026821,29978,UBQLN2
C0026821,22880,MORC2
C0026821,9217,VAPB
C0026821,1282,COL4A1
C0026821,6606,SMN1
C0026821,3939,LDHA
C0026821,8878,SQSTM1
C0026821,367,AR
C0026821,4000,LMNA
C0026821,4618,MYF6
C0026821,283,ANG
C0026821,1145,CHRNE
C0026821,5444,PON1
C0026821,5630,PRPH
C0026821,846,CASR
C0026821,10891,PPARGC1A
C0026821,2066,ERBB4
C0026821,9896,FIG4
C0026821,4287,ATXN3
C0026821,2673,GFPT1
C0026821,10133,OPTN
C0026821,3758,KCNJ1
C0026821,6559,SLC12A3
C0026821,1763,DNA2
C0026821,3094,HINT1
C0026821,1756,DMD
C0026821,6557,SLC12A1
C0026821,6786,STIM1
C0026821,6329,SCN4A
C0026821,1639,DCTN1
C0026821,1610,DAO
C0036572,57030,SLC17A7
C0036572,2247,FGF2
C0036572,3912,LAMB1
C0036572,2752,GLUL
C0036572,3064,HTT
C0036572,3456,IFNB1
C0036572,4722,NDUFS3
C0036572,767,CA8
C0036572,6576,SLC25A1
C0036572,10084,PQBP1
C0036572,2937,GSS
C0036572,10243,GPHN
C0036572,24137,KIF4A
C0036572,7355,SLC35A2
C0036572,54209,TREM2
C0036572,4644,MYO5A
C0036572,51,ACOX1
C0036572,10815,CPLX1
C0036572,1593,CYP27A1
C0036572,6197,RPS6KA3
C0036572,889,KRIT1
C0036572,4337,MOCS1
C0036572,4210,MEFV
C0036572,7841,MOGS
C0036572,51761,ATP8A2
C0036572,4729,NDUFV2
C0036572,2067,ERCC1
C0036572,788,SLC25A20
C0036572,23230,VPS13A
C0036572,23141,ANKLE2
C0036572,6833,ABCC8
C0036572,1141,CHRNB2
C0036572,4715,NDUFB9
C0036572,5193,PEX12
C0036572,6559,SLC12A3
C0036572,6638,SNRPN
C0036572,5378,PMS1
C0036572,9487,PIGL
C0036572,9990,SLC12A6
C0036572,1814,DRD3
C0036572,6598,SMARCB1
C0036572,4221,MEN1
C0036572,23096,IQSEC2
C0036572,51604,PIGT
C0036572,594,BCKDHB
C0036572,7436,VLDLR
C0036572,1716,DGUOK
C0036572,9401,RECQL4
C0036572,22854,NTNG1
C0036572,8242,KDM5C
C0036572,2572,GAD2
C0036572,10295,BCKDK
C0036572,5743,PTGS2
C0036572,6748,SSR4
C0036572,10743,RAI1
C0036572,790,CAD
C0036572,1718,DHCR24
C0036572,2904,GRIN2B
C0036572,7314,UBB
C0036572,55670,PEX26
C0036572,8722,CTSF
C0036572,23209,MLC1
C0036572,5076,PAX2
C0036572,25915,NDUFAF3
C0036572,6750,SST
C0036572,593,BCKDHA
C0036572,6900,CNTN2
C0036572,2260,FGFR1
C0036572,5830,PEX5
C0036572,10686,CLDN16
C0036572,9759,HDAC4
C0036572,23314,SATB2
C0036572,1807,DPYS
C0036572,53834,FGFRL1
C0036572,8892,EIF2B2
C0036572,3329,HSPD1
C0036572,6335,SCN9A
C0036572,6529,SLC6A1
C0036572,477,ATP1A2
C0036572,8260,NAA10
C0036572,1392,CRH
C0036572,11041,B4GAT1
C0036572,1352,COX10
C0036572,9581,PREPL
C0036572,23229,ARHGEF9
C0036572,3106,HLA-B
C0036572,6496,SIX3
C0036572,5723,PSPH
C0036572,9227,LRAT
C0036572,4720,NDUFS2
C0036572,23418,CRB1
C0036572,275,AMT
C0036572,5195,PEX14
C0036572,26580,BSCL2
C0036572,4208,MEF2C
C0036572,10716,TBR1
C0036572,1137,CHRNA4
C0036572,1244,ABCC2
C0036572,7048,TGFBR2
C0036572,359,AQP2
C0036572,3614,IMPDH1
C0036572,1340,COX6B1
C0036572,2022,ENG
C0036572,5160,PDHA1
C0036572,3073,HEXA
C0036572,4094,MAF
C0036572,147,ADRA1B
C0036572,23556,PIGN
C0036572,54941,RNF125
C0036572,5048,PAFAH1B1
C0036572,5155,PDGFB
C0036572,4436,MSH2
C0036572,54982,CLN6
C0036572,6927,HNF1A
C0036572,57534,MIB1
C0036572,7846,TUBA1A
C0036572,27030,MLH3
C0036572,36,ACADSB
C0036572,6448,SGSH
C0036572,3028,HSD17B10
C0036572,22845,DOLK
C0036572,3423,IDS
C0036572,50814,NSDHL
C0036572,60,ACTB
C0036572,3158,HMGCS2
C0036572,51741,WWOX
C0036572,4893,NRAS
C0036572,4598,MVK
C0036572,9939,RBM8A
C0036572,25914,RTTN
C0036572,25836,NIPBL
C0036572,4852,NPY
C0036572,617,BCS1L
C0036572,6595,SMARCA2
C0036572,8050,PDHX
C0036572,3295,HSD17B4
C0036572,23746,AIPL1
C0036572,4504,MT3
C0036572,6697,SPR
C0036572,2670,GFAP
C0036572,9096,TBX18
C0036572,2132,EXT2
C0036572,6323,SCN1A
C0036572,35,ACADS
C0036572,207,AKT1
C0036572,9526,MPDU1
C0036572,11235,PDCD10
C0036572,471,ATIC
C0036572,673,BRAF
C0036572,1268,CNR1
C0036572,6908,TBP
C0036572,1374,CPT1A
C0036572,2068,ERCC2
C0036572,54805,CNNM2
C0036572,8086,AAAS
C0036572,4621,MYH3
C0036572,55572,FOXRED1
C0036572,3553,IL1B
C0036572,8573,CASK
C0036572,22934,RPIA
C0036572,7020,TFAP2A
C0036572,3712,IVD
C0036572,54539,NDUFB11
C0036572,440,ASNS
C0036572,1812,DRD1
C0036572,1373,CPS1
C0036572,410,ARSA
C0036572,2741,GLRA1
C0036572,1120,CHKB
C0036572,5290,PIK3CA
C0036572,10667,FARS2
C0036572,93183,PIGM
C0036572,7157,TP53
C0036572,55624,POMGNT1
C0036572,7469,NELFA
C0036572,5274,SERPINI1
C0036572,4723,NDUFV1
C0036572,57468,SLC12A5
C0036572,6547,SLC8A3
C0036572,7319,UBE2A
C0036572,6519,SLC3A1
C0036572,9409,PEX16
C0036572,2717,GLA
C0036572,6389,SDHA
C0036572,3766,KCNJ10
C0036572,4758,NEU1
C0036572,5813,PURA
C0036572,5053,PAH
C0036572,4693,NDP
C0036572,9968,MED12
C0036572,5631,PRPS1
C0036572,7249,TSC2
C0036572,224,ALDH3A2
C0036572,4709,NDUFB3
C0036572,4803,NGF
C0036572,9742,IFT140
C0036572,2074,ERCC6
C0036572,8799,PEX11B
C0036572,1193,CLIC2
C0036572,4126,MANBA
C0036572,50484,RRM2B
C0036572,3769,KCNJ13
C0036572,7466,WFS1
C0036572,7337,UBE3A
C0036572,10585,POMT1
C0036572,885,CCK
C0036572,2263,FGFR2
C0036572,2348,FOLR1
C0036572,6899,TBX1
C0036572,2737,GLI3
C0036572,5873,RAB27A
C0036572,18,ABAT
C0036572,2483,FRG1
C0036572,51091,SEPSECS
C0036572,4548,MTR
C0036572,7287,TULP1
C0036572,8398,PLA2G6
C0036572,4256,MGP
C0036572,3786,KCNQ3
C0036572,2073,ERCC5
C0036572,55704,CCDC88A
C0036572,6262,RYR2
C0036572,11284,PNKP
C0036572,10472,ZBTB18
C0036572,6664,SOX11
C0036572,6752,SSTR2
C0036572,9247,GCM2
C0036572,26040,SETBP1
C0036572,6834,SURF1
C0036572,8890,EIF2B4
C0036572,9640,ZNF592
C0036572,1355,COX15
C0036572,2203,FBP1
C0036572,2009,EML1
C0036572,8929,PHOX2B
C0036572,5105,PCK1
C0036572,3351,HTR1B
C0036572,4854,NOTCH3
C0036572,5476,CTSA
C0036572,2998,GYS2
C0036572,4534,MTM1
C0036572,6334,SCN8A
C0036572,51738,GHRL
C0036572,3758,KCNJ1
C0036572,5192,PEX10
C0036572,3000,GUCY2D
C0036572,2571,GAD1
C0036572,5538,PPT1
C0036572,3785,KCNQ2
C0036572,488,ATP2A2
C0036572,5518,PPP2R1A
C0036572,7248,TSC1
C0036572,3418,IDH2
C0036572,5009,OTC
C0036572,4864,NPC1
C0036572,26227,PHGDH
C0036572,1139,CHRNA7
C0036572,34,ACADM
C0036572,8813,DPM1
C0036572,1376,CPT2
C0036572,1641,DCX
C0036572,5663,PSEN1
C0036572,3767,KCNJ11
C0036572,1136,CHRNA3
C0036572,6648,SOD2
C0036572,5604,MAP2K1
C0036572,183,AGT
C0036572,5428,POLG
C0036572,5091,PC
C0036572,5230,PGK1
C0036572,26275,HIBCH
C0036572,3141,HLCS
C0036572,2776,GNAQ
C0036572,4668,NAGA
C0036572,3796,KIF2A
C0036572,10564,ARFGEF2
C0036572,4724,NDUFS4
C0036572,3145,HMBS
C0036572,7276,TTR
C0036572,229,ALDOB
C0036572,2033,EP300
C0036572,29926,GMPPA
C0036572,51360,MBTPS2
C0036572,4952,OCRL
C0036572,7280,TUBB2A
C0036572,7200,TRH
C0036572,1917,EEF1A2
C0036572,5095,PCCA
C0036572,51317,PHF21A
C0036572,51204,TACO1
C0036572,132,ADK
C0036572,3172,HNF4A
C0036572,3756,KCNH1
C0036572,5528,PPP2R5D
C0036572,2799,GNS
C0036572,5096,PCCB
C0036572,686,BTD
C0036572,1130,LYST
C0036572,6392,SDHD
C0036572,10577,NPC2
C0036572,8517,IKBKG
C0036572,11277,TREX1
C0036572,215,ABCD1
C0036572,3569,IL6
C0036572,27445,PCLO
C0036572,10280,SIGMAR1
C0036572,5660,PSAP
C0036572,2517,FUCA1
C0036572,3952,LEP
C0036572,8820,HESX1
C0036572,25974,MMACHC
C0036572,590,BCHE
C0036572,2563,GABRD
C0036572,2710,GK
C0036572,2629,GBA
C0036572,249,ALPL
C0036572,2653,GCSH
C0036572,10157,AASS
C0036572,23474,ETHE1
C0036572,29954,POMT2
C0036572,3737,KCNA2
C0036572,4986,OPRK1
C0036572,348,APOE
C0036572,9657,IQCB1
C0036572,486,FXYD2
C0036572,29123,ANKRD11
C0036572,1806,DPYD
C0036572,3897,L1CAM
C0036572,8772,FADD
C0036572,5066,PAM
C0036572,1138,CHRNA5
C0036572,2736,GLI2
C0036572,4983,OPHN1
C0036572,3052,HCCS
C0036572,5443,POMC
C0036572,11005,SPINK5
C0036572,2903,GRIN2A
C0036572,5173,PDYN
C0036572,4292,MLH1
C0036572,6821,SUOX
C0036572,8803,SUCLA2
C0036572,50,ACO2
C0036572,6663,SOX10
C0036572,55690,PACS1
C0036572,6792,CDKL5
C0036572,2581,GALC
C0036572,1759,DNM1
C0036572,1583,CYP11A1
C0036572,5624,PROC
C0036572,8828,NRP2
C0036572,1487,CTBP1
C0036572,22931,RAB18
C0036572,1128,CHRM1
C0036572,2166,FAAH
C0036572,383,ARG1
C0036572,23522,KAT6B
C0036572,9215,LARGE1
C0036572,27229,TUBGCP4
C0036572,6853,SYN1
C0036572,9179,AP4M1
C0036572,627,BDNF
C0036572,6557,SLC12A1
C0036572,175,AGA
C0036572,846,CASR
C0036572,9915,ARNT2
C0036572,6597,SMARCA4
C0036572,5816,PVALB
C0036572,3090,HIC1
C0036572,4988,OPRM1
C0036572,54820,NDE1
C0036572,472,ATM
C0036572,10195,ALG3
C0036572,8085,KMT2D
C0036572,4804,NGFR
C0036572,5189,PEX1
C0036572,2332,FMR1
C0036572,2626,GATA4
C0036572,2784,GNB3
C0036572,10617,STAMBP
C0036572,5373,PMM2
C0036572,8504,PEX3
C0036572,4704,NDUFA9
C0036572,9255,AIMP1
C0036572,23431,AP4E1
C0036572,546,ATRX
C0036572,1161,ERCC8
C0036572,7403,KDM6A
C0036572,27235,COQ2
C0036572,351,APP
C0036572,554,AVPR2
C0036572,429,ASCL1
C0036572,5015,OTX2
C0036572,23417,MLYCD
C0036572,5190,PEX6
C0036572,2055,CLN8
C0036572,10020,GNE
C0036572,6121,RPE65
C0036572,208,AKT2
C0036572,3593,IL12B
C0036572,5727,PTCH1
C0036572,5978,REST
C0036572,8777,MPDZ
C0036572,54704,PDP1
C0036572,4488,MSX2
C0036572,545,ATR
C0036572,2645,GCK
C0036572,1284,COL4A2
C0036572,5551,PRF1
C0036572,22909,FAN1
C0036572,4843,NOS2
C0036572,5296,PIK3R2
C0036572,8891,EIF2B3
C0036572,271,AMPD2
C0036572,7779,SLC30A1
C0036572,4072,EPCAM
C0036572,1717,DHCR7
C0036572,2218,FKTN
C0036572,6513,SLC2A1
C0036572,38,ACAT1
C0036572,7468,NSD2
C0036572,26235,FBXL4
C0036572,6469,SHH
C0036572,26047,CNTNAP2
C0036572,6611,SMS
C0036572,3612,IMPA1
C0036572,3746,KCNC1
C0036572,25970,SH2B1
C0036572,6854,SYN2
C0036572,3908,LAMA2
C0036572,23443,SLC35A3
C0036572,3954,LETM1
C0036572,3350,HTR1A
C0036572,6341,SCO1
C0036572,1893,ECM1
C0036572,6546,SLC8A1
C0036572,2760,GM2A
C0036572,10717,AP4B1
C0036572,8867,SYNJ1
C0036572,1062,CENPE
C0036572,3265,HRAS
C0036572,2316,FLNA
C0036572,1191,CLU
C0036572,11280,SCN11A
C0036572,2353,FOS
C0036572,1135,CHRNA2
C0036572,5580,PRKCD
C0036572,6326,SCN2A
C0036572,5741,PTH
C0036572,55343,SLC35C1
C0036572,1103,CHAT
C0036572,4726,NDUFS6
C0036572,11019,LIAS
C0036572,2731,GLDC
C0036572,6905,TBCE
C0036572,2261,FGFR3
C0036572,43,ACHE
C0036572,7084,TK2
C0036572,10102,TSFM
C0036572,23545,ATP6V0A2
C0036572,4508,ATP6
C0036572,10225,CD96
C0036572,22868,FASTKD2
C0036572,6658,SOX3
C0036572,5020,OXT
C0036572,135,ADORA2A
C0036572,328,APEX1
C0036572,445,ASS1
C0036572,54886,PLPPR1
C0036572,51103,NDUFAF1
C0036572,51199,NIN
C0036572,4158,MC2R
C0036572,27249,MMADHC
C0036572,7283,TUBG1
C0036572,2697,GJA1
C0036572,54715,RBFOX1
C0036572,1203,CLN5
C0036572,1798,DPAGT1
C0036572,435,ASL
C0036572,4695,NDUFA2
C0036572,25814,ATXN10
C0036572,1200,TPP1
C0036572,1729,DIAPH1
C0036572,8604,SLC25A12
C0036572,1282,COL4A1
C0036572,2956,MSH6
C0036572,10345,TRDN
C0036572,1629,DBT
C0036572,2897,GRIK1
C0036572,9681,DEPDC5
C0036572,51807,TUBA8
C0036572,8893,EIF2B5
C0036572,9213,XPR1
C0036572,7531,YWHAE
C0036572,6134,RPL10
C0036572,1406,CRX
C0036572,158,ADSL
C0036572,4694,NDUFA1
C0036572,5805,PTS
C0036572,348980,HCN1
C0036572,8289,ARID1A
C0036572,6605,SMARCE1
C0036572,5832,ALDH18A1
C0036572,9711,RUBCN
C0036572,3242,HPD
C0036572,5828,PEX2
C0036572,8514,KCNAB2
C0036572,6925,TCF4
C0036572,94,ACVRL1
C0036572,6336,SCN10A
C0036572,2593,GAMT
C0036572,4524,MTHFR
C0036572,29968,PSAT1
C0036572,55275,VPS53
C0036572,845,CASQ2
C0036572,4669,NAGLU
C0036572,6530,SLC6A2
C0036572,29078,NDUFAF4
C0036572,26503,SLC17A5
C0036572,8659,ALDH4A1
C0036572,3845,KRAS
C0036572,1778,DYNC1H1
C0036572,9440,MED17
C0036572,5395,PMS2
C0036572,26137,ZBTB20
C0036572,54880,BCOR
C0036572,5194,PEX13
