ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
U 0126,C113580,,VDR,7421,protein,Homo sapiens,9606,U 0126 inhibits the reaction [Calcitriol promotes the reaction [VDR protein binds to CYP24A1 mRNA]],affects^binding|decreases^reaction|increases^reaction,20371703
U 69593,C045444,96744-75-1,OPRK1,4986,protein,Homo sapiens,9606,Buprenorphine inhibits the reaction [U 69593 binds to OPRK1 protein],affects^binding|decreases^reaction,21866885
UH 232,C045971,95999-11-4,DRD2,1813,protein,Homo sapiens,9606,UH 232 binds to and results in decreased activity of DRD2 protein,affects^binding|decreases^activity,10728880
UH 232,C045971,95999-11-4,DRD3,1814,protein,Homo sapiens,9606,UH 232 binds to and results in decreased activity of DRD3 protein,affects^binding|decreases^activity,10728880
ulimorelin,C528884,,GHSR,2693,protein,Homo sapiens,9606,ulimorelin binds to and results in increased activity of GHSR protein,affects^binding|increases^activity,22106937
UMI-77,C000592878,,BAK1,578,protein,Homo sapiens,9606,UMI-77 inhibits the reaction [MCL1 protein binds to BAK1 protein],affects^binding|decreases^reaction,24019208
UMI-77,C000592878,,BAX,581,protein,Homo sapiens,9606,UMI-77 inhibits the reaction [MCL1 protein binds to BAX protein],affects^binding|decreases^reaction,24019208
UMI-77,C000592878,,MCL1,4170,protein,Homo sapiens,9606,UMI-77 inhibits the reaction [MCL1 protein binds to BAK1 protein],affects^binding|decreases^reaction,24019208
UNC1215,C580998,,BCLAF1,9774,protein,Homo sapiens,9606,UNC1215 inhibits the reaction [L3MBTL3 protein binds to BCLAF1 protein],affects^binding|decreases^reaction,23292653
UNC1215,C580998,,DNMT1,1786,protein,Homo sapiens,9606,UNC1215 inhibits the reaction [PHF20L1 protein binds to DNMT1 protein],affects^binding|decreases^reaction,24492612
UNC1215,C580998,,L3MBTL3,84456,protein,Homo sapiens,9606,UNC1215 binds to and results in decreased activity of L3MBTL3 protein,affects^binding|decreases^activity,23292653
UNC1215,C580998,,PHF20L1,51105,protein,Homo sapiens,9606,UNC1215 inhibits the reaction [PHF20L1 protein binds to DNMT1 protein],affects^binding|decreases^reaction,24492612
undecan-2-one,C526928,,AR,367,protein,Homo sapiens,9606,undecan-2-one binds to and results in decreased activity of AR protein,affects^binding|decreases^activity,27633901
undecan-2-one,C526928,,ESR2,2100,protein,Homo sapiens,9606,undecan-2-one binds to and results in decreased activity of ESR2 protein,affects^binding|decreases^activity,27633901
undecan-2-one,C526928,,NR3C1,2908,protein,Homo sapiens,9606,undecan-2-one binds to and results in decreased activity of NR3C1 protein,affects^binding|decreases^activity,27633901
undecanal,C479548,1337-83-3,OR1D2,4991,protein,Homo sapiens,9606,undecanal inhibits the reaction [bourgeonal binds to and results in increased activity of OR1D2 protein],affects^binding|decreases^reaction|increases^activity,21454470
Unithiol,D014494,4076/2/2,IKBKB,3551,protein,Homo sapiens,9606,"Unithiol inhibits the reaction [arsenite inhibits the reaction [4',5'-bis(1,3,2-dithioarsolan-2-yl)fluorescein binds to IKBKB protein]]",affects^binding|decreases^reaction,10967126
Uranium,D014501,7440-61-1,TF,7018,protein,Homo sapiens,9606,Uranium binds to and results in decreased stability of TF protein,affects^binding|decreases^stability,17266333
Urea,D014508,57-13-6,B2M,567,protein,Homo sapiens,9606,Urea promotes the reaction [Copper promotes the reaction [B2M protein binds to B2M protein]],affects^binding|increases^reaction,17254602
Urea,D014508,57-13-6,CCND1,595,protein,Homo sapiens,9606,Urea analog results in decreased activity of [CCND1 protein binds to CDK4 protein],affects^binding|decreases^activity,10403840
Urea,D014508,57-13-6,CDK4,1019,protein,Homo sapiens,9606,Urea analog results in decreased activity of [CCND1 protein binds to CDK4 protein],affects^binding|decreases^activity,10403840
Urea,D014508,57-13-6,TTR,7276,protein,Homo sapiens,9606,[Diflunisal binds to TTR protein mutant form] which results in decreased susceptibility to Urea,affects^binding|decreases^response to substance,17701470
Urethane,D014520,51-79-6,GABRA1,2554,protein,Homo sapiens,9606,Urethane promotes the reaction [gamma-Aminobutyric Acid binds to and results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|increases^activity|increases^reaction,11812690
Urethane,D014520,51-79-6,GABRB2,2561,protein,Homo sapiens,9606,Urethane promotes the reaction [gamma-Aminobutyric Acid binds to and results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|increases^activity|increases^reaction,11812690
Urethane,D014520,51-79-6,GABRG2,2566,protein,Homo sapiens,9606,Urethane promotes the reaction [gamma-Aminobutyric Acid binds to and results in increased activity of [GABRA1 protein binds to GABRB2 protein binds to GABRG2 protein]],affects^binding|increases^activity|increases^reaction,11812690
Urethane,D014520,51-79-6,GRIN1,2902,protein,Homo sapiens,9606,Urethane inhibits the reaction [Excitatory Amino Acid Agonists binds to and results in increased activity of [GRIN1 protein binds to GRIN2A protein]],affects^binding|decreases^reaction|increases^activity,11812690
Urethane,D014520,51-79-6,GRIN2A,2903,protein,Homo sapiens,9606,Urethane inhibits the reaction [Excitatory Amino Acid Agonists binds to and results in increased activity of [GRIN1 protein binds to GRIN2A protein]],affects^binding|decreases^reaction|increases^activity,11812690
Uric Acid,D014527,69-93-2,PARP1,142,protein,Homo sapiens,9606,Uric Acid inhibits the reaction [sodium arsenite inhibits the reaction [PARP1 protein binds to Zinc]],affects^binding|decreases^reaction,31152818
Uric Acid,D014527,69-93-2,PYCARD,29108,protein,Homo sapiens,9606,Apigenin inhibits the reaction [Uric Acid promotes the reaction [PYCARD protein binds to PYCARD protein]],affects^binding|decreases^reaction|increases^reaction,29960001
Uridine Diphosphate,D014530,58-98-0,CXCL8,3576,protein,Homo sapiens,9606,[Uridine Diphosphate binds to and results in increased activity of CYSLTR1 protein] which results in increased expression of CXCL8 protein,affects^binding|increases^activity|increases^expression,20083671
Uridine Diphosphate,D014530,58-98-0,CYSLTR1,10800,protein,Homo sapiens,9606,montelukast inhibits the reaction [[Uridine Diphosphate binds to and results in increased activity of CYSLTR1 protein] which results in increased abundance of Calcium],affects^binding|decreases^reaction|increases^abundance|increases^activity,20083671
Uridine Diphosphate Galactose,D014531,2956-16-3,GALE,2582,protein,Homo sapiens,9606,Uridine Diphosphate Galactose binds to GALE protein,affects^binding,25526675
Uridine Diphosphate Galactose,D014531,2956-16-3,UXS1,80146,protein,Homo sapiens,9606,[Uridine Diphosphate Galactose co-treated with NAD] binds to UXS1 protein,affects^binding|affects^cotreatment,25526675
Uridine Diphosphate Glucose,D014532,133-89-1,GALE,2582,protein,Homo sapiens,9606,Uridine Diphosphate Glucose binds to GALE protein,affects^binding,25526675
Uridine Diphosphate Glucose,D014532,133-89-1,UXS1,80146,protein,Homo sapiens,9606,[Uridine Diphosphate Glucose co-treated with NAD] binds to UXS1 protein,affects^binding|affects^cotreatment,25526675
Uridine Diphosphate Glucuronic Acid,D014535,2616-64-0,B3GAT3,26229,protein,Homo sapiens,9606,B3GAT3 protein binds to Uridine Diphosphate Glucuronic Acid,affects^binding,11986319
Uridine Diphosphate Glucuronic Acid,D014535,2616-64-0,GALE,2582,protein,Homo sapiens,9606,Uridine Diphosphate Glucuronic Acid binds to GALE protein,affects^binding,25526675
Uridine Diphosphate Glucuronic Acid,D014535,2616-64-0,UXS1,80146,protein,Homo sapiens,9606,[Uridine Diphosphate Glucuronic Acid co-treated with NAD] binds to UXS1 protein,affects^binding|affects^cotreatment,25526675
Uridine Diphosphate N-Acetylgalactosamine,D014536,7277-98-7,GALE,2582,protein,Homo sapiens,9606,Uridine Diphosphate N-Acetylgalactosamine binds to GALE protein,affects^binding,25526675
Uridine Triphosphate,D014544,63-39-8,P2RY2,5029,protein,Homo sapiens,9606,Endocannabinoids inhibits the reaction [Uridine Triphosphate binds to and results in increased activity of P2RY2 protein],affects^binding|decreases^reaction|increases^activity,30102254
Ursodeoxycholic Acid,D014580,128-13-2,EP300,2033,protein,Homo sapiens,9606,[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to NR3C1 protein binds to HNF1A protein binds to SLC4A2 promoter alternative form],affects^binding|affects^cotreatment|increases^reaction,18188457
Ursodeoxycholic Acid,D014580,128-13-2,HNF1A,6927,protein,Homo sapiens,9606,[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to NR3C1 protein binds to HNF1A protein binds to SLC4A2 promoter alternative form],affects^binding|affects^cotreatment|increases^reaction,18188457
Ursodeoxycholic Acid,D014580,128-13-2,HNF1B,6928,protein,Homo sapiens,9606,[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [HNF1B protein binds to NR3C1 protein binds to EP300 protein binds to SLC4A2 promoter alternative form],affects^binding|affects^cotreatment|increases^reaction,18188457
Ursodeoxycholic Acid,D014580,128-13-2,NR1H4,9971,protein,Homo sapiens,9606,Chenodeoxycholic Acid inhibits the reaction [Ursodeoxycholic Acid binds to NR1H4 protein],affects^binding|decreases^reaction,15935148
Ursodeoxycholic Acid,D014580,128-13-2,NR3C1,2908,protein,Homo sapiens,9606,[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to NR3C1 protein binds to HNF1A protein binds to SLC4A2 promoter alternative form],affects^binding|affects^cotreatment|increases^reaction,18188457
Ursolic Acid,D000097245,,BCL2,596,protein,Homo sapiens,9606,Ursolic Acid inhibits the reaction [BCL2 protein binds to BECN1 protein],affects^binding|decreases^reaction,24802810
Ursolic Acid,D000097245,,BECN1,8678,protein,Homo sapiens,9606,Ursolic Acid inhibits the reaction [BCL2 protein binds to BECN1 protein],affects^binding|decreases^reaction,24802810
Ursolic Acid,D000097245,,EIF2AK3,9451,protein,Homo sapiens,9606,Ursolic Acid inhibits the reaction [HSPA5 protein binds to EIF2AK3 protein],affects^binding|decreases^reaction,24802810
Ursolic Acid,D000097245,,HSPA5,3309,protein,Homo sapiens,9606,Ursolic Acid inhibits the reaction [HSPA5 protein binds to EIF2AK3 protein],affects^binding|decreases^reaction,24802810
"Vaccines, Virus-Like Particle",D058425,,IL12A,3592,protein,Homo sapiens,9606,"Estradiol inhibits the reaction [Vaccines, Virus-Like Particle results in increased expression of [IL12A protein binds to IL12B protein]]",affects^binding|decreases^reaction|increases^expression,20130130
"Vaccines, Virus-Like Particle",D058425,,IL12B,3593,protein,Homo sapiens,9606,"Estradiol inhibits the reaction [Vaccines, Virus-Like Particle results in increased expression of [IL12A protein binds to IL12B protein]]",affects^binding|decreases^reaction|increases^expression,20130130
valdecoxib,C406224,,CA2,760,protein,Homo sapiens,9606,valdecoxib binds to and results in decreased activity of CA2 protein,affects^binding|decreases^activity,17826101
valdecoxib,C406224,,CA3,761,protein,Homo sapiens,9606,valdecoxib binds to and results in decreased activity of CA3 protein,affects^binding|decreases^activity,17826101
Valerates,D014631,,FOLH1,2346,protein,Homo sapiens,9606,"[2-(3-(1,3-dicarboxypropyl)ureido)pentanedioic acid binds to Aminocaproic Acid binds to 1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane binds to Valerates binds to bombesin (7-14) binds to Copper] inhibits the reaction [isospaglumic acid binds to FOLH1 protein]",affects^binding|decreases^reaction,24508213
Valerates,D014631,,GRPR,2925,protein,Homo sapiens,9606,"[2-(3-(1,3-dicarboxypropyl)ureido)pentanedioic acid binds to Aminocaproic Acid binds to 1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane binds to Valerates binds to bombesin (7-14) binds to Copper] inhibits the reaction [bombesin, Tyr(4)- binds to GRPR protein]",affects^binding|decreases^reaction,24508213
Valinomycin,D014634,2001-95-8,ESR1,2099,protein,Homo sapiens,9606,Valinomycin binds to and results in decreased activity of ESR1 protein,affects^binding|decreases^activity,25752796
Valinomycin,D014634,2001-95-8,ESR2,2100,protein,Homo sapiens,9606,Valinomycin binds to and results in decreased activity of ESR2 protein,affects^binding|decreases^activity,25752796
Valinomycin,D014634,2001-95-8,THRA,7067,protein,Homo sapiens,9606,Valinomycin binds to and results in decreased activity of THRA protein,affects^binding|decreases^activity,25752796
Valproic Acid,D014635,99-66-1,ALB,213,protein,Homo sapiens,9606,Fenoprofen inhibits the reaction [Valproic Acid binds to ALB protein],affects^binding|decreases^reaction,8946661
Valproic Acid,D014635,99-66-1,CREB1,1385,protein,Homo sapiens,9606,Valproic Acid promotes the reaction [CREB1 protein binds to XPC promoter],affects^binding|increases^reaction,21507255
Valproic Acid,D014635,99-66-1,H4C16,121504,protein,Homo sapiens,9606,Valproic Acid promotes the reaction [H4C16 protein modified form binds to SLC1A2 promoter],affects^binding|increases^reaction,19924110
Valproic Acid,D014635,99-66-1,PPARA,5465,protein,Homo sapiens,9606,Valproic Acid binds to and results in increased activity of PPARA protein,affects^binding|increases^activity,24489787
Valproic Acid,D014635,99-66-1,PPARD,5467,protein,Homo sapiens,9606,Valproic Acid binds to and results in increased activity of PPARD protein,affects^binding|increases^activity,24489787
Valproic Acid,D014635,99-66-1,PPARG,5468,protein,Homo sapiens,9606,Valproic Acid binds to and results in increased activity of PPARG protein,affects^binding|increases^activity,24489787
Valproic Acid,D014635,99-66-1,SP1,6667,protein,Homo sapiens,9606,Valproic Acid promotes the reaction [SP1 protein binds to XPC promoter],affects^binding|increases^reaction,21507255
Valsartan,D000068756,,AGTR1,185,protein,Homo sapiens,9606,Valsartan binds to and results in decreased activity of AGTR1 protein,affects^binding|decreases^activity,28973481
Vanadates,D014638,,ABCC1,4363,protein,Homo sapiens,9606,Vanadates promotes the reaction [Adenosine Diphosphate binds to ABCC1 protein],affects^binding|increases^reaction,18336795
Vanadates,D014638,,ABCG5,64240,protein,Homo sapiens,9606,Vanadates results in decreased activity of [ABCG5 protein binds to ABCG8 protein],affects^binding|decreases^activity,17055487
Vanadates,D014638,,ABCG8,64241,protein,Homo sapiens,9606,Vanadates results in decreased activity of [ABCG5 protein binds to ABCG8 protein],affects^binding|decreases^activity,17055487
Vanadates,D014638,,ESR1,2099,protein,Homo sapiens,9606,Vanadates inhibits the reaction [Estradiol binds to ESR1 protein],affects^binding|decreases^reaction,12746304
Vanadium,D014639,7440-62-2,AHR,196,protein,Homo sapiens,9606,Vanadium inhibits the reaction [[AHR protein binds to ARNT protein] which binds to CYP1A1 promoter],affects^binding|decreases^reaction,18541696
Vanadium,D014639,7440-62-2,ARNT,405,protein,Homo sapiens,9606,Vanadium inhibits the reaction [[AHR protein binds to ARNT protein] which binds to CYP1A1 promoter],affects^binding|decreases^reaction,18541696
vanadyl sulfate,C034028,27774-13-6,NFKB1,4790,protein,Homo sapiens,9606,MRAS mutant form inhibits the reaction [vanadyl sulfate results in increased activity of and affects the localization of [RELA protein binds to NFKB1 protein]],affects^binding|affects^localization|decreases^reaction|increases^activity,11943669
vanadyl sulfate,C034028,27774-13-6,RELA,5970,protein,Homo sapiens,9606,MRAS mutant form inhibits the reaction [vanadyl sulfate results in increased activity of and affects the localization of [RELA protein binds to NFKB1 protein]],affects^binding|affects^localization|decreases^reaction|increases^activity,11943669
vandetanib,C452423,,KCNH2,3757,protein,Homo sapiens,9606,vandetanib binds to KCNH2 protein,affects^binding,29630634
vanillin,C100058,121-33-5,FBP1,2203,protein,Homo sapiens,9606,vanillin binds to FBP1 protein,affects^binding,33823243
vanillin,C100058,121-33-5,G6PC1,2538,protein,Homo sapiens,9606,vanillin binds to G6PC1 protein,affects^binding,33823243
vanillin,C100058,121-33-5,PYGL,5836,protein,Homo sapiens,9606,vanillin binds to PYGL protein,affects^binding,33823243
vanoxerine,C043425,,SLC18A2,6571,protein,Homo sapiens,9606,vanoxerine binds to SLC18A2 protein,affects^binding,7912402
vanoxerine,C043425,,SLC6A3,6531,protein,Homo sapiens,9606,vanoxerine binds to SLC6A3 protein,affects^binding,11249581
Varenicline,D000068580,,CHRNA4,1137,protein,Homo sapiens,9606,Varenicline binds to and results in increased activity of [CHRNA4 protein binds to CHRNB2 protein],affects^binding|increases^activity,20207347|20331614|20373480|20388087
Varenicline,D000068580,,CHRNB2,1141,protein,Homo sapiens,9606,Varenicline binds to and results in increased activity of [CHRNA4 protein binds to CHRNB2 protein],affects^binding|increases^activity,20207347|20331614|20373480|20388087
"variegin protein, Amblyomma variegatum",C524038,,F2,2147,protein,Homo sapiens,9606,"variegin protein, Amblyomma variegatum binds to and results in decreased activity of F2 protein",affects^binding|decreases^activity,19644995
"vasopressin, Phe(2)-Ile(3)-Hgn(4)-Orn(iPr)(8)-",C559490,,AVPR1A,552,protein,Homo sapiens,9606,"vasopressin, Phe(2)-Ile(3)-Hgn(4)-Orn(iPr)(8)- binds to and results in increased activity of AVPR1A protein",affects^binding|increases^activity,21688787
VCE-003,C581223,,CNR2,1269,protein,Homo sapiens,9606,VCE-003 binds to CNR2 protein,affects^binding,22971837
Vecuronium Bromide,D014673,50700-72-6,CHRM1,1128,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [N-Methylscopolamine binds to CHRM1 protein],affects^binding|decreases^reaction,9846649
Vecuronium Bromide,D014673,50700-72-6,CHRM2,1129,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [N-Methylscopolamine binds to CHRM2 protein],affects^binding|decreases^reaction,9846649
Vecuronium Bromide,D014673,50700-72-6,CHRM3,1131,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [N-Methylscopolamine binds to CHRM3 protein],affects^binding|decreases^reaction,9846649
Vecuronium Bromide,D014673,50700-72-6,CHRM4,1132,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [N-Methylscopolamine binds to CHRM4 protein],affects^binding|decreases^reaction,9846649
Vecuronium Bromide,D014673,50700-72-6,CHRM5,1133,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [N-Methylscopolamine binds to CHRM5 protein],affects^binding|decreases^reaction,9846649
Vecuronium Bromide,D014673,50700-72-6,CHRNA3,1136,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [Acetylcholine results in increased activity of [CHRNA3 protein binds to CHRNB2 protein]],affects^binding|decreases^reaction|increases^activity,16931985
Vecuronium Bromide,D014673,50700-72-6,CHRNA4,1137,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [Acetylcholine results in increased activity of [CHRNA4 protein binds to CHRNB2 protein]],affects^binding|decreases^reaction|increases^activity,16931985
Vecuronium Bromide,D014673,50700-72-6,CHRNB2,1141,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [Acetylcholine results in increased activity of [CHRNA3 protein binds to CHRNB2 protein]],affects^binding|decreases^reaction|increases^activity,16931985
Vecuronium Bromide,D014673,50700-72-6,CHRNB4,1143,protein,Homo sapiens,9606,Vecuronium Bromide inhibits the reaction [Acetylcholine results in increased activity of [CHRNA3 protein binds to CHRNB4 protein]],affects^binding|decreases^reaction|increases^activity,16931985
Vehicle Emissions,D001335,,AR,367,protein,Homo sapiens,9606,Vehicle Emissions analog inhibits the reaction [Metribolone binds to AR protein],affects^binding|decreases^reaction,16916032
Vehicle Emissions,D001335,,BAK1,578,protein,Homo sapiens,9606,Vehicle Emissions promotes the reaction [BAK1 protein binds to BCL2L1 protein],affects^binding|increases^reaction,28189646
Vehicle Emissions,D001335,,BCL2L1,598,protein,Homo sapiens,9606,Vehicle Emissions promotes the reaction [BAK1 protein binds to BCL2L1 protein],affects^binding|increases^reaction,28189646
Vehicle Emissions,D001335,,CDH5,1003,protein,Homo sapiens,9606,Vehicle Emissions inhibits the reaction [KDR protein binds to CDH5 protein],affects^binding|decreases^reaction,22507881
Vehicle Emissions,D001335,,DNMT1,1786,protein,Homo sapiens,9606,Acetylcysteine inhibits the reaction [[Vehicle Emissions results in increased abundance of Particulate Matter] inhibits the reaction [DNMT1 protein binds to CDKN2A promoter]],affects^binding|decreases^reaction|increases^abundance,31551408
Vehicle Emissions,D001335,,DNMT3B,1789,protein,Homo sapiens,9606,[Vehicle Emissions results in increased abundance of Particulate Matter] inhibits the reaction [DNMT3B protein binds to CDKN2A promoter],affects^binding|decreases^reaction|increases^abundance,31551408
Vehicle Emissions,D001335,,EP300,2033,protein,Homo sapiens,9606,Vehicle Emissions promotes the reaction [EP300 protein binds to PTGS2 promoter],affects^binding|increases^reaction,17395887
Vehicle Emissions,D001335,,ESR1,2099,protein,Homo sapiens,9606,alpha-naphthoflavone inhibits the reaction [Vehicle Emissions analog inhibits the reaction [Estradiol binds to ESR1 protein]],affects^binding|decreases^reaction,15253042
Vehicle Emissions,D001335,,EZH2,2146,protein,Homo sapiens,9606,Acetylcysteine inhibits the reaction [[Vehicle Emissions results in increased abundance of Particulate Matter] inhibits the reaction [EZH2 protein binds to CDKN2A promoter]],affects^binding|decreases^reaction|increases^abundance,31551408
Vehicle Emissions,D001335,,IL12A,3592,protein,Homo sapiens,9606,[Vehicle Emissions co-treated with Ozone] results in decreased expression of [IL12A protein binds to IL12B protein],affects^binding|affects^cotreatment|decreases^expression,27058360
Vehicle Emissions,D001335,,IL12B,3593,protein,Homo sapiens,9606,[Vehicle Emissions co-treated with Ozone] results in decreased expression of [IL12A protein binds to IL12B protein],affects^binding|affects^cotreatment|decreases^expression,27058360
Vehicle Emissions,D001335,,KDM2A,22992,protein,Homo sapiens,9606,Acetylcysteine inhibits the reaction [[Vehicle Emissions results in increased abundance of Particulate Matter] promotes the reaction [KDM2A protein binds to CDKN2A promoter]],affects^binding|decreases^reaction|increases^abundance|increases^reaction,31551408
Vehicle Emissions,D001335,,KDR,3791,protein,Homo sapiens,9606,Vehicle Emissions inhibits the reaction [KDR protein binds to CDH5 protein],affects^binding|decreases^reaction,22507881
Vehicle Emissions,D001335,,NFKB1,4790,protein,Homo sapiens,9606,Vehicle Emissions analog inhibits the reaction [Lipopolysaccharides promotes the reaction [NFKB1 protein binds to RELA protein]],affects^binding|decreases^reaction|increases^reaction,16890772
Vehicle Emissions,D001335,,PDGFB,5155,protein,Homo sapiens,9606,Vehicle Emissions inhibits the reaction [PDGFB protein binds to PDGFB protein],affects^binding|decreases^reaction,28189646
Vehicle Emissions,D001335,,PLCB3,5331,protein,Homo sapiens,9606,Vehicle Emissions promotes the reaction [PLCB3 protein binds to TRPV4 protein],affects^binding|increases^reaction,21245013
Vehicle Emissions,D001335,,RELA,5970,protein,Homo sapiens,9606,Vehicle Emissions analog inhibits the reaction [Lipopolysaccharides promotes the reaction [NFKB1 protein binds to RELA protein]],affects^binding|decreases^reaction|increases^reaction,16890772
Vehicle Emissions,D001335,,STAT3,6774,protein,Homo sapiens,9606,[STAT3 protein binds to CDKN1A promoter] promotes the reaction [Vehicle Emissions results in increased expression of CDKN1A mRNA],affects^binding|increases^expression|increases^reaction,19329556
Vehicle Emissions,D001335,,TET1,80312,protein,Homo sapiens,9606,Acetylcysteine inhibits the reaction [[Vehicle Emissions results in increased abundance of Particulate Matter] promotes the reaction [TET1 protein binds to CDKN2A promoter]],affects^binding|decreases^reaction|increases^abundance|increases^reaction,31551408
Vehicle Emissions,D001335,,TRPA1,8989,protein,Homo sapiens,9606,Vehicle Emissions binds to and results in increased activity of TRPA1 protein,affects^binding|increases^activity,21591660
Vehicle Emissions,D001335,,TRPV4,59341,protein,Homo sapiens,9606,Vehicle Emissions promotes the reaction [PLCB3 protein binds to TRPV4 protein],affects^binding|increases^reaction,21245013
veliparib,C521013,,PARP1,142,protein,Homo sapiens,9606,veliparib binds to and results in decreased activity of PARP1 protein,affects^binding|decreases^activity,28001384
veliparib,C521013,,PARP10,84875,protein,Homo sapiens,9606,veliparib binds to PARP10 protein,affects^binding,28001384
veliparib,C521013,,PARP2,10038,protein,Homo sapiens,9606,PARP2 protein binds to veliparib,affects^binding,20092359
venetoclax,C579720,,ABCG2,9429,protein,Homo sapiens,9606,venetoclax binds to ABCG2 protein,affects^binding,33954893
VER-246608,C000602510,,PDK2,5164,protein,Homo sapiens,9606,VER-246608 binds to and results in decreased activity of PDK2 protein,affects^binding|decreases^activity,25404640
Verapamil,D014700,52-53-9,ABCB1,5243,protein,Homo sapiens,9606,Verapamil binds to and affects the activity of ABCB1 protein,affects^activity|affects^binding,32497533
Verapamil,D014700,52-53-9,ADRA1A,148,protein,Homo sapiens,9606,Verapamil binds to ADRA1A protein,affects^binding,9570190
Verapamil,D014700,52-53-9,ADRA1B,147,protein,Homo sapiens,9606,Verapamil binds to ADRA1B protein,affects^binding,9570190
Verapamil,D014700,52-53-9,ADRA1D,146,protein,Homo sapiens,9606,Verapamil binds to ADRA1D protein,affects^binding,9570190
verlukast,C059141,,ABCC1,4363,protein,Homo sapiens,9606,"[verlukast binds to and results in decreased activity of ABCC1 protein] inhibits the reaction [15-deoxy-delta(12,14)-prostaglandin J2 results in increased expression of GCLC protein]",affects^binding|decreases^activity|decreases^reaction|increases^expression,21728338
verlukast,C059141,,AR,367,protein,Homo sapiens,9606,verlukast binds to and results in decreased activity of AR protein,affects^binding|decreases^activity,25752796
verlukast,C059141,,CYSLTR1,10800,protein,Homo sapiens,9606,alpha-pentyl-3-(2-quinolinylmethoxy)benzenemethanol inhibits the reaction [verlukast binds to and results in decreased activity of CYSLTR1 protein],affects^binding|decreases^activity|decreases^reaction,14718577
verlukast,C059141,,CYSLTR2,57105,protein,Homo sapiens,9606,verlukast binds to and results in decreased activity of CYSLTR2 protein,affects^binding|decreases^activity,10851239
verlukast,C059141,,ESR1,2099,protein,Homo sapiens,9606,verlukast binds to and results in decreased activity of ESR1 protein,affects^binding|decreases^activity,25752796
verlukast,C059141,,ESR2,2100,protein,Homo sapiens,9606,verlukast binds to and results in decreased activity of ESR2 protein,affects^binding|decreases^activity,25752796
verlukast,C059141,,GCLC,2729,protein,Homo sapiens,9606,"[verlukast binds to and results in decreased activity of ABCC1 protein] inhibits the reaction [15-deoxy-delta(12,14)-prostaglandin J2 results in increased expression of GCLC protein]",affects^binding|decreases^activity|decreases^reaction|increases^expression,21728338
vernakalant,C524581,,KCNA5,3741,protein,Homo sapiens,9606,vernakalant binds to and results in decreased activity of KCNA5 protein,affects^binding|decreases^activity,17872968
versalide,C023054,88-29-9,AR,367,protein,Homo sapiens,9606,versalide binds to and results in decreased activity of AR protein,affects^binding|decreases^activity,15537743
versalide,C023054,88-29-9,ESR2,2100,protein,Homo sapiens,9606,versalide binds to and results in decreased activity of ESR2 protein,affects^binding|decreases^activity,15537743
versalide,C023054,88-29-9,PGR,5241,protein,Homo sapiens,9606,versalide binds to and results in decreased activity of PGR protein,affects^binding|decreases^activity,15537743
vestipitant,C534550,,TACR1,6869,protein,Homo sapiens,9606,vestipitant binds to and results in decreased activity of TACR1 protein,affects^binding|decreases^activity,21229983
vicriviroc,C486781,,CCL3,6348,protein,Homo sapiens,9606,vicriviroc inhibits the reaction [CCL3 protein binds to CCR5 protein],affects^binding|decreases^reaction,15644495
vicriviroc,C486781,,CCL5,6352,protein,Homo sapiens,9606,vicriviroc inhibits the reaction [CCL5 protein binds to CCR5 protein],affects^binding|decreases^reaction,15644495
vicriviroc,C486781,,CCR5,1234,protein,Homo sapiens,9606,vicriviroc inhibits the reaction [CCL3 protein binds to CCR5 protein],affects^binding|decreases^reaction,15644495
Vinblastine,D014747,865-21-4,ABCB1,5243,protein,Homo sapiens,9606,[Elacridar binds to and results in decreased activity of ABCB1 protein] which results in decreased export of Vinblastine,affects^binding|decreases^activity|decreases^export,23976943
Vinblastine,D014747,865-21-4,IKBKB,3551,protein,Homo sapiens,9606,Vinblastine results in decreased localization of [IKBKB protein binds to NFKBIA protein],affects^binding|decreases^localization,17029595
Vinblastine,D014747,865-21-4,NFKBIA,4792,protein,Homo sapiens,9606,Vinblastine results in decreased localization of [IKBKB protein binds to NFKBIA protein],affects^binding|decreases^localization,17029595
