ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,GeneForms,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
10-deacetylpaclitaxel,C095360,,ABCB1,5243,protein,Homo sapiens,9606,10-deacetylpaclitaxel binds to ABCB1 protein,affects^binding,29625142
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,AZGP1,563,protein,Homo sapiens,9606,10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide binds to AZGP1 protein,affects^binding,19539807
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,KIF3C,3797,protein,Homo sapiens,9606,10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide binds to KIF3C protein,affects^binding,19539807
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,KRT1,3848,protein,Homo sapiens,9606,10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide binds to KRT1 protein,affects^binding,19539807
10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide,C403065,,TF,7018,protein,Homo sapiens,9606,10-(fluoroethoxyphosphinyl)-N-(biotinamidopentyl)decanamide binds to TF protein,affects^binding,18930948
10-hydroxywarfarin,C065719,83219-99-2,CYP2C9,1559,protein,Homo sapiens,9606,10-hydroxywarfarin binds to and results in decreased activity of CYP2C9 protein,affects^binding|decreases^activity,20429590
10-hydroxywarfarin,C065719,83219-99-2,NR1I2,8856,protein,Homo sapiens,9606,10-hydroxywarfarin binds to and results in increased activity of NR1I2 protein,affects^binding|increases^activity,20735727
10-hydroxywarfarin,C065719,83219-99-2,UGT2B7,7364,protein,Homo sapiens,9606,10-hydroxywarfarin binds to and results in decreased activity of UGT2B7 protein,affects^binding|decreases^activity,25393417
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,CASP3,836,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [XIAP protein binds to CASP3 protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,CASP8,841,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FADD protein binds to CASP8 protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,CASP9,842,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [XIAP protein binds to CASP9 protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,DIABLO,56616,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one promotes the reaction [XIAP protein binds to DIABLO protein]",affects^binding|increases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FADD,8772,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FADD protein binds to CASP8 protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FAS,355,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FAS protein binds to FASLG protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,FASLG,356,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [FAS protein binds to FASLG protein]",affects^binding|decreases^reaction,20833157
"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one",C554291,,XIAP,331,protein,Homo sapiens,9606,"10-methoxy-2,2-dimethyl-2,6-dihydropyrano(3,2-c)quinolin-5-one inhibits the reaction [XIAP protein binds to CASP3 protein]",affects^binding|decreases^reaction,20833157
10-nitro-oleic acid,C521487,,ABCC1,4363,protein,Homo sapiens,9606,[Glutathione binds to 10-nitro-oleic acid] promotes the reaction [ABCC1 protein results in increased export of 10-nitro-oleic acid metabolite],affects^binding|increases^export|increases^reaction,29158255
"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone",C471674,,TOP2A,7153,protein,Homo sapiens,9606,"10'(Z),13'(E),15'(E)-heptadecatrienylhydroquinone binds to TOP2A protein",affects^binding,23088786
"1,10-phenanthroline",C025205,66-71-7,AHR,196,protein,Homo sapiens,9606,"[copper(II) nitrate binds to 1,10-phenanthroline binds to Quinolones] which results in increased activity of AHR protein",affects^binding|increases^activity,27180721
"1,10-phenanthroline",C025205,66-71-7,H2AX,3014,protein,Homo sapiens,9606,"[Copper binds to phthalic acid binds to 1,10-phenanthroline] which results in increased expression of H2AX protein modified form",affects^binding|increases^expression,22659117
111In-DOTA-TOC,C507387,,SSTR2,6752,protein,Homo sapiens,9606,111In-DOTA-TOC binds to SSTR2 protein,affects^binding,10353735
"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane",C495657,,CAT,847,protein,Homo sapiens,9606,"1,1,1-trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane binds to CAT protein",affects^binding,32278787
"1,1,1-trichloroethane",C024566,71-55-6,GABRA1,2554,protein,Homo sapiens,9606,"1,1,1-trichloroethane promotes the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB1 protein]]",affects^binding|increases^activity|increases^reaction,10825391
"1,1,1-trichloroethane",C024566,71-55-6,GABRB1,2560,protein,Homo sapiens,9606,"1,1,1-trichloroethane promotes the reaction [gamma-Aminobutyric Acid results in increased activity of [GABRA1 protein binds to GABRB1 protein]]",affects^binding|increases^activity|increases^reaction,10825391
"1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane",C572723,,FOLH1,2346,protein,Homo sapiens,9606,"[2-(3-(1,3-dicarboxypropyl)ureido)pentanedioic acid binds to Aminocaproic Acid binds to 1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane binds to Valerates binds to bombesin (7-14) binds to Copper] inhibits the reaction [isospaglumic acid binds to FOLH1 protein]",affects^binding|decreases^reaction,24508213
"1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane",C572723,,GRPR,2925,protein,Homo sapiens,9606,"[2-(3-(1,3-dicarboxypropyl)ureido)pentanedioic acid binds to Aminocaproic Acid binds to 1-(1,3-carboxypropyl)-4,7-carboxymethyl-1,4,7-triazacyclononane binds to Valerates binds to bombesin (7-14) binds to Copper] inhibits the reaction [bombesin, Tyr(4)- binds to GRPR protein]",affects^binding|decreases^reaction,24508213
1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea,C557705,,EPHX2,2053,protein,Homo sapiens,9606,1-(1-acetyl-piperidine-4-yl)-3-adamantan-1-yl-urea binds to and results in decreased activity of EPHX2 protein,affects^binding|decreases^activity,30472438
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,AXIN2,8313,protein,Homo sapiens,9606,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [TGFB1 protein promotes the reaction [NR4A1 protein binds to AXIN2 protein]]",affects^binding|decreases^reaction|increases^reaction,26929200
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,EP300,2033,protein,Homo sapiens,9606,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [EP300 protein binds to BIRC5 promoter]",affects^binding|decreases^reaction,20660371
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,NR4A1,3164,protein,Homo sapiens,9606,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [NR4A1 protein binds to TXNDC5 promoter]",affects^binding|decreases^reaction,24515801
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,SP1,6667,protein,Homo sapiens,9606,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [EP300 protein binds to SP1 protein]",affects^binding|decreases^reaction,20660371
"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane",C552530,,TGFB1,7040,protein,Homo sapiens,9606,"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane inhibits the reaction [TGFB1 protein promotes the reaction [NR4A1 protein binds to AXIN2 protein]]",affects^binding|decreases^reaction|increases^reaction,26929200
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,ESR1,2099,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene binds to ESR1 protein",affects^binding,31836225
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,ESR2,2100,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene affects the reaction [afimoxifene binds to ESR2 protein]",affects^binding|affects^reaction,34499926
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,GPER1,2852,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene binds to GPER1 protein",affects^binding,34328988
"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",C000705689,,SRA1,10011,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene inhibits the reaction [SRA1 protein binds to ESR2 protein]",affects^binding|decreases^reaction,34499926
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,AR,367,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane inhibits the reaction [Dihydrotestosterone binds to and results in increased activity of AR protein]",affects^binding|decreases^reaction|increases^activity,27561732
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,ESR1,2099,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane binds to and results in decreased activity of ESR1 protein",affects^binding|decreases^activity,32387340
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,ESR2,2100,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane binds to ESR2 protein",affects^binding,31836225|34499926
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,ESRRG,2104,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane inhibits the reaction [bisphenol A binds to ESRRG protein]",affects^binding|decreases^reaction,31195007
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,NR1I2,8856,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane binds to and results in increased activity of NR1I2 protein",affects^binding|increases^activity,20869355
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,NR1I3,9970,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane binds to and results in increased activity of NR1I3 protein alternative form",affects^binding|increases^activity,20869355
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,NR3C1,2908,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane inhibits the reaction [Dexamethasone binds to NR3C1 protein]",affects^binding|decreases^reaction,28078411
"1,1-bis(4-hydroxyphenyl)cyclohexane",C517113,,PGR,5241,protein,Homo sapiens,9606,"1,1-bis(4-hydroxyphenyl)cyclohexane inhibits the reaction [Progesterone binds to PGR protein]",affects^binding|decreases^reaction,31195007
11-(dansylamino)undecanoic acid,C054400,73025-02-2,AMBP,259,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to AMBP protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,APOD,347,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to APOD protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,C8G,733,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to C8G protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,FABP1,2168,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to FABP1 protein,affects^binding,31110286
11-(dansylamino)undecanoic acid,C054400,73025-02-2,LCN1,3933,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to LCN1 protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,OBP2A,29991,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to OBP2A protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,ORM1,5004,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to ORM1 protein,affects^binding,16461020
11-(dansylamino)undecanoic acid,C054400,73025-02-2,PTGDS,5730,protein,Homo sapiens,9606,11-(dansylamino)undecanoic acid binds to PTGDS protein,affects^binding,16461020
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,GUCY1A1,2982,protein,Homo sapiens,9606,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased activity of [GUCY1A1 protein binds to GUCY1B1 protein]",affects^binding|increases^activity,22171090
"1,1-diethyl-2-hydroxy-2-nitrosohydrazine",C084012,86831-65-4,GUCY1B1,2983,protein,Homo sapiens,9606,"1,1-diethyl-2-hydroxy-2-nitrosohydrazine results in increased activity of [GUCY1A1 protein binds to GUCY1B1 protein]",affects^binding|increases^activity,22171090
1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one,C547593,,AHR,196,protein,Homo sapiens,9606,1-(1H-indol-3-yl)-3-(3H-indol-3-ylidene)propan-2-one binds to and results in increased activity of AHR protein,affects^binding|increases^activity,19860415
11-hydroxy-delta(9)-tetrahydrocannabinol,C001427,26108-40-7,FABP1,2168,protein,Homo sapiens,9606,11-hydroxy-delta(9)-tetrahydrocannabinol inhibits the reaction [11-(dansylamino)undecanoic acid binds to FABP1 protein],affects^binding|decreases^reaction,31110286
"1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine",C519817,,HRH3,11255,protein,Homo sapiens,9606,"1-(1-methylethyl)-4-((1-(6-(trifluoromethyl)-3-pyridinyl)-4-piperidinyl)carbonyl)hexahydro-1H-1,4-diazepine binds to and results in decreased activity of HRH3 protein",affects^binding|decreases^activity,17276409
11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,FABP1,2168,protein,Homo sapiens,9606,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid inhibits the reaction [11-(dansylamino)undecanoic acid binds to FABP1 protein],affects^binding|decreases^reaction,31110286
1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone,C586414,,CNR1,1268,protein,Homo sapiens,9606,"1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to CNR1 protein]",affects^binding|decreases^reaction,29113898
1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone,C586414,,CNR2,1269,protein,Homo sapiens,9606,"1-(1-pentyl-1H-indol-3-yl)-2-o-tolylethanone inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to CNR2 protein]",affects^binding|decreases^reaction,29113898
1-(1-propynyl)pyrene,C402363,,CYP1B1,1545,protein,Homo sapiens,9606,1-(1-propynyl)pyrene binds to and results in decreased activity of CYP1B1 protein,affects^binding|decreases^activity,19563207
"1,2,3,4-tetrahydroisoquinoline",C014843,,DRD3,1814,protein,Homo sapiens,9606,"1,2,3,4-tetrahydroisoquinoline analog binds to DRD3 protein",affects^binding,15185375
"1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine",C570533,,DRD4,1815,protein,Homo sapiens,9606,"1-(2,3-dihydrobenzo(b)(1,4)dioxin-6-yl)-4-((6-fluoropyridin-3-yl)methyl)piperazine binds to DRD4 protein",affects^binding,22039961
1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol,C099060,127003-40-1,ADRA1A,148,protein,Homo sapiens,9606,1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol inhibits the reaction [Prazosin binds to ADRA1A protein],affects^binding|decreases^reaction,11937776
1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol,C099060,127003-40-1,ADRA1B,147,protein,Homo sapiens,9606,1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol inhibits the reaction [Prazosin binds to ADRA1B protein],affects^binding|decreases^reaction,11937776
1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol,C099060,127003-40-1,ADRA1D,146,protein,Homo sapiens,9606,1-(2-(3-methoxyphenyl)ethyl)phenoxy-3-(dimethylamino)-2-propanol inhibits the reaction [Prazosin binds to ADRA1D protein],affects^binding|decreases^reaction,11937776
"1,24,25-trihydroxyvitamin D3",C013721,50648-94-7,VDR,7421,protein,Homo sapiens,9606,"1,24,25-trihydroxyvitamin D3 affects the reaction [Calcitriol binds to VDR protein]",affects^binding|affects^reaction,7530193
"1,24-dihydroxyvitamin D2",C063087,124043-51-2,VDR,7421,protein,Homo sapiens,9606,"1,24-dihydroxyvitamin D2 binds to VDR protein",affects^binding,10927029
"1,2,4-triazolo(1,5-c)pyrimidine",C494034,,ADORA2A,135,protein,Homo sapiens,9606,"1,2,4-triazolo(1,5-c)pyrimidine analog binds to and results in decreased activity of ADORA2A protein",affects^binding|decreases^activity,19109019
"1,2,5,6-dibenzanthracene",C026486,53-70-3,AHR,196,protein,Homo sapiens,9606,"1,2,5,6-dibenzanthracene binds to and results in increased activity of AHR protein",affects^binding|increases^activity,15997229
"1,2,5,6-dibenzanthracene",C026486,53-70-3,AR,367,protein,Homo sapiens,9606,"1,2,5,6-dibenzanthracene binds to and results in increased activity of AR protein",affects^binding|increases^activity,10771140
"1,25-dihydroxy-26,27-dimethylcholecalciferol",C046127,97473-92-2,VDR,7421,protein,Homo sapiens,9606,"1,25-dihydroxy-26,27-dimethylcholecalciferol binds to and results in increased activity of VDR protein",affects^binding|increases^activity,20153625
"1,25-dihydroxyvitamin D",C097949,66772-14-3,HDAC2,3066,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D inhibits the reaction [HDAC2 protein binds to CDC25A enhancer]",affects^binding|decreases^reaction,23112173
"1,25-dihydroxyvitamin D",C097949,66772-14-3,MED1,5469,protein,Homo sapiens,9606,"[1,25-dihydroxyvitamin D co-treated with Okadaic Acid] promotes the reaction [VDR protein mutant form binds to MED1 protein]",affects^binding|affects^cotreatment|increases^reaction,16059639
"1,25-dihydroxyvitamin D",C097949,66772-14-3,MXD1,4084,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D inhibits the reaction [MXD1 protein binds to CDC25A enhancer]",affects^binding|decreases^reaction,23112173
"1,25-dihydroxyvitamin D",C097949,66772-14-3,MYC,4609,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D inhibits the reaction [MYC protein binds to CDC25A enhancer]",affects^binding|decreases^reaction,23112173
"1,25-dihydroxyvitamin D",C097949,66772-14-3,RXRA,6256,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D promotes the reaction [VDR protein binds to RXRA protein]",affects^binding|increases^reaction,15837528
"1,25-dihydroxyvitamin D",C097949,66772-14-3,SIN3A,25942,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D inhibits the reaction [SIN3A protein binds to CDC25A enhancer]",affects^binding|decreases^reaction,23112173
"1,25-dihydroxyvitamin D",C097949,66772-14-3,VDR,7421,protein,Homo sapiens,9606,"1,25-dihydroxyvitamin D binds to VDR protein",affects^binding,15837528
"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3",C408047,,MED1,5469,protein,Homo sapiens,9606,"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3 promotes the reaction [VDR protein mutant form binds to MED1 protein]",affects^binding|increases^reaction,16059639
"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3",C408047,,NCOA2,10499,protein,Homo sapiens,9606,"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3 promotes the reaction [VDR protein mutant form binds to NCOA2 protein]",affects^binding|increases^reaction,16059639
"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3",C408047,,VDR,7421,protein,Homo sapiens,9606,"1,25(OH)2-16-ene-23-yne-26,27-hexafluoro-19-nor-D3 promotes the reaction [VDR protein mutant form binds to MED1 protein]",affects^binding|increases^reaction,16059639
"1,2,7,8-tetrachlorodibenzofuran",C078328,58802-20-3,AHR,196,protein,Homo sapiens,9606,"1,2,7,8-tetrachlorodibenzofuran binds to AHR protein",affects^binding,1332906
"1,2-benzisothiazol-3(2H)-one, 2-(4-(4-(7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-1-piperazinyl)butyl)-, 1,1-dioxide",C106973,,HTR1A,3350,protein,Homo sapiens,9606,"1,2-benzisothiazol-3(2H)-one, 2-(4-(4-(7-chloro-2,3-dihydro-1,4-benzodioxin-5-yl)-1-piperazinyl)butyl)-, 1,1-dioxide binds to and results in decreased activity of HTR1A protein",affects^binding|decreases^activity,22050051
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",C025603,85233-19-8,CREBBP,1387,protein,Homo sapiens,9606,"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid inhibits the reaction [2-tert-butylhydroquinone promotes the reaction [CREBBP protein binds to NFE2L2 protein]]",affects^binding|decreases^reaction|increases^reaction,21443188
"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid",C025603,85233-19-8,NFE2L2,4780,protein,Homo sapiens,9606,"1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid inhibits the reaction [2-tert-butylhydroquinone promotes the reaction [CREBBP protein binds to NFE2L2 protein]]",affects^binding|decreases^reaction|increases^reaction,21443188
"1,2-bis-N-cytisinylethane",C482518,,CHRNA3,1136,protein,Homo sapiens,9606,"1,2-bis-N-cytisinylethane promotes the reaction [CHRNA3 protein binds to CHRNB2 protein]",affects^binding|increases^reaction,16273122
"1,2-bis-N-cytisinylethane",C482518,,CHRNB2,1141,protein,Homo sapiens,9606,"1,2-bis-N-cytisinylethane promotes the reaction [CHRNA3 protein binds to CHRNB2 protein]",affects^binding|increases^reaction,16273122
"1,2-bis-N-cytisinylethane",C482518,,CHRNB4,1143,protein,Homo sapiens,9606,"1,2-bis-N-cytisinylethane promotes the reaction [CHRNA3 protein binds to CHRNB2 protein binds to CHRNB4 protein]",affects^binding|increases^reaction,16273122
"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",C569107,,ANAPC2,29882,protein,Homo sapiens,9606,"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one inhibits the reaction [CCAR1 protein binds to ANAPC2 protein]",affects^binding|decreases^reaction,21903591
"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",C569107,,CCAR1,55749,protein,Homo sapiens,9606,"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one analog promotes the reaction [CCAR1 protein binds to H2AX protein]",affects^binding|increases^reaction,30769864
"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one",C569107,,H2AX,3014,protein,Homo sapiens,9606,"1-(2-chlorobenzyl)-5'-phenyl-3'H-spiro(indoline-3,2'-(1,3,4)thiadiazol)-2-one analog promotes the reaction [CCAR1 protein binds to H2AX protein]",affects^binding|increases^reaction,30769864
1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole,C000596114,,CNR1,1268,protein,Homo sapiens,9606,"1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to and results in increased activity of CNR1 protein]",affects^binding|decreases^reaction|increases^activity,27429655
1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole,C000596114,,CNR2,1269,protein,Homo sapiens,9606,"1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole inhibits the reaction [3-(2-hydroxy-4-(1,1-dimethylheptyl)phenyl)-4-(3-hydroxypropyl)cyclohexanol binds to and results in increased activity of CNR2 protein]",affects^binding|decreases^reaction|increases^activity,27429655
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",C517232,,AR,367,protein,Homo sapiens,9606,"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane binds to and results in increased activity of AR protein",affects^binding|increases^activity,17149866|20049203
"1',2'-dihydrorotenone",C044985,6659-45-6,ND1,4535,protein,Homo sapiens,9606,"1',2'-dihydrorotenone binds to ND1 protein",affects^binding,9452319
"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt",D014013,149-45-1,NOS3,4846,protein,Homo sapiens,9606,"1,2-Dihydroxybenzene-3,5-Disulfonic Acid Disodium Salt inhibits the reaction [Nickel results in decreased expression of [NOS3 protein binds to NOS3 protein]]",affects^binding|decreases^expression|decreases^reaction,23788629
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,CASP3,836,protein,Homo sapiens,9606,"[[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] co-treated with Silver Compounds] results in increased activity of CASP3 protein",affects^binding|affects^cotreatment|increases^activity,35385781
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,CASP9,842,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in increased activity of CASP9 protein]",affects^binding|affects^cotreatment|affects^reaction|increases^activity,35385781
"1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide",C512968,,CAT,847,protein,Homo sapiens,9606,"[[EGF protein binds to 1,2-dioleoyl-3-phosphoethanolamine-n-(poly(ethyleneglycol))-hydroxy succinamide] co-treated with [1,2-distearoyllecithin co-treated with Cholesterol co-treated with 1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)]] affects the reaction [Silver Compounds results in decreased activity of CAT protein]",affects^binding|affects^cotreatment|affects^reaction|decreases^activity,35385781
