node_1,node_2_name
DB00973,ANPEP
DB00975,PDE10A
DB00975,PDE5A
DB00975,PDE4A
DB00975,ADA
DB00975,RCAN1
DB00975,ORM1
DB00977,ESR1
DB00977,NR1I2
DB00978,TOP2B
DB00978,TOP2A
DB00979,CHRM1
DB00979,CHRM5
DB00980,MTNR1B
DB00980,MTNR1A
DB00981,ACHE
DB00981,CHRNA4
DB00981,CHRNB2
DB00982,RARG
DB00982,RARA
DB00983,ADRB2
DB00983,ADRB1
DB00983,ADRB3
DB00984,AR
DB00985,HRH1
DB00986,CHRM1
DB00986,CHRM3
DB00986,CHRM2
DB00986,CHRM4
DB00986,CHRM5
DB00987,POLB
DB00988,DRD2
DB00988,DRD1
DB00988,DRD5
DB00988,DRD3
DB00988,DRD4
DB00988,SLC6A3
DB00988,DBH
DB00988,HTR1A
DB00988,HTR7
DB00988,SLC6A2
DB00988,SLC6A4
DB00988,HTR3A
DB00988,HTR3B
DB00988,SOD1
DB00988,SLC18A2
DB00989,ACHE
DB00989,BCHE
DB00990,CYP19A1
DB00991,PTGS1
DB00991,PTGS2
DB00993,PPAT
DB00993,RAC1
DB00994,CASR
DB00995,ESRRA
DB00995,ESRRB
DB00995,ESRRG
DB00995,PRDX5
DB00995,IKBKB
DB00996,CACNA2D1
DB00996,GABBR2
DB00996,GABBR1
DB00996,CACNA2D2
DB00996,CACNA1B
DB00996,ADORA1
DB00996,KCNQ3
DB00996,KCNQ5
DB00997,TOP2A
DB00997,TERT
DB00997,TOP1
DB00997,TOP2B
DB00997,NOLC1
DB00998,HTR1D
DB00998,HTR1B
DB00999,SLC12A3
DB00999,ACE
DB00999,KCNMA1
DB01001,ADRB2
DB01001,ADRB1
DB01001,ADRB3
DB01003,HSP90AA1
DB01003,S100P
DB01005,RRM1
DB01005,RRM2
DB01006,CYP19A1
DB01009,PTGS2
DB01009,PTGS1
DB01009,CXCR1
DB01010,BCHE
DB01010,ACHE
DB01011,CYP11B1
DB01012,CASR
DB01013,NR3C1
DB01013,ANXA1
DB01013,NR3C2
DB01014,PPARG
DB01014,PTGS2
DB01014,PTGS1
DB01014,ALOX5
DB01016,ABCC8
DB01016,KCNJ11
DB01016,ABCC9
DB01016,ABCB11
DB01016,ABCA1
DB01016,KCNJ8
DB01016,CPT1A
DB01016,CFTR
DB01016,TRPM4
DB01017,IL1B
DB01017,ALOX5
DB01017,MMP9
DB01017,VEGFA
DB01017,CASP1
DB01017,CASP3
DB01017,CYCS
DB01017,MAPK1
DB01017,MAPK10
DB01017,MAPK11
DB01017,MAPK12
DB01017,MAPK13
DB01017,MAPK14
DB01017,MAPK15
DB01017,MAPK3
DB01017,MAPK4
DB01017,MAPK6
DB01017,MAPK7
DB01017,MAPK8
DB01017,MAPK9
DB01017,NOS2
DB01018,ADRA2A
DB01018,ADRA2B
DB01019,CHRM3
DB01019,CHRM5
DB01019,CHRM1
DB01019,CHRM2
DB01019,CHRM4
DB01020,GUCY1A2
DB01021,SLC12A3
DB01021,SLC12A1
DB01021,ATP1A1
DB01021,CA1
DB01021,CA2
DB01021,CA4
DB01022,GGCX
DB01022,BGLAP
DB01023,CACNA1C
DB01023,CACNA2D1
DB01023,CACNB2
DB01023,CACNA1D
DB01023,CACNA1S
DB01023,CACNA1H
DB01023,CACNA2D2
DB01023,PDE1B
DB01023,PDE1A
DB01023,NR3C2
DB01023,TNNC2
DB01023,TNNC1
DB01023,CALM1
DB01024,IMPDH2
DB01024,IMPDH1
DB01025,HSP90AA1
DB01025,S100A12
DB01025,S100A13
DB01025,IL3
DB01025,FGF1
DB01026,CYP17A1
DB01026,AR
DB01026,CYP21A2
DB01026,KCNH2
DB01026,NR1I2
DB01026,NR1I3
DB01029,AGTR1
DB01029,JUN
DB01030,TOP1
DB01030,TOP1MT
DB01031,CA2
DB01031,CA1
DB01032,SLC22A6
DB01032,SLC22A11
DB01032,SLC22A8
DB01032,PANX1
DB01032,TAS2R16
DB01033,HPRT1
DB01033,IMPDH1
DB01033,PPAT
DB01033,IMPDH2
DB01035,KCNH2
DB01035,SCN5A
DB01035,DNMT1
DB01036,CHRM3
DB01036,CHRM2
DB01036,CHRM5
DB01036,CHRM1
DB01036,CHRM4
DB01037,MAOB
DB01037,TACR1
DB01037,MAOA
DB01039,PPARA
DB01039,NR1I2
DB01039,MMP25
DB01041,TNF
DB01041,CRBN
DB01041,ORM1
DB01041,ORM2
DB01043,GRIN1
DB01043,GRIN2A
DB01043,GRIN2B
DB01043,GRIN2C
DB01043,GRIN2D
DB01043,GRIN3A
DB01043,GRIN3B
DB01043,HTR3A
DB01043,CHRNA7
DB01043,DRD2
DB01043,GABRA1
DB01043,GABRA2
DB01043,GABRA3
DB01043,GABRA4
DB01043,GABRA5
DB01043,GABRA6
DB01043,GABRB1
DB01043,GABRB2
DB01043,GABRB3
DB01043,GABRD
DB01043,GABRE
DB01043,GABRG1
DB01043,GABRG2
DB01043,GABRG3
DB01043,GABRP
DB01043,GABRQ
DB01045,NR1I2
DB01046,CLCN2
DB01047,ESRRA
DB01047,ESRRB
DB01047,ESRRG
DB01047,NR3C1
DB01047,SMO
DB01049,DRD1
DB01049,DRD5
DB01049,DRD2
DB01049,DRD3
DB01049,DRD4
DB01049,ADRA1A
DB01049,ADRA1B
DB01049,ADRA1D
DB01049,ADRA2A
DB01049,ADRA2B
DB01049,ADRA2C
DB01049,ADRB1
DB01049,ADRB2
DB01049,ADRB3
DB01049,HTR1A
DB01049,HTR1B
DB01049,HTR1D
DB01049,HTR1E
DB01049,HTR1F
DB01049,HTR2A
DB01049,HTR2B
DB01049,HTR2C
DB01049,HTR3A
DB01049,HTR3B
DB01049,HTR3C
DB01049,HTR3D
DB01049,HTR3E
DB01049,HTR4
DB01049,HTR6
DB01049,HTR7
DB01050,PTGS2
DB01050,CXCR2
DB01050,CXCL8
DB01050,CXCR1
DB01050,PTGS1
DB01050,BCL2
DB01050,THBD
DB01050,FABP2
DB01050,PPARG
DB01050,CFTR
DB01050,PPARA
DB01050,GP1BA
DB01050,S100A7
DB01053,SLC22A8
DB01053,SLC15A1
DB01053,SLC15A2
DB01056,SCN5A
DB01057,BCHE
DB01057,ACHE
DB01059,TOP2A
DB01059,TOP2B
DB01062,CHRM3
DB01062,CHRM2
DB01062,CHRM1
DB01063,DRD2
DB01063,AR
DB01064,ADRB1
DB01064,IL12B
DB01064,ADRB2
DB01064,ADRB3
DB01064,SOD1
DB01065,MTNR1A
DB01065,MTNR1B
DB01065,NQO2
DB01065,ESR1
DB01065,RORB
DB01065,MPO
DB01065,EPX
DB01065,CALR
DB01065,ASMT
DB01065,CALM1
DB01067,ABCC8
DB01067,KCNJ10
DB01067,PPARG
DB01068,GABRA1
DB01068,GABRA2
DB01068,GABRA3
DB01068,GABRA4
DB01068,GABRA5
DB01068,GABRA6
DB01068,GABRB1
DB01068,GABRB2
DB01068,GABRB3
DB01068,GABRD
DB01068,GABRE
DB01068,GABRG1
DB01068,GABRG2
DB01068,GABRG3
DB01068,GABRP
DB01068,GABRQ
DB01068,NR1I2
DB01069,HRH1
DB01069,DRD2
DB01069,CHRM1
DB01069,CHRM2
DB01069,CHRM3
DB01069,CHRM4
DB01069,CHRM5
DB01069,ADRA1A
DB01069,ADRA1B
DB01069,ADRA1D
DB01069,ADRA2A
DB01069,ADRA2B
DB01069,ADRA2C
DB01069,HRH2
DB01069,LPAR4
DB01069,LPAR6
DB01069,P2RX1
DB01069,P2RX2
DB01069,P2RX3
DB01069,P2RX4
DB01069,P2RX5
DB01069,P2RX6
DB01069,P2RX7
DB01069,P2RY1
DB01069,P2RY11
DB01069,P2RY12
DB01069,P2RY13
DB01069,P2RY14
DB01069,P2RY2
DB01069,P2RY4
DB01069,P2RY8
DB01069,P2RY10
DB01069,SCN1A
DB01069,SCN10A
DB01069,SCN11A
DB01069,SCN2A
DB01069,SCN3A
DB01069,SCN4A
DB01069,SCN5A
DB01069,SCN7A
DB01069,SCN8A
DB01069,SCN9A
DB01069,KCND1
DB01069,KCND2
DB01069,KCND3
DB01069,KCNS1
DB01069,KCNS3
DB01069,KCNA1
DB01069,KCNA10
DB01069,KCNA2
DB01069,KCNA3
DB01069,KCNA4
DB01069,KCNA5
DB01069,KCNA6
DB01069,KCNB1
DB01069,KCNB2
DB01069,KCNE1
DB01069,KCNE2
DB01069,KCNE3
DB01069,KCNE4
DB01069,KCNE5
DB01069,KCNQ1
DB01069,KCNQ2
DB01069,KCNQ3
DB01069,KCNQ4
DB01069,KCNQ5
DB01069,KCNV1
DB01069,KCNV2
DB01069,KCNH1
DB01069,KCNH4
DB01069,KCNH5
DB01069,KCNH8
DB01069,KCNH2
DB01069,KCNH3
DB01069,KCNH6
DB01069,KCNH7
DB01069,KCNC1
DB01069,KCNC2
DB01069,KCNC3
DB01069,KCNC4
DB01069,KCNF1
DB01069,KCNG1
DB01069,KCNG2
DB01069,KCNG3
DB01069,KCNG4
DB01069,KCNAB1
DB01069,KCNAB2
DB01069,CALM1
DB01070,VDR
DB01073,ADA
DB01073,DCK
DB01073,POLA1
DB01073,RRM1
DB01074,CPT1A
DB01074,CPT1B
DB01074,CPT2
DB01074,KCNH2
DB01075,HNMT
DB01075,HRH1
DB01075,CHRM2
DB01076,HMGCR
DB01076,DPP4
DB01076,AHR
DB01076,HDAC2
DB01076,NR1I3
DB01077,PTPRS
DB01077,ATP6V1A
DB01077,SLC25A4
DB01077,SLC25A5
DB01077,SLC25A6
DB01078,ATP1A1
DB01079,HTR4
DB01079,HTR2C
DB01079,HTR2A
DB01079,HTR2B
DB01080,ABAT
DB01081,OPRM1
DB01081,OPRD1
DB01082,PADI4
DB01083,PNLIP
DB01083,CNR1
DB01083,LIPF
DB01083,FASN
DB01084,HRH1
DB01085,CHRM3
DB01085,CHRM1
DB01085,CHRM2
DB01085,CHRM5
DB01085,CHRM4
DB01086,SCN10A
DB01088,PTGIR
DB01088,PTGER2
DB01088,PTGER1
DB01088,PDE4A
DB01088,PDE4B
DB01088,PDE4C
DB01088,PDE4D
DB01088,PLAT
DB01088,PTGDR2
DB01089,SLC18A2
DB01089,ACE
DB01090,CHRNA4
DB01090,CHRNA3
DB01090,CHRNB4
DB01090,CHRNA10
DB01092,ATP1A1
DB01092,ATP1A2
DB01092,ATP1A3
DB01095,HMGCR
DB01095,HDAC2
DB01097,DHODH
DB01097,AHR
DB01097,PTK2B
DB01098,HMGCR
DB01098,ITGAL
DB01099,DNMT1
DB01100,DRD2
DB01100,DRD3
DB01100,KCNH2
DB01100,CALM1
DB01101,TYMS
DB01102,ADRB1
DB01102,ADRB2
DB01102,ADRB3
DB01104,SLC6A4
DB01104,SLC6A3
DB01104,PGRMC1
DB01104,SIGMAR1
DB01104,SLC6A2
DB01104,SLC29A4
DB01105,SLC6A3
DB01105,SLC6A4
DB01105,SLC6A2
DB01106,HRH1
DB01106,NTSR2
DB01107,GABRA1
DB01107,GABRA2
DB01107,GABRA3
DB01107,GABRA4
DB01107,GABRA5
DB01107,GABRA6
DB01107,GABRB1
DB01107,GABRB2
DB01107,GABRB3
DB01107,GABRD
DB01107,GABRE
DB01107,GABRG1
DB01107,GABRG2
DB01107,GABRG3
DB01107,GABRP
DB01107,GABRQ
DB01108,HSD3B1
DB01108,HSD3B2
DB01108,ESR1
DB01108,ESR2
DB01109,SERPINC1
DB01109,F10
DB01109,SELP
DB01109,FGFR4
DB01109,FGF4
DB01109,FGF19
DB01109,FGFR1
DB01109,FGF1
DB01109,FGFR2
DB01109,FGF2
DB01109,PF4
DB01109,HGF
DB01110,NOS3
DB01110,NOS2
DB01110,NR1I2
DB01110,KCNMA1
DB01110,KCNMB1
DB01110,KCNMB2
DB01110,KCNMB3
DB01110,KCNMB4
DB01110,KCNN4
DB01110,KCNN1
DB01110,KCNN2
DB01110,KCNN3
DB01110,KCND1
DB01110,KCND2
DB01110,KCND3
DB01110,KCNS1
DB01110,KCNS3
DB01110,KCNA1
DB01110,KCNA10
DB01110,KCNA2
DB01110,KCNA3
DB01110,KCNA4
DB01110,KCNA5
DB01110,KCNA6
DB01110,KCNB1
DB01110,KCNB2
DB01110,KCNE1
DB01110,KCNE2
DB01110,KCNE3
DB01110,KCNE4
DB01110,KCNE5
DB01110,KCNQ1
DB01110,KCNQ2
DB01110,KCNQ3
DB01110,KCNQ4
DB01110,KCNQ5
DB01110,KCNV1
DB01110,KCNV2
DB01110,KCNH1
DB01110,KCNH4
DB01110,KCNH5
DB01110,KCNH8
DB01110,KCNH2
DB01110,KCNH3
DB01110,KCNH6
DB01110,KCNH7
DB01110,KCNC1
DB01110,KCNC2
DB01110,KCNC3
DB01110,KCNC4
DB01110,KCNF1
DB01110,KCNG1
DB01110,KCNG2
DB01110,KCNG3
DB01110,KCNG4
DB01110,KCNAB1
DB01110,KCNAB2
DB01110,KCNJ12
DB01110,KCNJ14
DB01110,KCNJ2
DB01110,KCNJ4
DB01110,CACNA1C
DB01110,CACNA1D
DB01110,CACNA1F
DB01110,CACNA1S
DB01110,CACNB1
DB01110,CACNB2
DB01110,CACNB3
DB01110,CACNB4
DB01113,PDE4D
DB01113,PDE5A
DB01113,PDE4B
DB01113,PDE10A
DB01113,PDE3B
DB01113,PDE1B
DB01114,HRH1
DB01114,SLC6A4
DB01114,SLC6A2
DB01114,SLC6A3
DB01115,CACNA1C
DB01115,CACNA1D
DB01115,CACNB2
DB01115,NR1I2
DB01115,CACNA1S
DB01115,KCND3
DB01115,CACNA1G
DB01115,CACNA1H
DB01115,CACNA1I
DB01115,CALM1
DB01117,DHODH
DB01118,KCNH2
DB01118,KCNH6
DB01118,KCNH7
DB01118,ADRB1
DB01118,ADRB2
DB01118,ADRB3
DB01118,CACNA1I
DB01118,CACNA1C
DB01118,CACNA1D
DB01118,CACNA1F
DB01118,CACNA1S
DB01118,CACNB1
DB01118,CACNB2
DB01118,CACNB3
DB01118,CACNB4
DB01118,THRA
DB01118,THRB
DB01118,PPARG
DB01118,PPARA
DB01118,PPARGC1B
DB01119,KCNJ11
DB01119,ATP5F1A
DB01119,ATP5F1B
DB01119,ATP5F1D
DB01119,ATP5F1E
DB01119,ATP5F1C
DB01119,ATP5PO
DB01120,ABCC8
DB01120,VEGFA
DB01121,SCN1A
DB01122,ACHE
DB01124,ABCC9
DB01124,ABCC8
DB01124,KCNJ1
DB01125,GGCX
DB01125,F2
DB01126,SRD5A1
DB01126,SRD5A3
DB01126,SRD5A2
DB01128,AR
DB01129,ATP4A
DB01130,NR3C1
DB01130,ESRRB
DB01130,ESRRG
DB01130,ESRRA
DB01132,PPARG
DB01132,MAOB
DB01133,PTPN12
DB01133,PTPN6
DB01133,PTPRE
DB01133,ATP6V0A1
DB01133,ATP6V0A2
DB01133,TCIRG1
DB01133,ATP6V0A4
DB01133,ATP6V0C
DB01133,ATP6V0B
DB01133,ATP6V1A
DB01133,ATP6V1B2
DB01133,ATP6V1B1
DB01133,ATP6V1C1
DB01133,ATP6V1C2
DB01133,ATP6V1D
DB01133,ATP6V0D1
DB01133,ATP6V0D2
DB01133,ATP6V0E1
DB01133,ATP6V1E1
DB01133,ATP6V1E2
DB01133,ATP6V0E2
DB01133,ATP6V1F
DB01133,ATP6V1G1
DB01133,ATP6V1G2
DB01133,ATP6V1G3
DB01133,ATP6V1H
DB01133,ATP6AP1
DB01136,ADRB1
DB01136,ADRA1A
DB01136,ADRA1B
DB01136,ADRA1D
DB01136,NDUFC2
DB01136,ADRB2
DB01136,VEGFA
DB01136,NPPB
DB01136,GJA1
DB01136,KCNH2
DB01136,VCAM1
DB01136,ADRA2C
DB01136,ADRA2B
DB01136,ADRA2A
DB01136,SELE
DB01136,HIF1A
DB01136,KCNJ4
DB01136,KCNJ2
DB01138,SLC22A12
DB01138,ABCC1
DB01138,ABCC2
DB01138,NR1I2
DB01142,HRH1
DB01142,HRH2
DB01142,SLC6A2
DB01142,SLC6A4
DB01142,HTR2A
DB01142,HTR2B
DB01142,HTR2C
DB01142,CHRM1
DB01142,CHRM2
DB01142,CHRM3
DB01142,CHRM4
DB01142,CHRM5
DB01142,ADRA1A
DB01142,ADRA1B
DB01142,ADRA1D
DB01142,HTR1A
DB01142,HTR6
DB01142,HRH4
DB01142,KCNH2
DB01143,ALPG
DB01144,CA2
DB01144,CA1
DB01144,CA4
DB01144,CA7
DB01144,CA3
DB01146,HRH1
DB01146,SLC6A3
DB01148,CHRM1
DB01148,CHRM5
DB01148,CHRM2
DB01149,HTR2A
DB01149,HTR2C
DB01149,SLC6A4
DB01149,HTR1A
DB01149,SLC6A2
DB01149,SLC6A3
DB01149,ADRA1B
DB01149,ADRA2A
DB01149,ADRA1A
DB01149,KCNH2
DB01151,SLC6A2
DB01151,SLC6A4
DB01151,HTR2A
DB01151,ADRB2
DB01151,ADRB1
DB01151,SMPD1
DB01151,HRH1
DB01151,ADRA1A
DB01151,ADRA1B
DB01151,ADRA1D
DB01151,CHRM1
DB01151,CHRM2
DB01151,CHRM3
DB01151,CHRM4
DB01151,CHRM5
DB01151,HTR1A
DB01151,HTR2C
DB01151,DRD2
DB01151,ADRA2A
DB01151,ADRA2B
DB01151,ADRA2C
DB01156,SLC6A3
DB01156,SLC6A4
DB01156,SLC6A2
DB01156,CHRNA3
DB01156,HTR3A
DB01157,PDF
DB01157,DHFR
DB01158,ATP1A1
DB01158,ADRB1
DB01162,ADRA1A
DB01162,ADRA1B
DB01162,ADRA1D
DB01162,TGFB1
DB01162,KCNH2
DB01162,KCNH6
DB01162,KCNH7
DB01164,S100A13
DB01165,TOP2A
DB01166,PDE3A
DB01168,MAOA
DB01168,MAOB
DB01169,IKBKB
DB01169,TXNRD1
DB01169,JUN
DB01169,CCND1
DB01169,MAPK3
DB01169,MAPK1
DB01169,AKT1
DB01169,CDKN1A
DB01169,HDAC1
DB01169,PML
DB01170,SLC6A2
DB01171,MAOA
DB01171,MAOB
DB01173,GRIN2D
DB01173,GRIN1
DB01173,GRIN3B
DB01173,GRIN3A
DB01173,HRH1
DB01173,SLC6A2
DB01173,SCN10A
DB01174,GABRA1
DB01174,CHRNA4
DB01174,CHRNA7
DB01174,GRIA2
DB01174,GRIK2
DB01174,GRIN1
DB01174,GRIN2A
DB01174,GRIN2B
DB01174,GRIN2C
DB01174,GRIN2D
DB01174,GRIN3A
DB01174,GRIN3B
DB01174,NR1I2
DB01175,SLC6A4
DB01175,CHRM1
DB01175,HRH1
DB01175,HTR1A
DB01175,HTR2A
DB01175,ADRA1A
DB01175,ADRA1B
DB01175,ADRA1D
DB01175,HTR2C
DB01175,ADRA2A
DB01175,ADRA2B
DB01175,ADRA2C
DB01175,DRD2
DB01175,SLC6A2
DB01175,SLC6A3
DB01176,HRH1
DB01176,SULT1E1
DB01177,TOP2B
DB01177,TOP2A
DB01179,TOP2B
DB01179,TUBA4A
DB01179,TUBB
DB01179,TOP2A
DB01181,NR1I2
DB01182,SCN5A
DB01182,KCNH2
DB01182,ADRB1
DB01182,ADRB2
DB01183,OPRM1
DB01183,OPRD1
DB01183,OPRK1
DB01183,CREB1
DB01183,ESR1
DB01183,TLR4
DB01183,CES1
DB01184,DRD3
DB01184,DRD2
DB01185,AR
DB01185,ESR1
DB01185,NR3C1
DB01185,HSD11B2
DB01186,DRD2
DB01186,DRD3
DB01186,DRD4
DB01186,DRD5
DB01186,DRD1
DB01186,HTR1A
DB01186,HTR2B
DB01186,HTR2A
DB01186,HTR1D
DB01186,ADRA2A
DB01186,ADRA2B
DB01186,ADRA2C
DB01186,HTR1B
DB01186,HTR2C
DB01186,ADRA1A
DB01186,ADRA1B
DB01186,ADRA1D
DB01188,ATP1A1
DB01191,SLC6A4
DB01191,HTR2C
DB01192,OPRM1
DB01192,OPRD1
DB01193,ADRB1
DB01193,ADRB2
DB01194,CA2
DB01194,CA1
DB01194,CA4
DB01194,CA5A
DB01194,CA3
DB01195,SCN4A
DB01195,SCN5A
DB01195,KCNH2
DB01195,RYR2
DB01196,ESR2
DB01196,ESR1
DB01196,MAP2
DB01196,MAP1A
DB01197,ACE
DB01197,MMP2
DB01197,MMP9
DB01197,LTA4H
DB01197,BDKRB1
DB01198,GABRA1
DB01198,GABRA2
DB01198,GABRA3
DB01198,GABRA5
DB01198,TSPO
DB01199,CHRNA2
DB01199,HTR3A
DB01199,ACHE
DB01199,CHRNA7
DB01200,DRD2
DB01200,DRD3
DB01200,HTR1D
DB01200,ADRA2A
DB01200,HTR1A
DB01200,ADRA2C
DB01200,ADRA2B
DB01200,HTR2B
DB01200,DRD4
DB01200,HTR2A
DB01200,HTR1B
DB01200,HTR2C
DB01200,DRD5
DB01200,DRD1
DB01200,ADRA1A
DB01200,ADRA1B
DB01200,ADRA1D
DB01200,HTR7
DB01202,HTR3A
DB01202,CACNA1B
DB01202,SV2A
DB01203,ADRB1
DB01203,ADRB2
DB01204,TOP2B
DB01204,TOP2A
DB01206,STMN4
DB01208,TOP2A
DB01209,OPRM1
DB01209,OPRK1
DB01210,ADRB1
DB01210,ADRB2
DB01211,KCNH2
DB01211,SLCO1B1
DB01211,SLCO1B3
DB01212,SLC22A11
DB01212,SLC22A6
DB01212,SLC22A8
DB01212,SLC15A1
DB01214,ADRB1
DB01214,ADRB2
DB01215,GABRA1
DB01215,GABRA2
DB01215,GABRA3
DB01215,GABRA4
DB01215,GABRA5
DB01215,GABRA6
DB01215,GABRB1
DB01215,GABRB2
DB01215,GABRB3
DB01215,GABRD
DB01215,GABRE
DB01215,GABRG1
DB01215,GABRG2
DB01215,GABRG3
DB01215,GABRP
DB01215,GABRQ
DB01215,TSPO
DB01216,SRD5A2
DB01216,SRD5A3
DB01216,SRD5A1
DB01216,AKR1D1
DB01217,CYP19A1
DB01219,RYR1
DB01220,NR1I2
DB01222,NR3C1
DB01222,ANXA1
DB01223,PDE3A
DB01223,ADORA1
DB01223,ADORA3
DB01223,HDAC2
DB01224,HTR2A
DB01224,DRD2
DB01224,HTR1A
DB01224,HTR1B
DB01224,HTR1D
DB01224,HTR1E
DB01224,HTR2C
DB01224,HTR3A
DB01224,HTR6
DB01224,HTR7
DB01224,DRD1
DB01224,DRD5
DB01224,DRD3
DB01224,DRD4
DB01224,HRH1
DB01224,ADRA1A
DB01224,ADRA1B
DB01224,ADRA1D
DB01224,ADRA2A
DB01224,ADRA2B
DB01224,ADRA2C
DB01224,CHRM1
DB01224,CHRM2
DB01224,CHRM3
DB01224,CHRM4
DB01224,CHRM5
DB01225,SERPINC1
DB01225,F10
DB01225,F2
DB01228,SCN5A
DB01229,TUBB1
DB01229,BCL2
DB01229,NR1I2
DB01231,CHRM4
DB01231,CHRM2
DB01231,CHRM1
DB01231,CHRM3
DB01233,HTR4
DB01233,HTR3A
DB01233,CHRM1
DB01233,DRD2
DB01234,NR3C1
DB01234,NR0B1
DB01234,ANXA1
DB01234,NOS2
DB01234,NR1I2
DB01235,DRD1
DB01235,DRD5
DB01235,DRD2
DB01235,DRD3
DB01235,DRD4
DB01237,HRH1
DB01238,DRD2
DB01238,HTR2A
DB01238,HTR1A
DB01238,ADRA1A
DB01238,ADRA1B
DB01238,DRD3
DB01238,HTR1D
DB01238,HTR7
DB01238,ADRA2A
DB01238,ADRA2C
DB01238,HRH1
DB01238,HTR1B
DB01238,HTR2C
DB01238,HTR3A
DB01238,HTR6
DB01238,DRD1
DB01238,DRD4
DB01238,ADRA2B
DB01238,HTR1E
DB01238,DRD5
DB01238,HTR2B
DB01238,HTR5A
DB01238,ADRB1
DB01238,ADRB2
DB01238,HRH2
DB01238,HRH3
DB01238,HRH4
DB01238,CHRM1
DB01238,CHRM2
DB01238,CHRM3
DB01238,CHRM4
DB01238,CHRM5
DB01238,OPRK1
DB01238,OPRM1
DB01238,OPRD1
DB01238,GRIN1
DB01238,GRIN2A
DB01238,GRIN2B
DB01238,GRIN2C
DB01238,GRIN2D
DB01238,GRIN3A
DB01238,GRIN3B
DB01238,SLC6A3
DB01238,SLC6A4
DB01239,DRD2
DB01239,DRD1
DB01239,DRD3
DB01239,HTR2A
DB01239,HRH1
DB01239,HTR1A
DB01239,HTR1B
DB01239,HTR1D
DB01239,HTR1E
DB01239,HTR1F
DB01239,HTR2B
DB01239,HTR2C
DB01239,HTR3A
DB01239,HTR3B
DB01239,HTR3C
DB01239,HTR3D
DB01239,HTR3E
DB01239,HTR4
DB01239,HTR6
DB01239,HTR7
DB01239,CHRM1
DB01239,CHRM2
DB01239,CHRM3
DB01239,CHRM4
DB01239,CHRM5
DB01240,PTGIS
DB01240,P2RY12
DB01240,PTGIR
DB01241,PPARA
DB01241,LPL
DB01241,SLCO1B1
DB01241,SLC22A8
DB01241,SLCO2B1
DB01241,SLCO1B3
DB01242,SLC6A4
DB01242,HTR2A
DB01242,HTR2B
DB01242,HTR2C
DB01242,SLC6A2
DB01242,GSTP1
DB01243,OPRK1
DB01244,CACNA1A
DB01244,CACNA1H
DB01244,CACNA2D2
DB01244,ATP1A1
DB01244,KCNQ1
DB01244,TNNC1
DB01244,PDE1B
DB01244,PDE1A
DB01244,KCNH2
DB01244,CALM1
DB01246,HRH1
DB01247,MAOA
DB01247,MAOB
DB01248,TUBB1
DB01248,BCL2
DB01248,NR1I2
DB01250,PTGS1
DB01250,PTGS2
DB01250,TPMT
DB01250,XDH
DB01251,ABCC8
DB01251,KCNJ10
DB01251,KCNJ8
DB01253,ADRA1A
DB01253,DRD2
DB01254,ABL1
DB01254,SRC
DB01254,EPHA2
DB01254,LCK
DB01254,YES1
DB01254,KIT
DB01254,PDGFRB
DB01254,FYN
DB01254,BCR
DB01254,STAT5B
DB01254,ABL2
DB01254,BTK
DB01254,NR4A3
DB01254,CSK
DB01254,EPHA5
DB01254,EPHB4
DB01254,FGR
DB01254,FRK
DB01254,HSPA8
DB01254,LYN
DB01254,MAP3K20
DB01254,MAPK14
DB01254,PPAT
DB01255,TAAR1
DB01257,C5
DB01260,ESRRA
DB01260,ESRRB
DB01260,ESRRG
DB01260,NR3C1
DB01261,DPP4
DB01262,DNMT1
DB01262,DNMT3A
DB01262,DNMT3B
DB01262,HDAC1
DB01262,HDAC11
DB01262,HDAC2
DB01262,HDAC3
DB01262,HDAC4
DB01262,HDAC5
DB01262,HDAC6
DB01262,HDAC7
DB01262,HDAC8
DB01262,HDAC9
DB01262,HDAC10
DB01267,HTR2A
DB01267,DRD2
DB01267,DRD4
DB01267,DRD3
DB01267,HTR2C
DB01267,HRH1
DB01267,ADRA1A
DB01267,ADRA1B
DB01267,HTR1D
DB01267,ADRA2A
DB01267,ADRA2B
DB01267,ADRA2C
DB01267,HTR1A
DB01267,DRD1
DB01267,HTR7
DB01268,PDGFRB
DB01268,FLT1
DB01268,KIT
DB01268,KDR
DB01268,FLT4
DB01268,FLT3
DB01268,CSF1R
DB01268,PDGFRA
DB01268,MET
DB01270,VEGFA
DB01271,PLIN3
DB01274,ADRB2
DB01275,AOC3
DB01275,HIF1A
DB01275,P4HA1
DB01276,GLP1R
DB01277,IGF1R
DB01277,IGFBP3
DB01277,INSR
DB01277,IGF2R
DB01278,GLP1R
DB01278,CALCR
DB01278,RAMP1
DB01278,RAMP2
DB01278,RAMP3
DB01280,POLA1
DB01280,LIG1
DB01280,PRIM1
DB01280,RRM1
DB01281,CD80
DB01281,CD86
DB01281,CTLA4
DB01282,OXTR
DB01283,PTGS2
DB01283,PTGS1
DB01284,MC2R
DB01285,MC2R
DB01285,CRH
DB01288,ADRB2
DB01288,ADRB1
DB01288,ADRB3
DB01291,ADRB2
DB01291,ADRB1
DB01296,IL1B
DB01296,IFNG
DB01296,RELA
DB01297,ADRB1
DB01303,PDE3A
DB01303,PDE4A
DB01303,ADORA2A
DB01303,ADORA1
DB01303,HDAC2
DB01306,INSR
DB01306,IGF1R
DB01307,INSR
DB01307,IGF1R
DB01309,INSR
