# ChemicalName,chemicalID,CasRN,DiseaseName,diseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
Butylated Hydroxyanisole,D002083,25013-16-5,Necrosis,MESH:D009336,therapeutic,,,,17323976|19728331|6515131
Butylated Hydroxyanisole,D002083,25013-16-5,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,8068195
Butylated Hydroxyanisole,D002083,25013-16-5,Nerve Degeneration,MESH:D009410,therapeutic,,,,16403784
Butylated Hydroxyanisole,D002083,25013-16-5,Pancreatic Neoplasms,MESH:D010190,therapeutic,,,,1906380
Butylated Hydroxyanisole,D002083,25013-16-5,Precancerous Conditions,MESH:D011230,therapeutic,,,,1906380|2591015
Butylated Hydroxytoluene,D002084,128-37-0,Alcoholic Intoxication,MESH:D000435,therapeutic,,,,8723618
Butylated Hydroxytoluene,D002084,128-37-0,"Arrhythmias, Cardiac",MESH:D001145,therapeutic,,,,8723618
Butylated Hydroxytoluene,D002084,128-37-0,Cardiomyopathies,MESH:D009202,therapeutic,,,,2361559|4094316
Butylated Hydroxytoluene,D002084,128-37-0,Heart Diseases,MESH:D006331,therapeutic,,,,6626733
Butylated Hydroxytoluene,D002084,128-37-0,Liver Neoplasms,MESH:D008113,therapeutic,,,,10503899|18177683|1906380|6680729|6704970
Butylated Hydroxytoluene,D002084,128-37-0,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,1500032
Butylated Hydroxytoluene,D002084,128-37-0,Necrosis,MESH:D009336,therapeutic,,,,12085349
Butylated Hydroxytoluene,D002084,128-37-0,Pancreatic Neoplasms,MESH:D010190,therapeutic,,,,1906380
Butylated Hydroxytoluene,D002084,128-37-0,Precancerous Conditions,MESH:D011230,therapeutic,,,,1906380
Butylated Hydroxytoluene,D002084,128-37-0,Stomach Diseases,MESH:D013272,therapeutic,,,,3613839
butylidenephthalide,C026105,551-08-6,Glioblastoma,MESH:D005909,therapeutic,,,,16987298
butyl phosphorotrithioate,C006863,,Scabies,MESH:D012532,therapeutic,,,,19125173
Butylscopolammonium Bromide,D002086,149-64-4,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,3414927
Butylscopolammonium Bromide,D002086,149-64-4,Pain,MESH:D010146,therapeutic,,,,17465473
Butyrates,D002087,,Colonic Neoplasms,MESH:D003110,therapeutic,,,,15936596|20346929
Butyrates,D002087,,Liver Neoplasms,MESH:D008113,therapeutic,,,,9833767
Butyrates,D002087,,Stomach Neoplasms,MESH:D013274,therapeutic,,,,20737421
Butyrates,D002087,,Thyroid Neoplasms,MESH:D013964,therapeutic,,,,17967635
Butyric Acid,D020148,107-92-6,Adenocarcinoma,MESH:D000230,therapeutic,,,,8298162
Butyric Acid,D020148,107-92-6,Body Weight Changes,MESH:D001836,therapeutic,,,,36183428
Butyric Acid,D020148,107-92-6,Colonic Diseases,MESH:D003108,therapeutic,,,,37269894
Butyric Acid,D020148,107-92-6,"Disease Models, Animal",MESH:D004195,therapeutic,,,,29751049
Butyric Acid,D020148,107-92-6,Dyslipidemias,MESH:D050171,therapeutic,,,,27270450
Butyric Acid,D020148,107-92-6,Fatty Liver,MESH:D005234,therapeutic,,,,27270450
Butyric Acid,D020148,107-92-6,Hearing Loss,MESH:D034381,therapeutic,,,,23558232
Butyric Acid,D020148,107-92-6,Insulin Resistance,MESH:D007333,therapeutic,,,,27270450
Butyric Acid,D020148,107-92-6,Intestinal Diseases,MESH:D007410,therapeutic,,,,29751049
Butyric Acid,D020148,107-92-6,Learning Disabilities,MESH:D007859,therapeutic,,,,23921152
Butyric Acid,D020148,107-92-6,Lung Neoplasms,MESH:D008175,therapeutic,,,,8298162
Butyric Acid,D020148,107-92-6,Memory Disorders,MESH:D008569,therapeutic,,,,23921152
Butyric Acid,D020148,107-92-6,Motor Skills Disorders,MESH:D019957,therapeutic,,,,28610743
Butyric Acid,D020148,107-92-6,Nephrolithiasis,MESH:D053040,therapeutic,,,,37414240
Butyric Acid,D020148,107-92-6,Neurotoxicity Syndromes,MESH:D020258,therapeutic,,,,34890760
Butyric Acid,D020148,107-92-6,Osteochondrodysplasias,MESH:D010009,therapeutic,,,,36183428
Butyric Acid,D020148,107-92-6,Persian Gulf Syndrome,MESH:D018923,therapeutic,,,,29751049
Butyric Acid,D020148,107-92-6,Skin Neoplasms,MESH:D012878,therapeutic,,,,24792773
Butyrophenones,D002090,,Psychotic Disorders,MESH:D011618,therapeutic,,,,28940|5526730
bu-zhong-yi-qi-tang,C402943,,"Dermatitis, Contact",MESH:D003877,therapeutic,,,,12188032
bu-zhong-yi-qi-tang,C402943,,Endometrial Neoplasms,MESH:D016889,therapeutic,,,,17089059
BVCPP protocol,C039822,,Hodgkin Disease,MESH:D006689,therapeutic,,,,6089632
BW 245C,C030669,75693-75-3,Pulmonary Fibrosis,MESH:D011658,therapeutic,,,,20719937
BW 373U86,C083877,150428-54-9,Hyperalgesia,MESH:D006930,therapeutic,,,,7493622
BXL628,C487049,,Prostatic Hyperplasia,MESH:D011470,therapeutic,,,,15572423|16957418|19517319
BXL628,C487049,,Urination Disorders,MESH:D014555,therapeutic,,,,19517319
Bz-423,C468549,,Seizures,MESH:D012640,therapeutic,,,,2917546
C10-Dichol,C028958,32040-45-2,Tremor,MESH:D014202,therapeutic,,,,6258692
C188-9 compound,C000625861,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,36460194
CA 074 methyl ester,C400541,,Necrosis,MESH:D009336,therapeutic,,,,19816940
cabazitaxel,C552428,,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,22666205|24418724
cabazitaxel,C552428,,"Prostatic Neoplasms, Castration-Resistant",MESH:D064129,therapeutic,,,,32525019
Cabergoline,D000077465,81409-90-7,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,15730352|15730354|15773068
Cabergoline,D000077465,81409-90-7,"Dyskinesia, Drug-Induced",MESH:D004409,therapeutic,,,,11020123|14673879|17992687|18704766|20014115|20303391
Cabergoline,D000077465,81409-90-7,Hyperprolactinemia,MESH:D006966,therapeutic,,,,11194712|11838826|15003071|17566512|19336508|24187407|3745407
Cabergoline,D000077465,81409-90-7,Hypogonadism,MESH:D007006,therapeutic,,,,11194712
Cabergoline,D000077465,81409-90-7,Parkinson Disease,MESH:D010300,therapeutic,,,,12464354|15178694|15197703|16258207|17052783|17926907
Cabergoline,D000077465,81409-90-7,"Parkinson Disease, Secondary",MESH:D010302,therapeutic,,,,8714707
Cabergoline,D000077465,81409-90-7,Parkinsonian Disorders,MESH:D020734,therapeutic,,,,9930741
Cabergoline,D000077465,81409-90-7,Paroxysmal Hemicrania,MESH:D051302,therapeutic,,,,16686914
Cabergoline,D000077465,81409-90-7,Pituitary ACTH Hypersecretion,MESH:D047748,therapeutic,,,,16809932
Cabergoline,D000077465,81409-90-7,Pituitary Neoplasms,MESH:D010911,therapeutic,,,,2570719
Cabergoline,D000077465,81409-90-7,Prolactinoma,MESH:D015175,therapeutic,,,,15377706|16686914|18172015
Cabergoline,D000077465,81409-90-7,Restless Legs Syndrome,MESH:D012148,therapeutic,,,,17230484
cacospongionolide B,C098384,,Inflammation,MESH:D007249,therapeutic,,,,12721113
Cadmium Chloride,D019256,10108-64-2,Colitis,MESH:D003092,therapeutic,,,,17292349
Cadmium Chloride,D019256,10108-64-2,Hemorrhage,MESH:D006470,therapeutic,,,,17292349
Cadmium Chloride,D019256,10108-64-2,Hyperkinesis,MESH:D006948,therapeutic,,,,15820525
Cadmium Chloride,D019256,10108-64-2,Necrosis,MESH:D009336,therapeutic,,,,17292349
Cadmium Chloride,D019256,10108-64-2,Urinary Bladder Neoplasms,MESH:D001749,therapeutic,,,,7729958
cadmium nitrate,C035196,10325-94-7,"Salmonella Infections, Animal",MESH:D012481,therapeutic,,,,29421334
cadmium telluride,C028337,1306-25-8,"Carcinoma, Hepatocellular",MESH:D006528,therapeutic,,,,21711951
cadmium telluride,C028337,1306-25-8,Cartilage Diseases,MESH:D002357,therapeutic,,,,23994749
cadmium telluride,C028337,1306-25-8,Edema,MESH:D004487,therapeutic,,,,23994749
cadmium telluride,C028337,1306-25-8,Inflammation,MESH:D007249,therapeutic,,,,23994749
cadralazine,C031877,64241-34-5,Hypertension,MESH:D006973,therapeutic,,,,3391446
caffeic acid,C040048,331-39-5,Acute Kidney Injury,MESH:D058186,therapeutic,,,,29968957
caffeic acid,C040048,331-39-5,Atherosclerosis,MESH:D050197,therapeutic,,,,16806235
caffeic acid,C040048,331-39-5,Brain Injuries,MESH:D001930,therapeutic,,,,18482095
caffeic acid,C040048,331-39-5,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,18405891|27368151|27720869
caffeic acid,C040048,331-39-5,Edema,MESH:D004487,therapeutic,,,,22036979
caffeic acid,C040048,331-39-5,Inflammation,MESH:D007249,therapeutic,,,,22036979
caffeic acid,C040048,331-39-5,Learning Disabilities,MESH:D007859,therapeutic,,,,18482095
caffeic acid,C040048,331-39-5,Melanoma,MESH:D008545,therapeutic,,,,20685355
caffeic acid,C040048,331-39-5,Memory Disorders,MESH:D008569,therapeutic,,,,18482095
caffeic acid,C040048,331-39-5,Myocardial Infarction,MESH:D009203,therapeutic,,,,20376586
caffeic acid,C040048,331-39-5,Nerve Degeneration,MESH:D009410,therapeutic,,,,18482095
caffeic acid,C040048,331-39-5,Ulcer,MESH:D014456,therapeutic,,,,33301711
caffeic acid phenethyl ester,C055494,104594-70-9,"Carcinoma, Ehrlich Tumor",MESH:D002286,therapeutic,,,,20433813
caffeic acid phenethyl ester,C055494,104594-70-9,Glioma,MESH:D005910,therapeutic,,,,20836997
caffeic acid phenethyl ester,C055494,104594-70-9,Glucose Intolerance,MESH:D018149,therapeutic,,,,28223344
caffeic acid phenethyl ester,C055494,104594-70-9,Heart Diseases,MESH:D006331,therapeutic,,,,14745846
caffeic acid phenethyl ester,C055494,104594-70-9,Hyperglycemia,MESH:D006943,therapeutic,,,,24508943
caffeic acid phenethyl ester,C055494,104594-70-9,"Hypoxia-Ischemia, Brain",MESH:D020925,therapeutic,,,,15469948
caffeic acid phenethyl ester,C055494,104594-70-9,Intestinal Neoplasms,MESH:D007414,therapeutic,,,,10783313
caffeic acid phenethyl ester,C055494,104594-70-9,Kidney Diseases,MESH:D007674,therapeutic,,,,15369732|17448119
caffeic acid phenethyl ester,C055494,104594-70-9,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,16766008
caffeic acid phenethyl ester,C055494,104594-70-9,Liver Diseases,MESH:D008107,therapeutic,,,,18397917
caffeic acid phenethyl ester,C055494,104594-70-9,Liver Neoplasms,MESH:D008113,therapeutic,,,,22291063
caffeic acid phenethyl ester,C055494,104594-70-9,Melanoma,MESH:D008545,therapeutic,,,,20685355
caffeic acid phenethyl ester,C055494,104594-70-9,Mitochondrial Diseases,MESH:D028361,therapeutic,,,,14745846
caffeic acid phenethyl ester,C055494,104594-70-9,Myocardial Infarction,MESH:D009203,therapeutic,,,,20693123
caffeic acid phenethyl ester,C055494,104594-70-9,Necrosis,MESH:D009336,therapeutic,,,,18397917
caffeic acid phenethyl ester,C055494,104594-70-9,Neoplasm Invasiveness,MESH:D009361,therapeutic,,,,20836997
caffeic acid phenethyl ester,C055494,104594-70-9,Neoplasm Metastasis,MESH:D009362,therapeutic,,,,20836997
caffeic acid phenethyl ester,C055494,104594-70-9,Nerve Degeneration,MESH:D009410,therapeutic,,,,15469948
caffeic acid phenethyl ester,C055494,104594-70-9,Oligospermia,MESH:D009845,therapeutic,,,,34791780
caffeic acid phenethyl ester,C055494,104594-70-9,Osteoporosis,MESH:D010024,therapeutic,,,,28363435
caffeic acid phenethyl ester,C055494,104594-70-9,Precancerous Conditions,MESH:D011230,therapeutic,,,,18397917
caffeic acid phenethyl ester,C055494,104594-70-9,Reperfusion Injury,MESH:D015427,therapeutic,,,,12910483
caffeic acid phenethyl ester,C055494,104594-70-9,Spinal Cord Diseases,MESH:D013118,therapeutic,,,,16325979
caffeic acid phenethyl ester,C055494,104594-70-9,Splenic Diseases,MESH:D013158,therapeutic,,,,34743973
caffeic acid phenethyl ester,C055494,104594-70-9,Splenomegaly,MESH:D013163,therapeutic,,,,34743973
caffeic acid phenethyl ester,C055494,104594-70-9,Teratozoospermia,MESH:D000072660,therapeutic,,,,34791780
caffeic acid phenethyl ester,C055494,104594-70-9,Testicular Diseases,MESH:D013733,therapeutic,,,,34791780
caffeic acid phenethyl ester,C055494,104594-70-9,Weight Gain,MESH:D015430,therapeutic,,,,28223344
Caffeic Acids,D002109,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,,,,18234414
Caffeic Acids,D002109,,Heart Diseases,MESH:D006331,therapeutic,,,,18234414
Caffeine,D002110,58-08-2,"Abnormalities, Drug-Induced",MESH:D000014,therapeutic,,,,2467392
Caffeine,D002110,58-08-2,Adenocarcinoma,MESH:D000230,therapeutic,,,,17145898|7821872
Caffeine,D002110,58-08-2,Adenoma,MESH:D000236,therapeutic,,,,17145898
Caffeine,D002110,58-08-2,Anxiety Disorders,MESH:D001008,therapeutic,,,,17096081
Caffeine,D002110,58-08-2,Apnea,MESH:D001049,therapeutic,,,,11753270|17096081|19052555|4014092
Caffeine,D002110,58-08-2,Attention Deficit Disorder with Hyperactivity,MESH:D001289,therapeutic,,,,15646857
Caffeine,D002110,58-08-2,Basal Ganglia Diseases,MESH:D001480,therapeutic,,,,18594798
Caffeine,D002110,58-08-2,Brain Injuries,MESH:D001930,therapeutic,,,,12681001
Caffeine,D002110,58-08-2,Cadmium Poisoning,MESH:D002105,therapeutic,,,,23099337
Caffeine,D002110,58-08-2,"Carcinoma, Squamous Cell",MESH:D002294,therapeutic,,,,12205293
Caffeine,D002110,58-08-2,Catalepsy,MESH:D002375,therapeutic,,,,10591873|12907310|18594798|19418355|19654037|9566031
Caffeine,D002110,58-08-2,Cocaine-Related Disorders,MESH:D019970,therapeutic,,,,10971643
Caffeine,D002110,58-08-2,Cognition Disorders,MESH:D003072,therapeutic,,,,20164564
Caffeine,D002110,58-08-2,Depressive Disorder,MESH:D003866,therapeutic,,,,2085289|29882086
Caffeine,D002110,58-08-2,Fatty Liver,MESH:D005234,therapeutic,,,,29249184
Caffeine,D002110,58-08-2,Fever,MESH:D005334,therapeutic,,,,9296278
Caffeine,D002110,58-08-2,Glycosuria,MESH:D006029,therapeutic,,,,17994459
Caffeine,D002110,58-08-2,Hyperalgesia,MESH:D006930,therapeutic,,,,12220967
Caffeine,D002110,58-08-2,Hyperemia,MESH:D006940,therapeutic,,,,19496111
Caffeine,D002110,58-08-2,Hyperkinesis,MESH:D006948,therapeutic,,,,10755764|6677894
Caffeine,D002110,58-08-2,Hypertension,MESH:D006973,therapeutic,,,,10574509
Caffeine,D002110,58-08-2,Hypotension,MESH:D007022,therapeutic,,,,1898434
Caffeine,D002110,58-08-2,"Infant, Premature, Diseases",MESH:D007235,therapeutic,,,,11753270|19052555
Caffeine,D002110,58-08-2,Inflammation,MESH:D007249,therapeutic,,,,22154906
Caffeine,D002110,58-08-2,Insulin Resistance,MESH:D007333,therapeutic,,,,10574509|17994459
Caffeine,D002110,58-08-2,Learning Disabilities,MESH:D007859,therapeutic,,,,10414431|15877934
Caffeine,D002110,58-08-2,"Liver Cirrhosis, Experimental",MESH:D008106,therapeutic,,,,24275088
Caffeine,D002110,58-08-2,"Liver Failure, Acute",MESH:D017114,therapeutic,,,,22154906
Caffeine,D002110,58-08-2,Liver Neoplasms,MESH:D008113,therapeutic,,,,1995187
Caffeine,D002110,58-08-2,"Liver Neoplasms, Experimental",MESH:D008114,therapeutic,,,,24275088
Caffeine,D002110,58-08-2,Lung Neoplasms,MESH:D008175,therapeutic,,,,17145898
Caffeine,D002110,58-08-2,"Mammary Neoplasms, Animal",MESH:D015674,therapeutic,,,,12706856
Caffeine,D002110,58-08-2,"Mammary Neoplasms, Experimental",MESH:D008325,therapeutic,,,,12706856
Caffeine,D002110,58-08-2,Melanoma,MESH:D008545,therapeutic,,,,36807623
Caffeine,D002110,58-08-2,Memory Disorders,MESH:D008569,therapeutic,,,,15877934|26860412
Caffeine,D002110,58-08-2,Migraine Disorders,MESH:D008881,therapeutic,,,,12220967
Caffeine,D002110,58-08-2,Mood Disorders,MESH:D019964,therapeutic,,,,12457274
Caffeine,D002110,58-08-2,MPTP Poisoning,MESH:D020267,therapeutic,,,,20230807
Caffeine,D002110,58-08-2,Myocardial Ischemia,MESH:D017202,therapeutic,,,,2795213
Caffeine,D002110,58-08-2,Necrosis,MESH:D009336,therapeutic,,,,22154906
Caffeine,D002110,58-08-2,"Neoplasms, Experimental",MESH:D009374,therapeutic,,,,17188726|36807623
Caffeine,D002110,58-08-2,Obesity,MESH:D009765,therapeutic,,,,10574509|2307116|9118819
Caffeine,D002110,58-08-2,Pain,MESH:D010146,therapeutic,,,,12240665|15157690|16540851|9296278
Caffeine,D002110,58-08-2,Parkinson Disease,MESH:D010300,therapeutic,,,,11456310
Caffeine,D002110,58-08-2,Post-Dural Puncture Headache,MESH:D051299,therapeutic,,,,12799921
Caffeine,D002110,58-08-2,Sarcoma,MESH:D012509,therapeutic,,,,10928167
Caffeine,D002110,58-08-2,"Sarcoma, Ewing",MESH:D012512,therapeutic,,,,15675594
Caffeine,D002110,58-08-2,Seizures,MESH:D012640,therapeutic,,,,17439812|8575085
Caffeine,D002110,58-08-2,Skin Neoplasms,MESH:D012878,therapeutic,,,,12205293|18179623
Caffeine,D002110,58-08-2,Sleep Deprivation,MESH:D012892,therapeutic,,,,10520732
Caffeine,D002110,58-08-2,Stomach Neoplasms,MESH:D013274,therapeutic,,,,7821872
Caffeine,D002110,58-08-2,Substance-Related Disorders,MESH:D019966,therapeutic,,,,3153710
"caffeine, chlorpheniramine, dihydrocodeine, methylephedrine drug combination",C062969,,Cough,MESH:D003371,therapeutic,,,,1749828
caffeine citrate,C026189,69-22-7,Apnea,MESH:D001049,therapeutic,,,,6810291|7795341
caffeine citrate,C026189,69-22-7,Bradycardia,MESH:D001919,therapeutic,,,,7795341
caffeine citrate,C026189,69-22-7,"Infant, Premature, Diseases",MESH:D007235,therapeutic,,,,6810291|7795341
"caffeine, codeine, acetaminophen, propyphenazone drug combination",C106429,,Anxiety Disorders,MESH:D001008,therapeutic,,,,9214190
"caffeine, codeine, acetaminophen, propyphenazone drug combination",C106429,,Low Back Pain,MESH:D017116,therapeutic,,,,9214190
"caffeine, codeine, acetaminophen, propyphenazone drug combination",C106429,,Neck Pain,MESH:D019547,therapeutic,,,,9214190
"caffeine, ergotamine drug combination",C037330,,Migraine Disorders,MESH:D008881,therapeutic,,,,10842162|2325101|8604645
"caffeine, sodium benzoate drug combination",C025741,,Atrial Fibrillation,MESH:D001281,therapeutic,,,,16919674
"caffeine, sodium benzoate drug combination",C025741,,Post-Dural Puncture Headache,MESH:D051299,therapeutic,,,,1540370
"caffeine, sodium benzoate drug combination",C025741,,Skin Neoplasms,MESH:D012878,therapeutic,,,,18179623
caffeoylquinic acid,C472707,,"Radiation Injuries, Experimental",MESH:D011833,therapeutic,,,,34741589
CAF protocol,C035000,,Breast Neoplasms,MESH:D001943,therapeutic,,,,12655533|16273361|20005174|21501481|3838618|9348573
CAF protocol 2,C416123,,Breast Neoplasms,MESH:D001943,therapeutic,,,,14698135|16104005
CAF protocol 2,C416123,,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,3695494
CAG protocol,C411062,,"Leukemia, Myeloid, Acute",MESH:D015470,therapeutic,,,,32929351
CAG protocol,C411062,,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,,,,32929351
CAG protocol,C411062,,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,therapeutic,,,,32929351
cajanol,C471767,61020-70-0,Breast Neoplasms,MESH:D001943,therapeutic,,,,20638373
Cajanus cajan extract,C553724,,Chemical and Drug Induced Liver Injury,MESH:D056486,therapeutic,,,,23287313
Cajanus cajan extract,C553724,,Hypercholesterolemia,MESH:D006937,therapeutic,,,,23287313
Cajanus cajan extract,C553724,,Hypertriglyceridemia,MESH:D015228,therapeutic,,,,23287313
calanolide A,C075959,142632-32-4,HIV Infections,MESH:D015658,therapeutic,,,,26995226
Calcifediol,D002112,19356-17-3,"Bone Diseases, Metabolic",MESH:D001851,therapeutic,,,,26851681
Calcifediol,D002112,19356-17-3,Chronic Kidney Disease-Mineral and Bone Disorder,MESH:D012080,therapeutic,,,,6897822
Calcifediol,D002112,19356-17-3,Muscular Diseases,MESH:D009135,therapeutic,,,,6705322
Calcifediol,D002112,19356-17-3,Osteomalacia,MESH:D010018,therapeutic,,,,6705322
Calcifediol,D002112,19356-17-3,Prostatic Neoplasms,MESH:D011471,therapeutic,,,,16289102
calcipotriene,C055085,,"Colitis, Ulcerative",MESH:D003093,therapeutic,,,,7829008
calcipotriene,C055085,,Ichthyosis,MESH:D007057,therapeutic,,,,8120527|9344189
calcipotriene,C055085,,Psoriasis,MESH:D011565,therapeutic,,,,12196891|14999528|18173537|21228817|24039193|24046278|8011511|8490416|8609254|8620449|9344189
Calcitonin,D002116,9007-12-9,Hyperkinesis,MESH:D006948,therapeutic,,,,3615541
calcitonin gene-related peptide (8-37),C058636,119911-68-1,Hyperemia,MESH:D006940,therapeutic,,,,8048007
calcitonin gene-related peptide (8-37),C058636,119911-68-1,Reperfusion Injury,MESH:D015427,therapeutic,,,,11567657
calcitonin gene-related peptide (8-37),C058636,119911-68-1,Stomach Diseases,MESH:D013272,therapeutic,,,,11567657
Calcitriol,D002117,32222-06-3,Albuminuria,MESH:D000419,therapeutic,,,,9607202
Calcitriol,D002117,32222-06-3,Alopecia,MESH:D000505,therapeutic,,,,9764839
Calcitriol,D002117,32222-06-3,Anemia,MESH:D000740,therapeutic,,,,15354979
Calcitriol,D002117,32222-06-3,Autonomic Nervous System Diseases,MESH:D001342,therapeutic,,,,32147540
Calcitriol,D002117,32222-06-3,Bone Diseases,MESH:D001847,therapeutic,,,,33450223
Calcitriol,D002117,32222-06-3,"Bone Diseases, Endocrine",MESH:D001849,therapeutic,,,,3626302
Calcitriol,D002117,32222-06-3,Breast Neoplasms,MESH:D001943,therapeutic,,,,10470102|11237771|1672178|16886663|20599847|7662588
Calcitriol,D002117,32222-06-3,Calcium Metabolism Disorders,MESH:D002128,therapeutic,,,,6688127
Calcitriol,D002117,32222-06-3,"Carcinoma, Ehrlich Tumor",MESH:D002286,therapeutic,,,,31628941
