drug,drug_name,disease,disease_name,indication
DB04272,,C0020517,Hypersensitivity,1
DB04272,,C0001126,Renal Tubular Acidosis,1
DB04272,,C0042035,Urination Disorders,1
DB13873,fenofibric-acid,C0020443,hypercholesterolemia,1
DB13873,fenofibric-acid,C0020473,hyperlipidemia,1
DB13873,fenofibric-acid,C0242339,dyslipidemia,1
DB03085,glycolic acid,C0022593,keratosis,1
DB00132,,C0020473,hyperlipidemia,1
DB00132,,C1527336,sjogren's syndrome,1
DB00132,,C0162429,Malnutrition,1
DB00132,,C0020443,hypercholesterolemia,1
DB01024,mycophenolic-acid,C0033860,psoriasis,1
DB04552,niflumic-acid,C0003873,rheumatoid arthritis,1
DB04552,niflumic-acid,C0003862,joint pain,1
DB04552,niflumic-acid,C0231528,muscle pain,1
DB05990,obeticholic acid,C0008312,Primary Biliary Cirrhosis,1
DB00119,Pyruvic acid,C0162429,Malnutrition,1
DB11598,Antithrombin III,C0272375,Antithrombin Iii Deficiency,1
DB11598,Antithrombin III,C0012739,Disseminated Intravascular Coagulation,1
DB11598,Antithrombin III,C0019156,Hepatic Veno-Occlusive Disease,1
DB11598,Antithrombin III,C0040053,thrombosis,1
DB00042,botulinum toxin type B,C0038379,Strabismus,1
DB00097,Choriogonadotropin alfa,C0021361,Female Infertility,1
DB13152,,C0008533,Hemophilia B,1
DB13152,,C0019080,hemorrhage,1
DB13152,,C0015530,Factor Xiii Deficiency,1
DB13152,,C0019069,Hemophilia A,1
DB13152,,C0015503,Factor Vii Deficiency,1
DB00012,Darbepoetin alfa,C0002871,anemia,1
DB00066,,C0021361,Female Infertility,1
DB00066,,C0021359,infertility,1
DB09126,,C0021361,Female Infertility,1
DB09126,,C0021359,infertility,1
DB00028,,C0002880,Autoimmune Hemolytic Anemia,1
DB00028,,C0011633,dermatomyositis,1
DB00028,,C0023434,chronic lymphocytic leukemia (CLL),1
DB00028,,C0021051,Immunologic Deficiency Syndromes,1
DB00028,,C0023418,Leukemia,1
DB00028,,C0026691,Mucocutaneous Lymph Node Syndrome,1
DB00034,Interferon Alfa-2a,C0006118,Brain Neoplasms,1
DB00034,Interferon Alfa-2a,C2239176,hepatocellular carcinoma (HCC),1
DB00034,Interferon Alfa-2a,C0007134,renal cell carcinoma (RCC),1
DB00034,Interferon Alfa-2a,C0009404,Colorectal Neoplasms,1
DB00034,Interferon Alfa-2a,C0018916,Hemangioma,1
DB00034,Interferon Alfa-2a,C0524910,"Hepatitis C, Chronic",1
DB00034,Interferon Alfa-2a,C1540912,hypereosinophilic syndrome (HES),1
DB00034,Interferon Alfa-2a,C0023443,hairy cell leukemia,1
DB00034,Interferon Alfa-2a,C0024437,macular degeneration,1
DB00034,Interferon Alfa-2a,C0025202,melanoma,1
DB00034,Interferon Alfa-2a,C0026764,multiple myeloma,1
DB00034,Interferon Alfa-2a,C0026948,Mycosis Fungoides,1
DB00034,Interferon Alfa-2a,C0036220,Kaposi sarcoma,1
DB00034,Interferon Alfa-2a,C0036920,Sezary Syndrome,1
DB00034,Interferon Alfa-2a,C0037286,Skin Neoplasms,1
DB00034,Interferon Alfa-2a,C0037299,skin ulcer,1
DB00034,Interferon Alfa-2a,C0040028,"Thrombocythemia, Essential",1
DB00105,,C0006118,Brain Neoplasms,1
DB00105,,C2239176,hepatocellular carcinoma (HCC),1
DB00105,,C0007134,renal cell carcinoma (RCC),1
DB00105,,C0009404,Colorectal Neoplasms,1
DB00105,,C0018916,Hemangioma,1
DB00105,,C0524909,"Hepatitis B, Chronic",1
DB00105,,C0524910,"Hepatitis C, Chronic",1
DB00105,,C1540912,hypereosinophilic syndrome (HES),1
DB00105,,C0023443,hairy cell leukemia,1
DB00105,,C0023473,chronic myeloid leukemia (CML),1
DB00105,,C0024305,non-Hodgkin lymphoma (NHL),1
DB00105,,C0024437,macular degeneration,1
DB00105,,C0024586,Malignant Carcinoid Syndrome,1
DB00105,,C0025202,melanoma,1
DB00105,,C0026764,multiple myeloma,1
DB00105,,C0026948,Mycosis Fungoides,1
DB00105,,C0032463,polycythemia vera,1
DB00105,,C0036220,Kaposi sarcoma,1
DB00105,,C0036920,Sezary Syndrome,1
DB00105,,C0037286,Skin Neoplasms,1
DB00105,,C0037299,skin ulcer,1
DB00105,,C0040028,"Thrombocythemia, Essential",1
DB00105,,C0040136,Thyroid Neoplasm,1
DB00105,,C0023470,Myeloid Leukemia,1
DB00069,,C0276535,Aids With Kaposi'S Sarcoma,1
DB00069,,C0023443,hairy cell leukemia,1
DB00069,,C0025202,melanoma,1
DB00069,,C0006118,Brain Neoplasms,1
DB00069,,C2239176,hepatocellular carcinoma (HCC),1
DB00069,,C0007134,renal cell carcinoma (RCC),1
DB00069,,C0009404,Colorectal Neoplasms,1
DB00069,,C0018916,Hemangioma,1
DB00069,,C0524910,"Hepatitis C, Chronic",1
DB00069,,C1540912,hypereosinophilic syndrome (HES),1
DB00069,,C0024437,macular degeneration,1
DB00069,,C0026764,multiple myeloma,1
DB00069,,C0026948,Mycosis Fungoides,1
DB00069,,C0036220,Kaposi sarcoma,1
DB00069,,C0036920,Sezary Syndrome,1
DB00069,,C0037286,Skin Neoplasms,1
DB00069,,C0037299,skin ulcer,1
DB00069,,C0040028,"Thrombocythemia, Essential",1
DB00033,,C0018203,"Granulomatous Disease, Chronic",1
DB00033,,C0006118,Brain Neoplasms,1
DB00033,,C2239176,hepatocellular carcinoma (HCC),1
DB00033,,C0007134,renal cell carcinoma (RCC),1
DB00033,,C0009404,Colorectal Neoplasms,1
DB00033,,C0018916,Hemangioma,1
DB00033,,C0524910,"Hepatitis C, Chronic",1
DB00033,,C1540912,hypereosinophilic syndrome (HES),1
DB00033,,C0023443,hairy cell leukemia,1
DB00033,,C0024437,macular degeneration,1
DB00033,,C0025202,melanoma,1
DB00033,,C0026764,multiple myeloma,1
DB00033,,C0026948,Mycosis Fungoides,1
DB00033,,C0036220,Kaposi sarcoma,1
DB00033,,C0036920,Sezary Syndrome,1
DB00033,,C0037286,Skin Neoplasms,1
DB00033,,C0037299,skin ulcer,1
DB00033,,C0040028,"Thrombocythemia, Essential",1
DB00044,Lutropin alfa,C0021361,Female Infertility,1
DB00170,menadione,C0019080,hemorrhage,1
DB00170,menadione,C0042880,vitamin K deficiency,1
DB00170,menadione,C0037299,skin ulcer,1
DB00170,menadione,C0009324,ulcerative colitis,1
DB00170,menadione,C0011991,diarrhea,1
DB00170,menadione,C0018681,headache,1
DB00170,menadione,C0042345,varicose veins,1
DB00170,menadione,C0003873,rheumatoid arthritis,1
DB00025,,C0019080,hemorrhage,1
DB06688,sipuleucel-T,C0376358,Malignant Neoplasm Of Prostate,1
DB00513,6-Aminocaproic Acid,C0019080,hemorrhage,1
DB00142,L-Glutamic Acid,C0041582,Ulcer,1
DB00123,L-Lysine,C0029456,osteoporosis,1
DB00161,L-Valine,C0019151,hepatic encephalopathy (HE),1
DB00161,L-Valine,C0031485,Phenylketonurias,1
DB00138,L-Cystine,C0029408,osteoarthritis,1
DB00138,L-Cystine,C0003873,rheumatoid arthritis,1
DB00125,L-Arginine,C0162429,Malnutrition,1
DB00117,L-Histidine,C0003873,rheumatoid arthritis,1
DB00129,L-Ornithine,C0162429,Malnutrition,1
DB00174,L-Asparagine,C0162429,Malnutrition,1
DB00155,L-Citrulline,C0162429,Malnutrition,1
DB00167,L-Isoleucine,C0019151,hepatic encephalopathy (HE),1
DB00120,L-Phenylalanine,C0042900,vitiligo,1
DB00141,N-Acetyl-D-glucosamine,C0029408,osteoarthritis,1
DB00118,ademetionine,C0029408,osteoarthritis,1
DB00118,ademetionine,C1263846,attention-deficit/hyperactivity disorder (ADHD),1
DB00075,Muromonab-CD3,C0018133,Graft-Vs-Host Disease,1
DB00403,Ceruletide,C0030446,paralytic ileus,1
DB01404,GINSENG,C0242350,erectile dysfunction,1
DB06271,Sulodexide,C0011881,diabetic nephropathy,1
DB06271,Sulodexide,C0011882,Diabetic Neuropathies,1
DB06271,Sulodexide,C0040053,thrombosis,1
DB00070,hyaluronidase (ovine),C0042909,Vitreous Hemorrhage,1
DB00024,,C0040136,Thyroid Neoplasm,1
DB00024,,C0020676,hypothyroidism,1
DB01401,Trisalicylate-choline,C0003864,Arthritis,1
DB11660,,C0017601,glaucoma,1
DB12095,telotristat ethyl,C0024586,Malignant Carcinoid Syndrome,1
DB11817,baricitinib,C0003873,rheumatoid arthritis,1
DB11827,ertugliflozin,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB11827,ertugliflozin,C0020456,hyperglycemia,1
DB11827,ertugliflozin,C0011849,diabetes mellitus,1
DB11834,guselkumab,C0033860,psoriasis,1
DB09280,lumacaftor,C0010674,cystic fibrosis,1
DB11767,sarilumab,C0038013,ankylosing spondylitis,1
DB11767,sarilumab,C0003873,rheumatoid arthritis,1
DB13928,,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",1
DB13928,,C0020456,hyperglycemia,1
DB12865,velcalcetide,C0020503,"Hyperparathyroidism, Secondary",1
DB00154,gamma-Homolinolenic acid,C0162429,Malnutrition,1
DB11081,Aluminium chloride,C0702166,Acne,1
DB08835,Spaglumic acid,C0847614,Allergy; Nasal,1
DB11235,thonzylamine,C0847614,Allergy; Nasal,1
DB09091,Tixocortol,C0014356,Enterocolitis,1
DB03128,acetylcholine,C0017601,glaucoma,1
DB03128,acetylcholine,C0013144,drowsiness,1
DB03128,acetylcholine,C0015672,fatigue,1
DB03128,acetylcholine,C0018681,headache,1
DB00298,dapiprazole,C0017601,glaucoma,1
DB00298,dapiprazole,C0026961,Mydriasis,1
DB06153,pizotifen,C0149931,Migraine Disorders,1
DB11274,,C0030567,Parkinson's Disease,1
DB05099,Ancrod,C0040053,thrombosis,1
DB06754,Danaparoid,C0040053,thrombosis,1
DB00055,,C0040053,thrombosis,1
DB09418,Potassium perchlorate,C0020550,hyperthyroidism,1
DB06689,Monoethanolamine oleate,C0042345,varicose veins,1
DB11166,ANTITHROMBIN ALFA,C0040053,thrombosis,1
DB11995,avatrombopag,C0019080,hemorrhage,1
DB11995,avatrombopag,C0040034,thrombocytopenia,1
DB11748,benfotiamine,C0039841,thiamine deficiency,1
DB11748,benfotiamine,C0024031,lumbago,1
DB06441,CANGRELOR,C0040053,thrombosis,1
DB09015,potassium-canrenoate,C0020428,hyperaldosteronism,1
DB09015,potassium-canrenoate,C0013604,edema,1
DB11059,CARMELLOSE,C0037299,skin ulcer,1
DB11136,CHROMIUM,C0028754,obesity,1
DB09006,clinofibrate,C0020443,hypercholesterolemia,1
DB09006,clinofibrate,C0020473,hyperlipidemia,1
DB09006,clinofibrate,C0020557,hypertriglyceridemia,1
DB05351,dexlansoprazole,C0017168,gastroesophageal reflux disease (GERD),1
DB05351,dexlansoprazole,C0030920,Peptic Ulcer,1
DB11273,DIHYDROERGOCORNINE,C0149931,Migraine Disorders,1
DB13345,DIHYDROERGOCRISTINE,C0149931,Migraine Disorders,1
DB12159,DUPILUMAB,C0011603,dermatitis,1
DB09119,eslicarbazepine-acetate,C0014544,epilepsy,1
DB09119,eslicarbazepine-acetate,C0036572,seizures,1
DB02530,GAMMA-AMINOBUTYRIC ACID,C0014544,epilepsy,1
DB00893,IRON DEXTRAN,C0002871,anemia,1
DB03017,,C0702166,Acne,1
DB03017,,C0014356,Enterocolitis,1
DB01378,MAGNESIUM,C0024473,Magnesium Deficiency,1
DB13996,MAGNESIUM ACETATE,C0024473,Magnesium Deficiency,1
DB13999,MOROCTOCOG ALFA,C0019080,hemorrhage,1
DB12598,NAFAMOSTAT,C0019080,hemorrhage,1
DB13933,NONACOG BETA PEGOL,C0019080,hemorrhage,1
DB11632,OPICAPONE,C0030567,Parkinson's Disease,1
DB08883,perampanel,C0014544,epilepsy,1
DB08883,perampanel,C0036572,seizures,1
DB09108,SIMOCTOCOG ALFA,C0019080,hemorrhage,1
DB02772,SUCROSE,C0162429,Malnutrition,1
DB05389,TETRACHLORODECAOXIDE,C0037299,skin ulcer,1
DB11572,THROMBIN ALFA,C0019080,hemorrhage,1
DB05777,THROMBOMODULIN ALFA,C0040053,thrombosis,1
DB06217,vernakalant,C0003811,Cardiac Arrhythmia,1
DB06217,vernakalant,C0004238,atrial fibrillation (AF),1
DB04519,octanoic acid,C0014356,Enterocolitis,1
DB01207,ridogrel,C0040053,thrombosis,1
DB09304,setiptiline,C0014544,epilepsy,1
aceclidine,,C0017601,glaucoma,1
DB06736,aceclofenac,C0003873,rheumatoid arthritis,1
DB06736,aceclofenac,C0038013,ankylosing spondylitis,1
DB06736,aceclofenac,C0029408,osteoarthritis,1
DB06736,aceclofenac,C0024031,lumbago,1
acefylline,,C0004096,asthma,1
DB13783,acemetacin,C0029408,osteoarthritis,1
ACT-132577,,C2973725,pulmonary arterial hypertension (PAH),1
adiphenine,,C0037763,spasms,1
adrenalone,,C0019080,hemorrhage,1
DB13167,alclofenac,C0003873,rheumatoid arthritis,1
DB01425,alizapride,C0027497,nausea,1
aminopentamide,,C0027497,nausea,1
ammonium-lactate,,C0079584,ichthyosis vulgaris,1
amtolmetin-guacil,,C0003873,rheumatoid arthritis,1
amtolmetin-guacil,,C0029408,osteoarthritis,1
DB12417,anagliptin,C0011849,diabetes mellitus,1
DB09204,arotinolol,C0040822,tremors,1
arsenic-trioxide,,C0011991,diarrhea,1
azelaic-acid,,C0035854,rosacea,1
DB08961,azosemide,C0013604,edema,1
DB01483,barbital,C0036572,seizures,1
bendazac,,C0231528,muscle pain,1
bendazac,,C0003862,joint pain,1
DB12867,benperidol,C0036341,schizophrenia,1
DB12319,benzbromarone,C0018099,gout,1
benztropine-mesylate,,C0030567,Parkinson's Disease,1
bifemelane,,C0017601,glaucoma,1
DB09018,bromopride,C0027497,nausea,1
DB09018,bromopride,C0042963,vomiting,1
DB09018,bromopride,C0017168,gastroesophageal reflux disease (GERD),1
DB12401,bromperidol,C0036341,schizophrenia,1
bucladesine,,C0037299,skin ulcer,1
budipine,,C0030567,Parkinson's Disease,1
buflomedil,,C1704436,peripheral artery disease (PAD),1
DB12230,bunazosin,C0017601,glaucoma,1
butorphanol-(+)-tartrate,,C0231528,muscle pain,1
butorphanol-(+)-tartrate,,C0018681,headache,1
butorphanol-(+)-tartrate,,C0000737,abdominal pain,1
camostat-mesilate,,C0030305,pancreatitis,1
DB13919,candesartan,C0018802,congestive heart failure,1
caramiphen,,C0030567,Parkinson's Disease,1
carazolol,,C0002962,angina pectoris,1
carazolol,,C0027051,Myocardial Infarction,1
DB09010,carmofur,C1527249,colorectal cancer,1
chlormadinone-acetate,,C0002453,amenorrhea,1
chlormadinone-acetate,,C0028949,oligomenorrhea,1
chlorogenic-acid,,C0018681,headache,1
DB09271,cimetropium,C0022104,irritable bowel syndrome,1
DB12153,citicoline,C0038454,stroke,1
DB12153,citicoline,C0002395,Alzheimer's disease,1
DB12153,citicoline,C0030567,Parkinson's Disease,1
DB12153,citicoline,C1263846,attention-deficit/hyperactivity disorder (ADHD),1
DB12153,citicoline,C0017601,glaucoma,1
clebopride,,C0027497,nausea,1
clobetasone-butyrate,,C0013595,eczema,1
clobetasone-butyrate,,C0033860,psoriasis,1
clobetasone-butyrate,,C0011603,dermatitis,1
DB00720,clodronic-acid,C0029456,osteoporosis,1
DB00720,clodronic-acid,C0020502,hyperparathyroidism,1
DB00720,clodronic-acid,C0020437,hypercalcemia,1
DB00720,clodronic-acid,C0026764,multiple myeloma,1
DB06470,clomethiazole,C0030567,Parkinson's Disease,1
clorprenaline,,C0004096,asthma,1
DB12483,copanlisib,C0024301,follicular lymphoma,1
cortisone,,C0009324,ulcerative colitis,1
cortisone,,C0003873,rheumatoid arthritis,1
cortisone,,C0033860,psoriasis,1
cortisone,,C0013595,eczema,1
DB04665,coumarin,C0009324,ulcerative colitis,1
DB04665,coumarin,C0004096,asthma,1
DB04665,coumarin,C0007570,celiac disease,1
DB09000,cyamemazine,C0036341,schizophrenia,1
DB09000,cyamemazine,C0003467,anxiety,1
cycloserine-(d),,C0041296,tuberculosis,1
cyclosporin-a,,C0003873,rheumatoid arthritis,1
cyclosporin-a,,C0033860,psoriasis,1
dabigatran,,C0038454,stroke,1
dabigatran,,C0034065,pulmonary embolism (PE),1
dabigatran,,C0149871,deep vein thrombosis (DVT),1
dabigatran-etexilate,,C0038454,stroke,1
dabigatran-etexilate,,C0034065,pulmonary embolism (PE),1
dabigatran-etexilate,,C0149871,deep vein thrombosis (DVT),1
DB00944,demecarium,C0017601,glaucoma,1
deracoxib,,C0029408,osteoarthritis,1
desmopressin-acetate,,C0687720,central diabetes insipidus,1
desoxycorticosterone-pivalate,,C0001403,Addison's disease,1
dexamethasone-sodium-phosphate,,C0020437,hypercalcemia,1
dexamethasone-sodium-phosphate,,C0003873,rheumatoid arthritis,1
dexamethasone-sodium-phosphate,,C0003872,psoriatic arthritis,1
dexamethasone-sodium-phosphate,,C0029408,osteoarthritis,1
dexamethasone-sodium-phosphate,,C0009324,ulcerative colitis,1
dexamethasone-sodium-phosphate,,C0002871,anemia,1
dexamethasone-sodium-phosphate,,C0026769,multiple sclerosis,1
dexamethasone-sodium-phosphate,,C0014335,enteritis,1
dexamethasone-sodium-phosphate,,C0027726,nephrotic syndrome,1
dexamethasone-sodium-phosphate,,C0033860,psoriasis,1
DB11994,diacerein,C0029408,osteoarthritis,1
DB09123,dienogest,C0014175,endometriosis,1
DB02901,dihydrotestosterone,C0039621,tetany,1
DB02901,dihydrotestosterone,C0020626,hypoparathyroidism,1
DB08995,diosmin,C0013604,edema,1
DB08995,diosmin,C0149871,deep vein thrombosis (DVT),1
diphemanil,,C0037763,spasms,1
DB12947,doxifluridine,C1527249,colorectal cancer,1
DB00450,droperidol,C0027497,nausea,1
DB00450,droperidol,C0042963,vomiting,1
DB09215,droxicam,C0003873,rheumatoid arthritis,1
DB09215,droxicam,C0029408,osteoarthritis,1
DB11742,ebastine,C0042109,urticaria,1
DB12243,edaravone,C0038454,stroke,1
DB01010,edrophonium,C0026896,myasthenia gravis,1
epalrestat,,C0011881,diabetic nephropathy,1
DB08992,eperisone,C0002736,amyotrophic lateral sclerosis (ALS),1
DB08992,eperisone,C0037763,spasms,1
ephedrine-(racemic),,C0020649,hypotension,1
ephedrine-(racemic),,C0004096,asthma,1
ephedrine-(racemic),,C0027404,narcolepsy,1
ephedrine-(racemic),,C0028754,obesity,1
estropipate,,C0029456,osteoporosis,1
ethanolamine-oleate,,C0014867,esophageal varices,1
DB00311,ethoxzolamide,C0017601,glaucoma,1
DB08986,etifoxine,C0003467,anxiety,1
DB08985,etilefrine,C0018681,headache,1
DB08985,etilefrine,C0015967,fever,1
etofylline,,C0004096,asthma,1
DB03852,eucalyptol,C0017574,gingivitis,1
falecalcitriol,,C0020502,hyperparathyroidism,1
DB07477,felbinac,C0003873,rheumatoid arthritis,1
DB07477,felbinac,C0231528,muscle pain,1
fenigam,,C0003467,anxiety,1
DB13217,fentiazac,C0231528,muscle pain,1
DB13217,fentiazac,C0003862,joint pain,1
DB09217,firocoxib,C0029408,osteoarthritis,1
DB04576,fleroxacin,C0014335,enteritis,1
DB04576,fleroxacin,C0011991,diarrhea,1
flopropione,,C0037763,spasms,1
fludarabine-phosphate,,C0023434,chronic lymphocytic leukemia (CLL),1
fludrocortisone-acetate,,C0001403,Addison's disease,1
fludrocortisone-acetate,,C0302280,adrenogenital syndrome,1
DB04841,flunarizine,C0042571,vertigo,1
DB04841,flunarizine,C1704436,peripheral artery disease (PAD),1
fluocinolone-acetonide,,C0036508,seborrheic dermatitis,1
fluphenazine-decanoate,,C0036341,schizophrenia,1
flurbiprofen-(S)-(+),,C0003873,rheumatoid arthritis,1
flurbiprofen-(S)-(+),,C0029408,osteoarthritis,1
DB04106,fotemustine,C0025202,melanoma,1
ftorafur,,C1527249,colorectal cancer,1
DB12831,gabexate,C0030305,pancreatitis,1
gentamycin,,C0025289,meningitis,1
gentamycin,,C0032285,pneumonia,1
DB11619,gestrinone,C0014175,endometriosis,1
DB12836,grapiprant,C0029408,osteoarthritis,1
DB04866,halofuginone,C0011644,scleroderma,1
haloperidol-decanoate,,C0036341,schizophrenia,1
DB11181,homatropine,C0026961,Mydriasis,1
hyaluronic-acid,,C0029408,osteoarthritis,1
hyaluronic-acid,,C0282488,interstitial cystitis (IC),1
hydrocortisone-butyrate,,C0013595,eczema,1
hydrocortisone-phosphate,,C0004096,asthma,1
hydrocortisone-phosphate,,C0027497,nausea,1
hydrocortisone-phosphate,,C0042963,vomiting,1
hydrocortisone-phosphate,,C0026764,multiple myeloma,1
hydrocortisone-phosphate,,C0011616,contact dermatitis,1
hydrocortisone-phosphate,,C0014335,enteritis,1
hydrocortisone-phosphate,,C0009319,colitis,1
ibuprofen-lysine,,C0013274,patent ductus arteriosus (PDA),1
DB08955,ibuproxam,C0015967,fever,1
icatibant-acetate,,C0002994,angioedema,1
DB12233,iguratimod,C0003873,rheumatoid arthritis,1
DB11783,imidapril,C0018802,congestive heart failure,1
DB12545,indobufen,C0040053,thrombosis,1
ipragliflozin-l-proline,,C0011849,diabetes mellitus,1
DB00221,isoetharine,C0004096,asthma,1
DB11757,istradefylline,C0030567,Parkinson's Disease,1
DB04924,itopride,C0152020,gastroparesis,1
DB04924,itopride,C0018834,heartburn,1
DB04924,itopride,C0027497,nausea,1
DB04924,itopride,C0042963,vomiting,1
DB04924,itopride,C0003123,anorexia,1
L-Arginine,,C0018802,congestive heart failure,1
L-Arginine,,C1956346,coronary artery disease (CAD),1
L-Arginine,,C0242350,erectile dysfunction,1
L-Arginine,,C0021359,infertility,1
L-Citrulline,,C0242350,erectile dysfunction,1
DB06202,lasofoxifene,C0029456,osteoporosis,1
levocarnitine-propionate,,C0031117,peripheral neuropathy,1
levocarnitine-propionate,,C1142132,carnitine deficiency,1
DB01403,levomepromazine,C0036341,schizophrenia,1
DB01403,levomepromazine,C0005586,bipolar disorder,1
DB01403,levomepromazine,C0027497,nausea,1
DB01403,levomepromazine,C0917801,Sleeplessness,1
maropitant,,C0042963,vomiting,1
DB12554,mebeverine,C0022104,irritable bowel syndrome,1
megestrol-acetate,,C0003123,anorexia,1
megestrol-acetate,,C0006625,cachexia,1
meldonium,,C1956346,coronary artery disease (CAD),1
melevodopa,,C0030567,Parkinson's Disease,1
DB00532,mephenytoin,C0036572,seizures,1
DB00463,metharbital,C0014544,epilepsy,1
methylene-blue,,C0025637,methemoglobinemia,1
methylprednisolone-aceponate,,C0001627,congenital adrenal hyperplasia,1
methylprednisolone-aceponate,,C0040147,thyroiditis,1
methylprednisolone-aceponate,,C0020437,hypercalcemia,1
methylprednisolone-aceponate,,C0003873,rheumatoid arthritis,1
methylprednisolone-aceponate,,C0004096,asthma,1
methylprednisolone-aceponate,,C0009324,ulcerative colitis,1
methylprednisolone-aceponate,,C0014335,enteritis,1
methylprednisolone-aceponate,,C0029408,osteoarthritis,1
methylprednisolone-aceponate,,C0033860,psoriasis,1
methylprednisolone-aceponate,,C0026769,multiple sclerosis,1
methylprednisolone-aceponate,,C0002871,anemia,1
minodronic-acid,,C0029456,osteoporosis,1
DB11792,mirodenafil,C0242350,erectile dysfunction,1
DB12523,mizolastine,C0042109,urticaria,1
mofezolac,,C0003873,rheumatoid arthritis,1
mofezolac,,C0029456,osteoporosis,1
DB09282,molsidomine,C1956346,coronary artery disease (CAD),1
DB11675,mosapride,C0017168,gastroesophageal reflux disease (GERD),1
DB11675,mosapride,C0022104,irritable bowel syndrome,1
mozavaptan,,C0020625,hyponatremia,1
DB06230,nalmefene,C0235063,respiratory depression,1
